z	Wx	Wy
0.00445	6.3778e14	6.3778e14
0.0045	6.3461e14	6.3461e14
0.00455	6.3144e14	6.3144e14
0.0046	6.2825e14	6.2825e14
0.00465	6.2506e14	6.2506e14
0.0047	6.2187e14	6.2187e14
0.00475	6.1868e14	6.1868e14
0.0048	6.155e14	6.155e14
0.00485	6.1233e14	6.1233e14
0.0049	6.0917e14	6.0917e14
0.00495	6.0601e14	6.0601e14
0.005	6.0286e14	6.0286e14
0.00505	5.9971e14	5.9971e14
0.0051	5.9657e14	5.9657e14
0.00515	5.9343e14	5.9343e14
0.0052	5.9028e14	5.9028e14
0.00525	5.8713e14	5.8713e14
0.0053	5.8397e14	5.8397e14
0.00535	5.8079e14	5.8079e14
0.0054	5.7759e14	5.7759e14
0.00545	5.7438e14	5.7438e14
0.0055	5.7114e14	5.7114e14
0.00555	5.6788e14	5.6788e14
0.0056	5.6458e14	5.6458e14
0.00565	5.6126e14	5.6126e14
0.0057	5.579099999999999e14	5.579099999999999e14
0.00575	5.5453e14	5.5453e14
0.0058	5.5112e14	5.5112e14
0.00585	5.476799999999999e14	5.476799999999999e14
0.0059	5.442100000000001e14	5.442100000000001e14
0.00595	5.407100000000001e14	5.407100000000001e14
0.006	5.371900000000001e14	5.371900000000001e14
0.00605	5.3364e14	5.3364e14
0.0061	5.300599999999999e14	5.300599999999999e14
0.00615	5.264600000000001e14	5.264600000000001e14
0.0062	5.228300000000001e14	5.228300000000001e14
0.00625	5.191799999999999e14	5.191799999999999e14
0.0063	5.155e14	5.155e14
0.00635	5.1178e14	5.1178e14
0.0064	5.0803e14	5.0803e14
0.00645	5.0423e14	5.0423e14
0.0065	5.0039e14	5.0039e14
0.00655	4.9648e14	4.9648e14
0.0066	4.9251e14	4.9251e14
0.00665	4.8846e14	4.8846e14
0.0067	4.8432e14	4.8432e14
0.00675	4.8007e14	4.8007e14
0.0068	4.7572e14	4.7572e14
0.00685	4.7124e14	4.7124e14
0.0069	4.6663e14	4.6663e14
0.00695	4.6187e14	4.6187e14
0.007	4.5696e14	4.5696e14
0.00705	4.5188e14	4.5188e14
0.0071	4.4662e14	4.4662e14
0.00715	4.4119e14	4.4119e14
0.0072	4.3558e14	4.3558e14
0.00725	4.2978e14	4.2978e14
0.0073	4.2379e14	4.2379e14
0.00735	4.1762e14	4.1762e14
0.0074	4.1126e14	4.1126e14
0.00745	4.0472e14	4.0472e14
0.0075	3.98e14	3.98e14
0.00755	3.9111e14	3.9111e14
0.0076	3.8405e14	3.8405e14
0.00765	3.7682e14	3.7682e14
0.0077	3.6944e14	3.6944e14
0.00775	3.619e14	3.619e14
0.0078	3.5421e14	3.5421e14
0.00785	3.4638e14	3.4638e14
0.0079	3.3839e14	3.3839e14
0.00795	3.3027e14	3.3027e14
0.008	3.2199e14	3.2199e14
0.00805	3.1357e14	3.1357e14
0.0081	3.05e14	3.05e14
0.00815	2.9627e14	2.9627e14
0.0082	2.8739e14	2.8739e14
0.00825	2.7834e14	2.7834e14
0.0083	2.6912e14	2.6912e14
0.00835	2.5974e14	2.5974e14
0.0084	2.5018e14	2.5018e14
0.00845	2.4044e14	2.4044e14
0.0085	2.3053e14	2.3053e14
0.00855	2.2045e14	2.2045e14
0.0086	2.1019e14	2.1019e14
0.00865	1.9977e14	1.9977e14
0.0087	1.892e14	1.892e14
0.00875	1.7849e14	1.7849e14
0.0088	1.6764e14	1.6764e14
0.00885	1.5669e14	1.5669e14
0.0089	1.4563e14	1.4563e14
0.00895	1.3451e14	1.3451e14
0.009	1.2332e14	1.2332e14
0.00905	1.121e14	1.121e14
0.0091	1.0087e14	1.0087e14
0.00915	8.9644e13	8.9644e13
0.0092	7.8443e13	7.8443e13
0.00925	6.7292e13	6.7292e13
0.0093	5.6201e13	5.6201e13
0.00935	4.5189e13	4.5189e13
0.0094	3.4264e13	3.4264e13
0.00945	2.344e13	2.344e13
0.0095	1.272e13	1.272e13
0.00955	2.1096e12	2.1096e12
0.0096	-8.391299999999999e12	-8.391299999999999e12
0.00965	-1.8784e13	-1.8784e13
0.0097	-2.9072e13	-2.9072e13
0.00975	-3.9262e13	-3.9262e13
0.0098	-4.936e13	-4.936e13
0.00985	-5.9376e13	-5.9376e13
0.0099	-6.9316e13	-6.9316e13
0.00995	-7.9193e13	-7.9193e13
