\  ****************** Hyper photometry ******************
\ Survey code: 15
\ Detection threshold: 4.0 sigma
\ Convert from MJy/sr: None
\ Convert from Jy/beam: None
\ Convert to mJy: True
\ Estimated r.m.s. to identify sources: 0.00266 mJy
\  ******************************************************
\ MAP_ID = Map identifier
\ HYPER_ID = Source identifier
\ FLUX_PEAK = Peak flux (mJy/beam)
\ FLUX = Integrated flux density (mJy)
\ FLUX_ERR = Flux density uncertainty (mJy)
\ RESIDUALS = Mean background level (mJy)
\ POLYN = Polynomial background order
\ NMSE = Normalized Mean Squared Error of fit: scale-independent metric of
\ model-data agreement
\ CHI2_RED = Reduced chi-squared of Gaussian + background fit (valid only if
\ residuals are Gaussian-distributed with constant variance)
\ BIC = Bayesian Information Criterion: model selection metric that penalizes
\ overfitting; lower BIC indicates better trade-off between goodness of fit and
\ model complexity
\ FWHM_1 = First axis FWHM (arcsec)
\ FWHM_2 = Second axis FWHM (arcsec)
\ PA = Position angle (deg East of North)
\ STATUS = Fit status flag: 1 = fit succeeded, 0 = fit failed
\ GLON = Galactic longitude (deg)
\ GLAT = Galactic latitude (deg)
\ RA = Right Ascension (deg, J2000)
\ DEC = Declination (deg, J2000)
\ DEBLEND = Deblending flag
\ CLUSTER = Cluster flag
|             MAP_ID|HYPER_ID| FLUX_PEAK|  FLUX|FLUX_ERR|RESIDUALS|POLYN|  NMSE|CHI2_RED|      BIC|FWHM_1|FWHM_2|    PA|STATUS|     GLON|     GLAT|      RA|      DEC|DEBLEND|CLUSTER|
|               char|    long|    double|double|  double|   double| long|double|  double|   double|double|double|double|  long|   double|   double|  double|   double|   long|   long|
|                   |        |mJy / beam|   mJy|     mJy|      mJy|     |      |        |         |arcsec|arcsec|   deg|      |      deg|      deg|     deg|      deg|       |       |
 map_500_Gaussians_2      422    0.00175  0.509    0.047   0.00000     2  0.417    0.000 -36380.29  0.048  0.083  -43.0      1 279.43584 -31.66236 84.71110 -69.07721       1       3 
 map_500_Gaussians_2      423    0.00158  0.279    0.034   0.00000     2  0.417    0.000 -36380.29  0.053  0.043  -41.8      1 279.43584 -31.66239 84.71102 -69.07721       1       3 
 map_500_Gaussians_2      424    0.00210  0.679    0.059   0.00000     2  0.417    0.000 -36380.29  0.084  0.051   44.6      1 279.43580 -31.66239 84.71104 -69.07718       1       3 
 map_500_Gaussians_2      425    0.00376  0.608    0.076   0.00000     1  0.358    0.000 -34513.79  0.043  0.055  -49.8      1 279.43587 -31.66274 84.71003 -69.07719       1       2 
 map_500_Gaussians_2      426    0.00171  0.539    0.048   0.00000     1  0.358    0.000 -34513.79  0.056  0.086  -26.4      1 279.43584 -31.66273 84.71006 -69.07717       1       2 
 map_500_Gaussians_2      427    0.00245  0.315    0.047   0.00000     2  0.443    0.000 -24657.09  0.050  0.043   43.1      1 279.43583 -31.66251 84.71067 -69.07719       1       2 
 map_500_Gaussians_2      428    0.00193  0.433    0.046   0.00000     2  0.443    0.000 -24657.09  0.045  0.068  -35.5      1 279.43583 -31.66254 84.71061 -69.07719       1       2 
 map_500_Gaussians_2      429    0.00233  0.501    0.053   0.00000     2  0.502    0.000 -15304.95  0.046  0.058   46.5      1 279.43576 -31.66265 84.71031 -69.07712       1       2 
 map_500_Gaussians_2      430    0.00190  0.407    0.045   0.00000     2  0.502    0.000 -15304.95  0.050  0.055  -30.5      1 279.43575 -31.66263 84.71038 -69.07711       1       2 
 map_500_Gaussians_2      431    0.00189  0.239    0.034   0.00000     0  0.625    0.001 -26166.35  0.043  0.043  -90.0      1 279.43586 -31.66345 84.70806 -69.07711       1       3 
 map_500_Gaussians_2      432    0.00212  0.331    0.044   0.00000     0  0.625    0.001 -26166.35  0.045  0.057   37.2      1 279.43585 -31.66343 84.70811 -69.07710       1       3 
 map_500_Gaussians_2      433    0.00312  0.395    0.059   0.00000     0  0.625    0.001 -26166.35  0.048  0.046  -90.0      1 279.43583 -31.66346 84.70805 -69.07708       1       3 
 map_500_Gaussians_2      434    0.00183  0.549    0.052   0.00000     2  0.634    0.000 -35490.88  0.060  0.070   48.5      1 279.43557 -31.66155 84.71342 -69.07707       1       3 
 map_500_Gaussians_2      435    0.00229  0.190    0.038   0.00000     2  0.634    0.000 -35490.88  0.043  0.043   90.0      1 279.43552 -31.66157 84.71338 -69.07703       1       3 
 map_500_Gaussians_2      436    0.00148  0.113    0.028   0.00000     2  0.634    0.000 -35490.88  0.045  0.043  -48.8      1 279.43550 -31.66159 84.71335 -69.07702       1       3 
 map_500_Gaussians_2      437    0.00227  0.618    0.057   0.00000     2  0.503    0.000 -45226.98  0.065  0.053   48.8      1 279.43584 -31.66360 84.70766 -69.07707       1       3 
 map_500_Gaussians_2      438    0.00345  0.729    0.077   0.00000     2  0.503    0.000 -45226.98  0.050  0.048  -10.3      1 279.43582 -31.66363 84.70757 -69.07706       1       3 
 map_500_Gaussians_2      439    0.00173  0.363    0.040   0.00000     2  0.503    0.000 -45226.98  0.056  0.050   42.7      1 279.43582 -31.66366 84.70748 -69.07705       1       3 
 map_500_Gaussians_2      440    0.00257  0.519    0.058   0.00000     2  0.268    0.000 -19034.57  0.043  0.067  -46.3      1 279.43573 -31.66290 84.70963 -69.07706       1       2 
 map_500_Gaussians_2      441    0.00208  0.527    0.051   0.00000     2  0.268    0.000 -19034.57  0.045  0.086  -35.0      1 279.43570 -31.66289 84.70966 -69.07704       1       2 
 map_500_Gaussians_2      442    0.00199  0.397    0.043   0.00000     2  0.169    0.000 -23495.32  0.043  0.062   49.0      1 279.43569 -31.66268 84.71025 -69.07705       1       2 
 map_500_Gaussians_2      443    0.00372  0.998    0.089   0.00000     2  0.169    0.000 -23495.32  0.047  0.074   43.9      1 279.43568 -31.66266 84.71032 -69.07705       1       2 
 map_500_Gaussians_2      444    0.00411  0.655    0.079   0.00000     2  0.369    0.000 -17688.69  0.043  0.054   66.3      1 279.43563 -31.66225 84.71146 -69.07705       1       2 
 map_500_Gaussians_2      445    0.00224  0.338    0.045   0.00000     2  0.369    0.000 -17688.69  0.043  0.056   44.7      1 279.43561 -31.66224 84.71151 -69.07703       1       2 
 map_500_Gaussians_2      446    0.00208  0.345    0.039   0.00000     2  0.325    0.000 -32780.32  0.052  0.043  -33.3      1 279.43573 -31.66305 84.70921 -69.07704       1       3 
 map_500_Gaussians_2      447    0.00268  0.740    0.065   0.00000     2  0.325    0.000 -32780.32  0.046  0.078   44.2      1 279.43571 -31.66308 84.70914 -69.07703       1       3 
 map_500_Gaussians_2      448    0.00281  0.488    0.062   0.00000     2  0.325    0.000 -32780.32  0.043  0.055  -37.1      1 279.43569 -31.66305 84.70922 -69.07701       1       3 
 map_500_Gaussians_2      449    0.00319  1.113    0.091   0.00000     2  0.224    0.000 -28479.71  0.052  0.086   46.1      1 279.43580 -31.66371 84.70735 -69.07703       1       2 
 map_500_Gaussians_2      450    0.00381  0.670    0.082   0.00000     2  0.224    0.000 -28479.71  0.058  0.043  -44.1      1 279.43575 -31.66371 84.70736 -69.07698       1       2 
 map_500_Gaussians_2      451    0.00181  0.364    0.048   0.00000     2  0.399    0.000 -32106.40  0.086  0.046   27.0      1 279.43577 -31.66360 84.70768 -69.07702       1       2 
 map_500_Gaussians_2      452    0.00330  0.867    0.085   0.00000     2  0.399    0.000 -32106.40  0.051  0.066  -41.6      1 279.43574 -31.66357 84.70776 -69.07700       1       2 
 map_500_Gaussians_2      453    0.00213  0.591    0.053   0.00000     1  0.730    0.000 -44725.14  0.056  0.064   75.9      1 279.43563 -31.66327 84.70863 -69.07694       1       2 
 map_500_Gaussians_2      454    0.00166  0.266    0.033   0.00000     1  0.730    0.000 -44725.14  0.043  0.061   44.3      1 279.43559 -31.66324 84.70872 -69.07690       1       2 
 map_500_Gaussians_2      455    0.00225  0.457    0.052   0.00000     2  0.354    0.000 -20171.15  0.043  0.068   23.8      1 279.43547 -31.66216 84.71177 -69.07693       1       2 
 map_500_Gaussians_2      456    0.00355  0.464    0.065   0.00000     2  0.354    0.000 -20171.15  0.048  0.043   46.7      1 279.43547 -31.66217 84.71173 -69.07692       1       2 
 map_500_Gaussians_2      457    0.00305  0.811    0.076   0.00000     2  0.358    0.000 -25403.57  0.070  0.049  -48.3      1 279.43552 -31.66252 84.71074 -69.07693       1       2 
 map_500_Gaussians_2      458    0.00277  0.559    0.061   0.00000     2  0.358    0.000 -25403.57  0.043  0.062   34.7      1 279.43549 -31.66255 84.71068 -69.07690       1       2 
 map_500_Gaussians_2      459    0.00377  0.675    0.077   0.00000     2  0.272    0.000 -20371.10  0.053  0.044   31.9      1 279.43537 -31.66171 84.71303 -69.07689       1       2 
 map_500_Gaussians_2      460    0.00264  0.334    0.045   0.00000     2  0.272    0.000 -20371.10  0.043  0.043   90.0      1 279.43538 -31.66174 84.71296 -69.07689       1       2 
 map_500_Gaussians_2      461    0.00401  1.095    0.100   0.00000     2  0.139    0.000 -17838.47  0.069  0.050   43.5      1 279.43534 -31.66157 84.71344 -69.07688       1       2 
 map_500_Gaussians_2      462    0.00221  0.248    0.038   0.00000     2  0.139    0.000 -17838.47  0.043  0.043   90.0      1 279.43532 -31.66157 84.71345 -69.07686       1       2 
 map_500_Gaussians_2      463    0.00221  0.662    0.060   0.00000     2  0.504    0.000 -43884.40  0.070  0.058   53.6      1 279.43539 -31.66191 84.71247 -69.07688       1       3 
 map_500_Gaussians_2      464    0.00267  0.482    0.058   0.00000     2  0.504    0.000 -43884.40  0.043  0.059   45.9      1 279.43534 -31.66190 84.71251 -69.07684       1       3 
 map_500_Gaussians_2      465    0.00363  0.499    0.068   0.00000     2  0.504    0.000 -43884.40  0.043  0.043   -1.9      1 279.43533 -31.66195 84.71239 -69.07683       1       3 
 map_500_Gaussians_2      466    0.00133  0.035    0.022   0.00000     2  0.778    0.000 -26753.05  0.043  0.043  -90.0      1 279.43546 -31.66246 84.71092 -69.07688       1       2 
 map_500_Gaussians_2      467    0.00182  0.345    0.037   0.00000     2  0.778    0.000 -26753.05  0.053  0.047    6.6      1 279.43543 -31.66243 84.71101 -69.07686       1       2 
 map_500_Gaussians_2      468    0.00276  1.349    0.087   0.00000     2  0.311    0.000 -27428.16  0.086  0.067  -48.9      1 279.43540 -31.66225 84.71153 -69.07685       1       2 
 map_500_Gaussians_2      469    0.00277  0.702    0.067   0.00000     2  0.311    0.000 -27428.16  0.064  0.050  -42.7      1 279.43538 -31.66229 84.71143 -69.07683       1       2 
 map_500_Gaussians_2      470    0.00194  0.804    0.066   0.00000     1  0.430    0.000 -33993.30  0.086  0.060  -50.8      1 279.43545 -31.66271 84.71022 -69.07685       1       2 
 map_500_Gaussians_2      471    0.00287  0.546    0.061   0.00000     1  0.430    0.000 -33993.30  0.062  0.043  -48.5      1 279.43543 -31.66270 84.71027 -69.07683       1       2 
 map_500_Gaussians_2      472    0.00218  0.591    0.057   0.00000     2  0.431    0.000 -73221.86  0.049  0.071  -40.3      1 279.43545 -31.66337 84.70840 -69.07677       1       6 
 map_500_Gaussians_2      473    0.00284  0.299    0.048   0.00000     2  0.431    0.000 -73221.86  0.043  0.043   90.0      1 279.43544 -31.66335 84.70846 -69.07677       1       6 
 map_500_Gaussians_2      474    0.00259  0.387    0.050   0.00000     2  0.431    0.000 -73221.86  0.043  0.048  -36.0      1 279.43542 -31.66330 84.70859 -69.07676       1       6 
 map_500_Gaussians_2      475    0.00153  0.226    0.030   0.00000     2  0.431    0.000 -73221.86  0.045  0.044  -13.6      1 279.43540 -31.66332 84.70855 -69.07673       1       6 
 map_500_Gaussians_2      476    0.00322  0.406    0.057   0.00000     2  0.431    0.000 -73221.86  0.043  0.043  -62.9      1 279.43540 -31.66339 84.70836 -69.07673       1       6 
 map_500_Gaussians_2      477    0.00397  1.236    0.107   0.00000     2  0.431    0.000 -73221.86  0.072  0.056  -45.1      1 279.43539 -31.66335 84.70847 -69.07672       1       6 
 map_500_Gaussians_2      478    0.00381  0.952    0.090   0.00000     2  0.343    0.000 -38811.04  0.043  0.077  -46.2      1 279.43521 -31.66166 84.71322 -69.07676       1       3 
 map_500_Gaussians_2      479    0.00264  0.714    0.064   0.00000     2  0.343    0.000 -38811.04  0.046  0.073   45.3      1 279.43521 -31.66169 84.71314 -69.07676       1       3 
 map_500_Gaussians_2      480    0.00321  0.937    0.089   0.00000     2  0.343    0.000 -38811.04  0.062  0.086  -42.4      1 279.43521 -31.66173 84.71302 -69.07675       1       3 
 map_500_Gaussians_2      481    0.00278  0.549    0.060   0.00000     2  0.250    0.001 -13541.23  0.051  0.047  -44.9      1 279.43534 -31.66270 84.71030 -69.07676       1       2 
 map_500_Gaussians_2      482    0.00358  1.043    0.095   0.00000     2  0.250    0.001 -13541.23  0.065  0.058  -11.8      1 279.43533 -31.66269 84.71032 -69.07674       1       2 
 map_500_Gaussians_2      483    0.00366  0.439    0.062   0.00000     1  0.469    0.000 -26038.05  0.050  0.043   53.0      1 279.43535 -31.66279 84.71004 -69.07675       1       2 
 map_500_Gaussians_2      484    0.00376  0.914    0.093   0.00000     1  0.469    0.000 -26038.05  0.053  0.059  -22.5      1 279.43534 -31.66281 84.70997 -69.07674       1       2 
 map_500_Gaussians_2      485    0.00295  0.793    0.071   0.00000     2  0.563    0.000 -38176.03  0.044  0.079   45.1      1 279.43537 -31.66324 84.70879 -69.07672       1       3 
 map_500_Gaussians_2      486    0.00202  0.280    0.037   0.00000     2  0.563    0.000 -38176.03  0.045  0.043  -43.0      1 279.43532 -31.66324 84.70880 -69.07668       1       3 
 map_500_Gaussians_2      487    0.00282  0.784    0.074   0.00000     2  0.563    0.000 -38176.03  0.086  0.052   41.1      1 279.43531 -31.66321 84.70889 -69.07667       1       3 
 map_500_Gaussians_2      488    0.00332  0.902    0.087   0.00000     2  0.283    0.000 -19152.34  0.053  0.074  -55.5      1 279.43515 -31.66186 84.71269 -69.07669       1       2 
 map_500_Gaussians_2      489    0.00297  0.289    0.051   0.00000     2  0.283    0.000 -19152.34  0.043  0.043   90.0      1 279.43513 -31.66187 84.71265 -69.07667       1       2 
 map_500_Gaussians_2      490    0.00264  0.387    0.051   0.00000     2  0.315    0.000 -25039.27  0.043  0.054   47.6      1 279.43523 -31.66253 84.71081 -69.07668       1       2 
 map_500_Gaussians_2      491    0.00285  0.909    0.081   0.00000     2  0.315    0.000 -25039.27  0.052  0.085   43.0      1 279.43520 -31.66251 84.71085 -69.07665       1       2 
