\  ****************** Hyper photometry ******************
\ Survey code: 15
\ Detection threshold: 4.0 sigma
\ Convert from MJy/sr: None
\ Convert from Jy/beam: None
\ Convert to mJy: True
\ Estimated r.m.s. to identify sources: 0.00274 mJy
\  ******************************************************
\ MAP_ID = Map identifier
\ HYPER_ID = Source identifier
\ FLUX_PEAK = Peak flux (mJy/beam)
\ FLUX = Integrated flux density (mJy)
\ FLUX_ERR = Flux density uncertainty (mJy)
\ RESIDUALS = Mean background level (mJy)
\ POLYN = Polynomial background order
\ NMSE = Normalized Mean Squared Error of fit: scale-independent metric of
\ model-data agreement
\ CHI2_RED = Reduced chi-squared of Gaussian + background fit (valid only if
\ residuals are Gaussian-distributed with constant variance)
\ BIC = Bayesian Information Criterion: model selection metric that penalizes
\ overfitting; lower BIC indicates better trade-off between goodness of fit and
\ model complexity
\ FWHM_1 = First axis FWHM (arcsec)
\ FWHM_2 = Second axis FWHM (arcsec)
\ PA = Position angle (deg East of North)
\ STATUS = Fit status flag: 1 = fit succeeded, 0 = fit failed
\ GLON = Galactic longitude (deg)
\ GLAT = Galactic latitude (deg)
\ RA = Right Ascension (deg, J2000)
\ DEC = Declination (deg, J2000)
\ DEBLEND = Deblending flag
\ CLUSTER = Cluster flag
|             MAP_ID|HYPER_ID| FLUX_PEAK|  FLUX|FLUX_ERR|RESIDUALS|POLYN|  NMSE|CHI2_RED|      BIC|FWHM_1|FWHM_2|    PA|STATUS|     GLON|     GLAT|      RA|      DEC|DEBLEND|CLUSTER|
|               char|    long|    double|double|  double|   double| long|double|  double|   double|double|double|double|  long|   double|   double|  double|   double|   long|   long|
|                   |        |mJy / beam|   mJy|     mJy|      mJy|     |      |        |         |arcsec|arcsec|   deg|      |      deg|      deg|     deg|      deg|       |       |
 map_500_Gaussians_1      134    0.00189  0.716    0.056   0.00007     2  0.446    0.000 -10996.80  0.066  0.071  -90.0      1 279.43592 -31.66161 84.71316 -69.07737       0       1 
 map_500_Gaussians_1      135    0.00340  0.813    0.083  -0.00004     2  0.263    0.000 -13772.97  0.046  0.072  -43.3      1 279.43608 -31.66280 84.70980 -69.07737       0       1 
 map_500_Gaussians_1      136    0.00293  0.846    0.079  -0.00022     1  0.414    0.000 -22619.09  0.060  0.063   90.0      1 279.43603 -31.66262 84.71032 -69.07735       0       1 
 map_500_Gaussians_1      137    0.00291  1.011    0.085  -0.00026     2  0.135    0.000 -11702.10  0.086  0.053  -42.1      1 279.43604 -31.66272 84.71006 -69.07734       0       1 
 map_500_Gaussians_1      138    0.00168  0.158    0.028   0.00008     1  0.851    0.000 -24709.66  0.043  0.043   90.0      1 279.43612 -31.66341 84.70811 -69.07734       0       1 
 map_500_Gaussians_1      139    0.00225  0.588    0.061  -0.00008     2  0.288    0.000 -12238.95  0.073  0.049  -43.7      1 279.43616 -31.66365 84.70744 -69.07734       0       1 
 map_500_Gaussians_1      140    0.00399  0.605    0.075  -0.00003     2  0.272    0.000 -13493.26  0.048  0.043   46.3      1 279.43587 -31.66154 84.71336 -69.07733       0       1 
 map_500_Gaussians_1      141    0.00274  0.549    0.061  -0.00005     2  0.291    0.000 -11964.22  0.067  0.043  -45.4      1 279.43599 -31.66242 84.71089 -69.07733       0       1 
 map_500_Gaussians_1      142    0.00359  0.786    0.081   0.00001     2  0.406    0.001  -9401.33  0.066  0.043   44.1      1 279.43610 -31.66326 84.70854 -69.07733       0       1 
 map_500_Gaussians_1      143    0.00192  0.226    0.032   0.00001     2  0.649    0.000 -14857.15  0.043  0.043  -89.2      1 279.43594 -31.66219 84.71154 -69.07732       0       1 
 map_500_Gaussians_1      144    0.00376  1.021    0.096  -0.00006     2  0.241    0.000 -15754.51  0.053  0.065  -40.9      1 279.43585 -31.66167 84.71301 -69.07730       0       1 
 map_500_Gaussians_1      145    0.00163  0.428    0.044  -0.00000     2  0.434    0.000 -11839.32  0.050  0.070  -45.4      1 279.43594 -31.66238 84.71100 -69.07730       0       1 
 map_500_Gaussians_1      146    0.00369  0.620    0.074  -0.00002     2  0.326    0.000 -16751.38  0.059  0.043  -44.4      1 279.43603 -31.66302 84.70922 -69.07730       0       1 
 map_500_Gaussians_1      147    0.00243  0.363    0.050   0.00004     2  0.405    0.000 -12242.99  0.043  0.047  -48.4      1 279.43585 -31.66178 84.71270 -69.07729       0       1 
 map_500_Gaussians_1      148    0.00363  0.581    0.071   0.00005     2  0.235    0.000 -10949.54  0.057  0.043   47.8      1 279.43590 -31.66215 84.71167 -69.07729       0       1 
 map_500_Gaussians_1      149    0.00217  0.401    0.048  -0.00009     2  0.411    0.000 -11948.68  0.043  0.068   42.5      1 279.43586 -31.66200 84.71209 -69.07727       0       1 
 map_500_Gaussians_1      150    0.00206  0.328    0.042  -0.00013     2  0.547    0.000 -13306.77  0.052  0.043  -51.5      1 279.43594 -31.66263 84.71033 -69.07727       0       1 
 map_500_Gaussians_1      151    0.00246  0.359    0.047   0.00008     2  0.386    0.000 -12066.55  0.043  0.054   45.3      1 279.43594 -31.66286 84.70970 -69.07725       0       1 
 map_500_Gaussians_1      152    0.00343  0.914    0.087  -0.00008     0  0.472    0.001 -15793.93  0.053  0.073  -43.1      1 279.43605 -31.66364 84.70748 -69.07724       0       1 
 map_500_Gaussians_1      153    0.00156  0.373    0.042  -0.00006     2  0.448    0.000 -12634.82  0.052  0.065   40.1      1 279.43576 -31.66162 84.71317 -69.07723       0       1 
 map_500_Gaussians_1      154    0.00251  0.783    0.068   0.00005     2  0.220    0.000 -12379.08  0.069  0.059  -24.1      1 279.43599 -31.66347 84.70798 -69.07721       0       1 
 map_500_Gaussians_1      155    0.00327  0.930    0.084  -0.00007     2  0.150    0.000 -12116.57  0.049  0.075  -43.8      1 279.43576 -31.66180 84.71267 -69.07721       0       1 
 map_500_Gaussians_1      156    0.00193  0.529    0.048   0.00007     2  0.290    0.000 -12438.91  0.056  0.060  -38.8      1 279.43582 -31.66227 84.71137 -69.07721       0       1 
 map_500_Gaussians_1      157    0.00189  0.712    0.058  -0.00012     2  0.251    0.000 -12440.73  0.086  0.055  -42.8      1 279.43589 -31.66292 84.70954 -69.07720       0       1 
 map_500_Gaussians_1      158    0.00221  0.518    0.053  -0.00004     2  0.327    0.000 -12139.34  0.045  0.067   39.9      1 279.43579 -31.66217 84.71163 -69.07720       0       1 
 map_500_Gaussians_1      159    0.00374  0.919    0.091   0.00008     2  0.218    0.000 -20283.27  0.052  0.062  -39.6      1 279.43573 -31.66172 84.71291 -69.07719       0       1 
 map_500_Gaussians_1      160    0.00329  0.929    0.088  -0.00008     2  0.144    0.000 -13382.32  0.078  0.048  -43.6      1 279.43590 -31.66311 84.70898 -69.07718       0       1 
 map_500_Gaussians_1      161    0.00196  0.427    0.044  -0.00005     2  0.439    0.000 -14580.32  0.059  0.048  -40.7      1 279.43580 -31.66233 84.71120 -69.07718       0       1 
 map_500_Gaussians_1      162    0.00223  0.343    0.043  -0.00001     2  0.447    0.000 -11783.49  0.056  0.043   45.3      1 279.43577 -31.66222 84.71150 -69.07717       0       1 
 map_500_Gaussians_1      163    0.00276  0.874    0.074  -0.00027     2  0.189    0.000 -13470.80  0.083  0.050  -43.8      1 279.43575 -31.66212 84.71179 -69.07717       0       1 
 map_500_Gaussians_1      164    0.00358  0.824    0.082  -0.00017     2  0.285    0.000 -11602.46  0.043  0.068   45.4      1 279.43595 -31.66365 84.70750 -69.07716       0       1 
 map_500_Gaussians_1      165    0.00349  0.456    0.068   0.00008     2  0.243    0.000 -10069.47  0.054  0.043   45.5      1 279.43583 -31.66278 84.70994 -69.07716       0       1 
 map_500_Gaussians_1      166    0.00322  1.129    0.091  -0.00024     2  0.203    0.000 -13974.67  0.086  0.052  -44.6      1 279.43586 -31.66318 84.70880 -69.07714       0       1 
 map_500_Gaussians_1      167    0.00243  0.437    0.050   0.00017     1  0.729    0.000 -19382.11  0.049  0.081  -43.2      1 279.43564 -31.66163 84.71319 -69.07713       0       1 
 map_500_Gaussians_1      168    0.00176  0.506    0.045  -0.00011     2  0.346    0.000 -14066.79  0.063  0.058  -27.3      1 279.43580 -31.66301 84.70931 -69.07711       0       1 
 map_500_Gaussians_1      169    0.00214  0.570    0.053  -0.00002     2  0.233    0.000 -12093.90  0.086  0.047   40.6      1 279.43574 -31.66255 84.71059 -69.07711       0       1 
 map_500_Gaussians_1      170    0.00205  0.292    0.037   0.00004     1  0.763    0.000 -18546.47  0.043  0.044  -51.0      1 279.43567 -31.66224 84.71148 -69.07708       0       1 
 map_500_Gaussians_1      171    0.00203  0.464    0.048  -0.00001     2  0.467    0.000 -12721.52  0.043  0.067  -44.3      1 279.43583 -31.66366 84.70749 -69.07706       0       1 
 map_500_Gaussians_1      172    0.00340  0.603    0.069   0.00001     2  0.206    0.000 -12190.22  0.049  0.046  -52.9      1 279.43562 -31.66229 84.71134 -69.07703       0       1 
 map_500_Gaussians_1      173    0.00291  0.850    0.076   0.00007     2  0.158    0.000 -11947.50  0.046  0.083   44.6      1 279.43572 -31.66311 84.70905 -69.07703       0       1 
 map_500_Gaussians_1      174    0.00301  0.501    0.062   0.00010     2  0.502    0.000 -10356.86  0.077  0.057   51.1      1 279.43554 -31.66199 84.71220 -69.07701       0       1 
 map_500_Gaussians_1      175    0.00138  0.721    0.064  -0.00006     0  0.563    0.000 -21842.00  0.086  0.050   38.6      1 279.43572 -31.66329 84.70853 -69.07701       0       1 
 map_500_Gaussians_1      176    0.00291  0.694    0.071  -0.00005     2  0.166    0.000 -11839.38  0.043  0.072  -42.9      1 279.43571 -31.66341 84.70820 -69.07699       0       1 
 map_500_Gaussians_1      177    0.00349  0.732    0.076  -0.00001     2  0.125    0.000 -11947.92  0.063  0.043   44.2      1 279.43560 -31.66262 84.71044 -69.07699       0       1 
 map_500_Gaussians_1      178    0.00166  0.372    0.039   0.00001     2  0.468    0.000 -10140.44  0.071  0.043  -36.2      1 279.43562 -31.66275 84.71008 -69.07698       0       1 
 map_500_Gaussians_1      179    0.00403  0.940    0.096  -0.00009     2  0.144    0.000 -13395.14  0.043  0.073  -44.0      1 279.43563 -31.66285 84.70978 -69.07698       0       1 
 map_500_Gaussians_1      180    0.00214  0.386    0.046  -0.00009     2  0.671    0.000 -19345.87  0.050  0.052   45.1      1 279.43551 -31.66212 84.71187 -69.07697       0       1 
 map_500_Gaussians_1      181    0.00314  0.984    0.091  -0.00000     2  0.260    0.000 -14071.57  0.081  0.052   43.4      1 279.43564 -31.66317 84.70891 -69.07695       0       1 
 map_500_Gaussians_1      182    0.00414  1.048    0.103  -0.00013     2  0.109    0.000 -11522.65  0.068  0.049   39.7      1 279.43544 -31.66171 84.71300 -69.07695       0       1 
 map_500_Gaussians_1      183    0.00238  0.559    0.056  -0.00008     2  0.246    0.000 -12805.48  0.065  0.047   41.9      1 279.43569 -31.66355 84.70783 -69.07695       0       1 
 map_500_Gaussians_1      184    0.00294  0.909    0.081  -0.00008     2  0.174    0.000 -13299.37  0.083  0.050   41.2      1 279.43554 -31.66252 84.71072 -69.07694       0       1 
 map_500_Gaussians_1      185    0.00366  0.527    0.068   0.00002     2  0.592    0.000 -20312.34  0.043  0.048   40.3      1 279.43550 -31.66231 84.71134 -69.07693       0       1 
 map_500_Gaussians_1      186    0.00300  0.807    0.078   0.00000     1  0.364    0.000 -22057.13  0.048  0.081  -43.8      1 279.43563 -31.66333 84.70847 -69.07693       0       1 
 map_500_Gaussians_1      187    0.00385  0.605    0.074  -0.00013     2  0.225    0.000 -11122.80  0.056  0.043   44.8      1 279.43542 -31.66187 84.71256 -69.07692       0       1 
 map_500_Gaussians_1      188    0.00240  0.548    0.058  -0.00006     2  0.434    0.000 -13166.83  0.052  0.057  -90.0      1 279.43547 -31.66240 84.71110 -69.07690       0       1 
 map_500_Gaussians_1      189    0.00299  0.594    0.062  -0.00008     2  0.265    0.000 -11684.00  0.043  0.065   44.4      1 279.43542 -31.66223 84.71157 -69.07688       0       1 
 map_500_Gaussians_1      190    0.00361  0.481    0.070  -0.00003     2  0.260    0.000 -10913.35  0.043  0.051   46.1      1 279.43545 -31.66258 84.71058 -69.07686       0       1 
 map_500_Gaussians_1      191    0.00267  0.543    0.057  -0.00002     2  0.232    0.000 -12720.60  0.058  0.045   41.3      1 279.43548 -31.66276 84.71008 -69.07686       0       1 
 map_500_Gaussians_1      192    0.00333  0.449    0.064   0.00001     2  0.286    0.000 -11018.75  0.043  0.048   40.6      1 279.43552 -31.66313 84.70905 -69.07686       0       1 
 map_500_Gaussians_1      193    0.00334  0.856    0.084  -0.00010     1  0.458    0.000 -19127.16  0.083  0.047   41.0      1 279.43537 -31.66205 84.71210 -69.07686       0       1 
 map_500_Gaussians_1      194    0.00360  0.932    0.089  -0.00001     2  0.138    0.000 -17130.33  0.055  0.061   35.5      1 279.43551 -31.66308 84.70919 -69.07685       0       1 
 map_500_Gaussians_1      195    0.00394  0.691    0.080  -0.00009     2  0.230    0.000 -11117.62  0.043  0.059  -44.6      1 279.43533 -31.66185 84.71264 -69.07684       0       1 
 map_500_Gaussians_1      196    0.00212  0.416    0.045  -0.00009     2  0.331    0.000 -12525.45  0.043  0.066  -42.6      1 279.43542 -31.66267 84.71034 -69.07683       0       1 
 map_500_Gaussians_1      197    0.00190  0.339    0.042   0.00007     2  0.617    0.000 -25454.24  0.045  0.054   -8.8      1 279.43556 -31.66368 84.70750 -69.07683       0       1 
 map_500_Gaussians_1      198    0.00171  0.391    0.041  -0.00004     2  0.459    0.000 -12219.59  0.043  0.072  -41.3      1 279.43535 -31.66217 84.71176 -69.07682       0       1 
 map_500_Gaussians_1      199    0.00312  0.805    0.076  -0.00007     2  0.163    0.000 -14874.79  0.049  0.066   45.0      1 279.43554 -31.66359 84.70777 -69.07682       0       1 
 map_500_Gaussians_1      200    0.00461  1.190    0.123  -0.00007     2  0.166    0.000  -9595.52  0.053  0.068    7.8      1 279.43523 -31.66158 84.71345 -69.07679       0       1 
 map_500_Gaussians_1      201    0.00280  0.579    0.064  -0.00001     2  0.174    0.000 -12662.02  0.053  0.047   37.4      1 279.43540 -31.66291 84.70970 -69.07678       0       1 
 map_500_Gaussians_1      202    0.00338  0.452    0.068  -0.00005     2  0.298    0.000 -12319.04  0.043  0.053   44.0      1 279.43550 -31.66371 84.70744 -69.07677       0       1 
 map_500_Gaussians_1      203    0.00271  0.371    0.051  -0.00002     2  0.525    0.000 -17763.97  0.050  0.043  -49.6      1 279.43525 -31.66194 84.71244 -69.07677       0       1 
 map_500_Gaussians_1      204    0.00266  0.671    0.069  -0.00006     2  0.286    0.000 -13203.88  0.074  0.046  -41.3      1 279.43540 -31.66305 84.70930 -69.07676       0       1 
 map_500_Gaussians_1      205    0.00234  0.533    0.056   0.00002     2  0.387    0.000 -19109.19  0.050  0.059   19.7      1 279.43541 -31.66318 84.70894 -69.07676       0       1 
 map_500_Gaussians_1      206    0.00282  0.715    0.068  -0.00005     2  0.107    0.000 -12625.83  0.066  0.048   44.2      1 279.43542 -31.66326 84.70870 -69.07676       0       1 
 map_500_Gaussians_1      207    0.00212  0.314    0.045   0.00004     2  0.520    0.000 -13489.16  0.061  0.043   45.2      1 279.43539 -31.66311 84.70914 -69.07675       0       1 
 map_500_Gaussians_1      208    0.00406  0.521    0.081  -0.00001     2  0.448    0.000  -9909.59  0.083  0.051   45.1      1 279.43521 -31.66180 84.71282 -69.07674       0       1 
 map_500_Gaussians_1      209    0.00251  0.605    0.062   0.00009     0  0.524    0.000 -24013.35  0.055  0.055   35.8      1 279.43524 -31.66207 84.71206 -69.07674       0       1 
 map_500_Gaussians_1      210    0.00294  0.477    0.060  -0.00010     2  0.214    0.000 -12035.07  0.043  0.050   34.4      1 279.43525 -31.66217 84.71180 -69.07674       0       1 
 map_500_Gaussians_1      211    0.00226  0.483    0.051  -0.00000     2  0.272    0.000 -12817.52  0.043  0.062   45.4      1 279.43527 -31.66231 84.71141 -69.07674       0       1 
 map_500_Gaussians_1      212    0.00213  0.256    0.038   0.00021     2  0.681    0.000 -13442.69  0.045  0.043   49.8      1 279.43516 -31.66159 84.71344 -69.07672       0       1 
 map_500_Gaussians_1      213    0.00155  0.313    0.036  -0.00004     2  0.567    0.000 -18331.25  0.048  0.054   56.8      1 279.43531 -31.66273 84.71022 -69.07672       0       1 
 map_500_Gaussians_1      214    0.00308  0.662    0.072  -0.00001     2  0.328    0.000 -12596.51  0.072  0.043  -42.9      1 279.43539 -31.66340 84.70834 -69.07672       0       1 
 map_500_Gaussians_1      215    0.00228  0.725    0.061  -0.00008     2  0.180    0.000 -13832.11  0.050  0.084   44.3      1 279.43540 -31.66346 84.70816 -69.07672       0       1 
 map_500_Gaussians_1      216    0.00314  1.051    0.091  -0.00006     2  0.132    0.000 -11584.38  0.082  0.053  -43.9      1 279.43540 -31.66354 84.70792 -69.07671       0       1 
 map_500_Gaussians_1      217    0.00289  0.441    0.055   0.00008     2  0.289    0.000 -14254.42  0.043  0.048  -47.2      1 279.43518 -31.66192 84.71250 -69.07671       0       1 
 map_500_Gaussians_1      218    0.00284  0.628    0.065   0.00012     2  0.221    0.000 -12196.47  0.043  0.069  -43.1      1 279.43530 -31.66292 84.70968 -69.07669       0       1 
 map_500_Gaussians_1      219    0.00357  0.530    0.069   0.00002     2  0.192    0.000 -11766.16  0.049  0.043  -48.8      1 279.43511 -31.66162 84.71335 -69.07668       0       1 
 map_500_Gaussians_1      220    0.00267  0.396    0.049  -0.00004     0  0.585    0.000 -24257.81  0.043  0.046  -38.9      1 279.43524 -31.66272 84.71026 -69.07667       0       1 
 map_500_Gaussians_1      221    0.00181  0.563    0.051  -0.00013     2  0.356    0.000 -12238.95  0.086  0.050  -39.5      1 279.43537 -31.66364 84.70766 -69.07667       0       1 
 map_500_Gaussians_1      222    0.00209  0.455    0.046  -0.00004     2  0.353    0.000 -14193.36  0.061  0.045   42.2      1 279.43515 -31.66211 84.71199 -69.07666       0       1 
 map_500_Gaussians_1      223    0.00183  0.490    0.048  -0.00002     2  0.675    0.000 -14836.38  0.062  0.056   46.3      1 279.43525 -31.66280 84.71004 -69.07666       0       1 
 map_500_Gaussians_1      224    0.00259  0.428    0.053  -0.00001     2  0.371    0.000 -11824.15  0.056  0.043   42.6      1 279.43509 -31.66168 84.71319 -69.07666       0       1 
 map_500_Gaussians_1      225    0.00348  1.085    0.093  -0.00014     2  0.228    0.000 -16977.67  0.049  0.081  -44.4      1 279.43531 -31.66338 84.70840 -69.07665       0       1 
 map_500_Gaussians_1      226    0.00285  0.448    0.059  -0.00005     2  0.418    0.000 -12073.57  0.049  0.075  -44.0      1 279.43536 -31.66375 84.70735 -69.07665       0       1 
 map_500_Gaussians_1      227    0.00349  1.192    0.105  -0.00015     0  0.315    0.000 -20118.34  0.056  0.081  -44.1      1 279.43519 -31.66249 84.71091 -69.07665       0       1 
 map_500_Gaussians_1      228    0.00187  0.338    0.041   0.00000     1  0.377    0.000 -55050.30  0.058  0.043  -45.1      1 279.43748 -31.66299 84.70891 -69.07853       1       4 
 map_500_Gaussians_1      229    0.00147  1.026    0.080   0.00000     1  0.377    0.000 -55050.30  0.086  0.086   19.8      1 279.43745 -31.66301 84.70886 -69.07850       1       4 
 map_500_Gaussians_1      230    0.00315  0.758    0.076   0.00000     1  0.377    0.000 -55050.30  0.043  0.086  -53.0      1 279.43744 -31.66300 84.70890 -69.07850       1       4 
 map_500_Gaussians_1      231    0.00355  0.616    0.071   0.00000     1  0.377    0.000 -55050.30  0.057  0.043  -44.8      1 279.43743 -31.66305 84.70876 -69.07848       1       4 
 map_500_Gaussians_1      232    0.00275  0.407    0.057   0.00000     2  0.383    0.000 -26960.52  0.043  0.051   45.6      1 279.43729 -31.66161 84.71281 -69.07852       1       2 
 map_500_Gaussians_1      233    0.00184  0.322    0.037   0.00000     2  0.383    0.000 -26960.52  0.052  0.044  -55.3      1 279.43726 -31.66160 84.71283 -69.07850       1       2 
 map_500_Gaussians_1      234    0.00369  0.654    0.075   0.00000     2  0.195    0.000 -20465.60  0.048  0.052   35.3      1 279.43733 -31.66197 84.71177 -69.07852       1       2 
 map_500_Gaussians_1      235    0.00288  0.497    0.061   0.00000     2  0.195    0.000 -20465.60  0.046  0.053   33.2      1 279.43731 -31.66198 84.71176 -69.07850       1       2 
 map_500_Gaussians_1      236    0.00346  0.973    0.089   0.00000     2  0.348    0.000 -45088.07  0.075  0.049  -44.2      1 279.43729 -31.66182 84.71221 -69.07850       1       4 
 map_500_Gaussians_1      237    0.00274  0.335    0.047   0.00000     2  0.348    0.000 -45088.07  0.043  0.043  -90.0      1 279.43725 -31.66181 84.71226 -69.07847       1       4 
 map_500_Gaussians_1      238    0.00158  0.260    0.033   0.00000     2  0.348    0.000 -45088.07  0.054  0.043  -40.7      1 279.43725 -31.66184 84.71218 -69.07846       1       4 
 map_500_Gaussians_1      239    0.00261  0.866    0.075   0.00000     2  0.348    0.000 -45088.07  0.086  0.052  -42.9      1 279.43722 -31.66182 84.71223 -69.07844       1       4 
 map_500_Gaussians_1      240    0.00404  0.626    0.079   0.00000     1  0.447    0.000 -25958.81  0.043  0.056  -47.9      1 279.43743 -31.66312 84.70856 -69.07847       1       2 
 map_500_Gaussians_1      241    0.00278  0.385    0.052   0.00000     1  0.447    0.000 -25958.81  0.043  0.043   86.5      1 279.43742 -31.66314 84.70849 -69.07846       1       2 
 map_500_Gaussians_1      242    0.00203  0.287    0.039   0.00000     2  0.382    0.000 -49768.60  0.043  0.043    0.3      1 279.43719 -31.66163 84.71276 -69.07844       1       5 
 map_500_Gaussians_1      243    0.00218  0.261    0.038   0.00000     2  0.382    0.000 -49768.60  0.046  0.043  -52.1      1 279.43719 -31.66161 84.71282 -69.07844       1       5 
 map_500_Gaussians_1      244    0.00344  0.750    0.081   0.00000     2  0.382    0.000 -49768.60  0.057  0.050  -43.0      1 279.43714 -31.66161 84.71283 -69.07840       1       5 
 map_500_Gaussians_1      245    0.00194  0.414    0.046   0.00000     2  0.382    0.000 -49768.60  0.055  0.053   33.3      1 279.43714 -31.66165 84.71274 -69.07839       1       5 
 map_500_Gaussians_1      246    0.00200  0.189    0.037   0.00000     2  0.382    0.000 -49768.60  0.043  0.043   89.5      1 279.43710 -31.66163 84.71278 -69.07837       1       5 
 map_500_Gaussians_1      247    0.00349  0.642    0.078   0.00000     2  0.287    0.000 -21227.65  0.046  0.052   42.1      1 279.43720 -31.66188 84.71208 -69.07842       1       2 
 map_500_Gaussians_1      248    0.00388  0.850    0.087   0.00000     2  0.287    0.000 -21227.65  0.056  0.051  -46.3      1 279.43716 -31.66187 84.71211 -69.07839       1       2 
 map_500_Gaussians_1      249    0.00201  0.382    0.044   0.00000     2  0.281    0.000 -25429.78  0.043  0.066  -44.7      1 279.43726 -31.66245 84.71046 -69.07840       1       2 
 map_500_Gaussians_1      250    0.00320  0.684    0.070   0.00000     2  0.281    0.000 -25429.78  0.050  0.053  -17.3      1 279.43724 -31.66248 84.71039 -69.07838       1       2 
 map_500_Gaussians_1      251    0.00301  0.385    0.055   0.00000     1  0.452    0.000 -19204.02  0.043  0.043   90.0      1 279.43736 -31.66344 84.70767 -69.07838       1       2 
 map_500_Gaussians_1      252    0.00273  0.591    0.063   0.00000     1  0.452    0.000 -19204.02  0.069  0.043  -44.1      1 279.43735 -31.66342 84.70776 -69.07838       1       2 
 map_500_Gaussians_1      253    0.00232  0.868    0.066   0.00000     2  0.420    0.000 -47904.82  0.054  0.086  -46.8      1 279.43726 -31.66273 84.70968 -69.07837       1       2 
 map_500_Gaussians_1      254    0.00379  0.568    0.076   0.00000     2  0.420    0.000 -47904.82  0.054  0.043  -44.7      1 279.43723 -31.66277 84.70959 -69.07835       1       2 
 map_500_Gaussians_1      255    0.00270  0.870    0.075   0.00000     2  0.337    0.000 -35210.57  0.055  0.073   44.8      1 279.43728 -31.66296 84.70904 -69.07836       1       2 
 map_500_Gaussians_1      256    0.00285  0.625    0.062   0.00000     2  0.337    0.000 -35210.57  0.043  0.068  -46.9      1 279.43725 -31.66297 84.70903 -69.07834       1       2 
 map_500_Gaussians_1      257    0.00207  0.558    0.049   0.00000     2  0.728    0.001 -29926.28  0.049  0.070  -39.2      1 279.43715 -31.66224 84.71108 -69.07834       1       2 
 map_500_Gaussians_1      258    0.00166  0.431    0.046   0.00000     2  0.728    0.001 -29926.28  0.055  0.062   44.8      1 279.43714 -31.66228 84.71098 -69.07832       1       2 
 map_500_Gaussians_1      259    0.00270  0.661    0.066   0.00000     2  0.235    0.000 -34305.48  0.054  0.065   32.4      1 279.43716 -31.66237 84.71073 -69.07833       1       3 
 map_500_Gaussians_1      260    0.00292  0.695    0.069   0.00000     2  0.235    0.000 -34305.48  0.051  0.057  -52.8      1 279.43716 -31.66233 84.71084 -69.07833       1       3 
 map_500_Gaussians_1      261    0.00289  0.954    0.080   0.00000     2  0.235    0.000 -34305.48  0.086  0.051   46.5      1 279.43713 -31.66236 84.71074 -69.07831       1       3 
 map_500_Gaussians_1      262    0.00233  0.620    0.058   0.00000     2  0.320    0.000 -24755.41  0.079  0.043  -46.5      1 279.43729 -31.66334 84.70799 -69.07833       1       2 
 map_500_Gaussians_1      263    0.00262  0.511    0.059   0.00000     2  0.320    0.000 -24755.41  0.061  0.043  -43.3      1 279.43727 -31.66331 84.70806 -69.07831       1       2 
 map_500_Gaussians_1      264    0.00172  0.477    0.044   0.00000     2  0.341    0.000 -25042.87  0.050  0.076   44.8      1 279.43731 -31.66352 84.70749 -69.07833       1       2 
 map_500_Gaussians_1      265    0.00219  0.400    0.045   0.00000     2  0.341    0.000 -25042.87  0.043  0.062  -45.3      1 279.43729 -31.66349 84.70756 -69.07832       1       2 
 map_500_Gaussians_1      266    0.00253  0.660    0.063   0.00000     2  0.306    0.000 -52101.48  0.056  0.061   20.1      1 279.43722 -31.66306 84.70878 -69.07831       1       3 
 map_500_Gaussians_1      267    0.00354  1.306    0.103   0.00000     2  0.306    0.000 -52101.48  0.055  0.086   47.5      1 279.43720 -31.66309 84.70872 -69.07828       1       3 
 map_500_Gaussians_1      268    0.00323  0.754    0.075   0.00000     2  0.306    0.000 -52101.48  0.046  0.057   36.8      1 279.43717 -31.66312 84.70863 -69.07825       1       3 
 map_500_Gaussians_1      269    0.00319  0.737    0.077   0.00000     2  0.268    0.000 -26565.41  0.071  0.043  -47.2      1 279.43719 -31.66281 84.70949 -69.07830       1       2 
 map_500_Gaussians_1      270    0.00200  0.528    0.052   0.00000     2  0.268    0.000 -26565.41  0.065  0.052   41.0      1 279.43715 -31.66279 84.70954 -69.07828       1       2 
 map_500_Gaussians_1      271    0.00332  0.669    0.077   0.00000     2  0.276    0.000 -22748.39  0.086  0.044   66.4      1 279.43699 -31.66141 84.71343 -69.07829       1       2 
 map_500_Gaussians_1      272    0.00373  1.181    0.106   0.00000     2  0.276    0.000 -22748.39  0.056  0.086    8.0      1 279.43695 -31.66141 84.71344 -69.07826       1       2 
 map_500_Gaussians_1      273    0.00276  0.279    0.048   0.00000     2  0.404    0.000 -33874.01  0.043  0.043   90.0      1 279.43712 -31.66242 84.71059 -69.07829       1       3 
 map_500_Gaussians_1      274    0.00251  0.383    0.051   0.00000     2  0.404    0.000 -33874.01  0.043  0.053   42.0      1 279.43712 -31.66244 84.71053 -69.07829       1       3 
 map_500_Gaussians_1      275    0.00395  0.766    0.083   0.00000     2  0.404    0.000 -33874.01  0.059  0.043   44.8      1 279.43711 -31.66247 84.71045 -69.07828       1       3 
 map_500_Gaussians_1      276    0.00301  0.390    0.056   0.00000     2  0.345    0.000 -36749.92  0.043  0.048   47.5      1 279.43702 -31.66191 84.71203 -69.07826       1       2 
 map_500_Gaussians_1      277    0.00271  0.874    0.074   0.00000     2  0.345    0.000 -36749.92  0.056  0.073  -34.6      1 279.43699 -31.66191 84.71204 -69.07824       1       2 
