\  ****************** Hyper photometry ******************
\ Survey code: 15
\ Detection threshold: 4.0 sigma
\ Convert from MJy/sr: None
\ Convert from Jy/beam: None
\ Convert to mJy: True
\ Estimated r.m.s. to identify sources: 0.00274 mJy
\  ******************************************************
\ MAP_ID = Map identifier
\ HYPER_ID = Source identifier
\ FLUX_PEAK = Peak flux (mJy/beam)
\ FLUX = Integrated flux density (mJy)
\ FLUX_ERR = Flux density uncertainty (mJy)
\ RESIDUALS = Mean background level (mJy)
\ POLYN = Polynomial background order
\ NMSE = Normalized Mean Squared Error of fit: scale-independent metric of
\ model-data agreement
\ CHI2_RED = Reduced chi-squared of Gaussian + background fit (valid only if
\ residuals are Gaussian-distributed with constant variance)
\ BIC = Bayesian Information Criterion: model selection metric that penalizes
\ overfitting; lower BIC indicates better trade-off between goodness of fit and
\ model complexity
\ FWHM_1 = First axis FWHM (arcsec)
\ FWHM_2 = Second axis FWHM (arcsec)
\ PA = Position angle (deg East of North)
\ STATUS = Fit status flag: 1 = fit succeeded, 0 = fit failed
\ GLON = Galactic longitude (deg)
\ GLAT = Galactic latitude (deg)
\ RA = Right Ascension (deg, J2000)
\ DEC = Declination (deg, J2000)
\ DEBLEND = Deblending flag
\ CLUSTER = Cluster flag
|             MAP_ID|HYPER_ID| FLUX_PEAK|  FLUX|FLUX_ERR|RESIDUALS|POLYN|  NMSE|CHI2_RED|      BIC|FWHM_1|FWHM_2|    PA|STATUS|     GLON|     GLAT|      RA|      DEC|DEBLEND|CLUSTER|
|               char|    long|    double|double|  double|   double| long|double|  double|   double|double|double|double|  long|   double|   double|  double|   double|   long|   long|
|                   |        |mJy / beam|   mJy|     mJy|      mJy|     |      |        |         |arcsec|arcsec|   deg|      |      deg|      deg|     deg|      deg|       |       |
 map_500_Gaussians_1      422    0.00149  0.309    0.040   0.00000     2  0.527    0.000 -57532.97  0.043  0.060  -50.1      1 279.43588 -31.66358 84.70771 -69.07711       1       5 
 map_500_Gaussians_1      423    0.00255  0.351    0.045   0.00000     2  0.527    0.000 -57532.97  0.046  0.043   43.0      1 279.43588 -31.66360 84.70764 -69.07711       1       5 
 map_500_Gaussians_1      424    0.00267  0.559    0.058   0.00000     2  0.304    0.000 -21750.31  0.055  0.049  -52.4      1 279.43587 -31.66305 84.70917 -69.07716       1       2 
 map_500_Gaussians_1      425    0.00321  0.542    0.067   0.00000     2  0.304    0.000 -21750.31  0.043  0.049  -40.4      1 279.43584 -31.66306 84.70914 -69.07713       1       2 
 map_500_Gaussians_1      426    0.00270  0.780    0.067   0.00000     2  0.186    0.000 -28517.22  0.076  0.047  -44.8      1 279.43578 -31.66244 84.71089 -69.07715       1       2 
 map_500_Gaussians_1      427    0.00410  1.322    0.111   0.00000     2  0.186    0.000 -28517.22  0.051  0.081  -44.0      1 279.43576 -31.66248 84.71080 -69.07714       1       2 
 map_500_Gaussians_1      428    0.00348  0.313    0.059   0.00000     2  0.276    0.000 -18254.68  0.043  0.043  -48.6      1 279.43575 -31.66229 84.71131 -69.07714       1       2 
 map_500_Gaussians_1      429    0.00297  0.587    0.066   0.00000     2  0.276    0.000 -18254.68  0.043  0.069   45.6      1 279.43573 -31.66227 84.71137 -69.07713       1       2 
 map_500_Gaussians_1      430    0.00233  0.329    0.045   0.00000     2  0.431    0.000 -40495.73  0.047  0.055  -60.4      1 279.43568 -31.66195 84.71229 -69.07713       1       4 
 map_500_Gaussians_1      431    0.00287  0.390    0.054   0.00000     2  0.431    0.000 -40495.73  0.050  0.043   41.3      1 279.43567 -31.66197 84.71224 -69.07712       1       4 
 map_500_Gaussians_1      432    0.00264  0.499    0.057   0.00000     2  0.431    0.000 -40495.73  0.043  0.062  -46.3      1 279.43566 -31.66193 84.71233 -69.07711       1       4 
 map_500_Gaussians_1      433    0.00240  0.668    0.060   0.00000     2  0.431    0.000 -40495.73  0.075  0.048   42.8      1 279.43567 -31.66199 84.71217 -69.07711       1       4 
 map_500_Gaussians_1      434    0.00316  0.565    0.067   0.00000     2  0.409    0.000 -51650.27  0.061  0.043  -49.7      1 279.43586 -31.66342 84.70815 -69.07711       1       4 
 map_500_Gaussians_1      435    0.00233  0.569    0.057   0.00000     2  0.409    0.000 -51650.27  0.052  0.061  -32.7      1 279.43585 -31.66346 84.70805 -69.07710       1       4 
 map_500_Gaussians_1      436    0.00301  0.454    0.062   0.00000     2  0.409    0.000 -51650.27  0.054  0.043   47.3      1 279.43583 -31.66348 84.70798 -69.07708       1       4 
 map_500_Gaussians_1      437    0.00201  0.445    0.047   0.00000     2  0.409    0.000 -51650.27  0.046  0.059  -45.3      1 279.43582 -31.66346 84.70805 -69.07707       1       4 
 map_500_Gaussians_1      438    0.00250  0.251    0.041   0.00000     2  0.345    0.000 -23972.93  0.043  0.043   90.0      1 279.43562 -31.66174 84.71287 -69.07710       1       2 
 map_500_Gaussians_1      439    0.00329  0.590    0.067   0.00000     2  0.345    0.000 -23972.93  0.052  0.043  -44.3      1 279.43561 -31.66171 84.71296 -69.07709       1       2 
 map_500_Gaussians_1      440    0.00294  0.518    0.059   0.00000     2  0.495    0.000 -44409.71  0.064  0.044   45.5      1 279.43577 -31.66283 84.70982 -69.07710       1       3 
 map_500_Gaussians_1      441    0.00248  0.589    0.055   0.00000     2  0.495    0.000 -44409.71  0.050  0.057  -77.7      1 279.43573 -31.66280 84.70990 -69.07707       1       3 
 map_500_Gaussians_1      442    0.00257  0.476    0.055   0.00000     2  0.495    0.000 -44409.71  0.043  0.065  -42.0      1 279.43570 -31.66280 84.70990 -69.07704       1       3 
 map_500_Gaussians_1      443    0.00374  0.915    0.090   0.00000     2  0.321    0.000 -42164.70  0.079  0.043  -43.4      1 279.43565 -31.66215 84.71174 -69.07708       1       3 
 map_500_Gaussians_1      444    0.00161  0.121    0.028   0.00000     2  0.321    0.000 -42164.70  0.043  0.043  -90.0      1 279.43566 -31.66218 84.71164 -69.07708       1       3 
 map_500_Gaussians_1      445    0.00293  0.711    0.070   0.00000     2  0.321    0.000 -42164.70  0.062  0.050   45.3      1 279.43562 -31.66213 84.71181 -69.07706       1       3 
 map_500_Gaussians_1      446    0.00195  0.581    0.057   0.00000     2  0.379    0.000 -19767.90  0.076  0.055  -42.8      1 279.43561 -31.66189 84.71247 -69.07707       1       2 
 map_500_Gaussians_1      447    0.00282  0.491    0.056   0.00000     2  0.379    0.000 -19767.90  0.043  0.059   45.6      1 279.43559 -31.66191 84.71243 -69.07705       1       2 
 map_500_Gaussians_1      448    0.00275  0.850    0.075   0.00000     2  0.183    0.000 -15676.54  0.061  0.056   90.0      1 279.43556 -31.66156 84.71341 -69.07707       1       2 
 map_500_Gaussians_1      449    0.00369  0.777    0.080   0.00000     2  0.183    0.000 -15676.54  0.043  0.067   42.9      1 279.43555 -31.66154 84.71345 -69.07706       1       2 
 map_500_Gaussians_1      450    0.00171  0.506    0.046   0.00000     2  0.613    0.000 -33159.67  0.047  0.086  -44.5      1 279.43580 -31.66339 84.70825 -69.07707       1       2 
 map_500_Gaussians_1      451    0.00166  0.303    0.037   0.00000     2  0.613    0.000 -33159.67  0.054  0.046  -40.2      1 279.43577 -31.66336 84.70834 -69.07705       1       2 
 map_500_Gaussians_1      452    0.00198  0.671    0.058   0.00000     2  0.471    0.000 -23692.80  0.055  0.083   52.4      1 279.43566 -31.66239 84.71108 -69.07706       1       2 
 map_500_Gaussians_1      453    0.00198  0.281    0.037   0.00000     2  0.471    0.000 -23692.80  0.043  0.056  -40.4      1 279.43564 -31.66240 84.71103 -69.07704       1       2 
 map_500_Gaussians_1      454    0.00359  0.655    0.078   0.00000     2  0.405    0.000 -35321.15  0.043  0.062  -48.8      1 279.43576 -31.66324 84.70868 -69.07705       1       4 
 map_500_Gaussians_1      455    0.00375  0.745    0.081   0.00000     2  0.405    0.000 -35321.15  0.046  0.062  -39.1      1 279.43572 -31.66324 84.70870 -69.07701       1       4 
 map_500_Gaussians_1      456    0.00246  0.334    0.042   0.00000     2  0.405    0.000 -35321.15  0.045  0.046  -66.0      1 279.43571 -31.66321 84.70877 -69.07701       1       4 
 map_500_Gaussians_1      457    0.00168  0.296    0.037   0.00000     2  0.405    0.000 -35321.15  0.055  0.043  -52.8      1 279.43570 -31.66321 84.70876 -69.07700       1       4 
 map_500_Gaussians_1      458    0.00202  0.279    0.038   0.00000     2  0.369    0.000 -24884.76  0.046  0.043  -30.5      1 279.43578 -31.66371 84.70735 -69.07701       1       2 
 map_500_Gaussians_1      459    0.00269  0.665    0.067   0.00000     2  0.369    0.000 -24884.76  0.062  0.051   40.9      1 279.43575 -31.66372 84.70733 -69.07699       1       2 
 map_500_Gaussians_1      460    0.00334  0.672    0.071   0.00000     2  0.299    0.000 -18638.78  0.048  0.053   27.5      1 279.43553 -31.66190 84.71246 -69.07701       1       2 
 map_500_Gaussians_1      461    0.00324  0.419    0.058   0.00000     2  0.299    0.000 -18638.78  0.048  0.043   39.6      1 279.43553 -31.66192 84.71240 -69.07700       1       2 
 map_500_Gaussians_1      462    0.00330  0.343    0.059   0.00000     1  0.505    0.000 -53419.10  0.043  0.043  -67.0      1 279.43574 -31.66362 84.70762 -69.07699       1       3 
 map_500_Gaussians_1      463    0.00168  0.468    0.045   0.00000     1  0.505    0.000 -53419.10  0.049  0.072   41.7      1 279.43572 -31.66365 84.70756 -69.07697       1       3 
 map_500_Gaussians_1      464    0.00359  0.380    0.061   0.00000     1  0.505    0.000 -53419.10  0.043  0.043  -90.0      1 279.43570 -31.66360 84.70769 -69.07695       1       3 
 map_500_Gaussians_1      465    0.00425  0.608    0.074   0.00000     2  0.348    0.000 -51910.73  0.043  0.047  -48.5      1 279.43563 -31.66299 84.70941 -69.07697       1       3 
 map_500_Gaussians_1      466    0.00284  0.513    0.058   0.00000     2  0.348    0.000 -51910.73  0.047  0.047   90.0      1 279.43563 -31.66302 84.70931 -69.07696       1       3 
 map_500_Gaussians_1      467    0.00350  1.026    0.090   0.00000     2  0.348    0.000 -51910.73  0.056  0.067  -39.9      1 279.43562 -31.66306 84.70920 -69.07695       1       3 
 map_500_Gaussians_1      468    0.00358  0.626    0.072   0.00000     2  0.190    0.000 -21410.62  0.060  0.043   43.4      1 279.43557 -31.66287 84.70974 -69.07693       1       2 
 map_500_Gaussians_1      469    0.00373  1.178    0.104   0.00000     2  0.190    0.000 -21410.62  0.077  0.053  -41.3      1 279.43555 -31.66286 84.70980 -69.07691       1       2 
 map_500_Gaussians_1      470    0.00239  0.561    0.058   0.00000     2  0.336    0.000 -31279.96  0.043  0.073   42.8      1 279.43555 -31.66298 84.70944 -69.07690       1       3 
 map_500_Gaussians_1      471    0.00300  0.609    0.066   0.00000     2  0.336    0.000 -31279.96  0.059  0.043  -46.2      1 279.43556 -31.66303 84.70931 -69.07690       1       3 
 map_500_Gaussians_1      472    0.00179  0.386    0.042   0.00000     2  0.336    0.000 -31279.96  0.058  0.050   48.5      1 279.43554 -31.66301 84.70938 -69.07688       1       3 
 map_500_Gaussians_1      473    0.00164  0.279    0.034   0.00000     2  0.397    0.000 -18152.57  0.045  0.056  -48.5      1 279.43564 -31.66362 84.70764 -69.07691       1       2 
 map_500_Gaussians_1      474    0.00283  0.352    0.056   0.00000     2  0.397    0.000 -18152.57  0.043  0.047   48.8      1 279.43561 -31.66362 84.70765 -69.07688       1       2 
 map_500_Gaussians_1      475    0.00282  0.497    0.058   0.00000     2  0.319    0.000 -20063.31  0.046  0.046  -90.0      1 279.43557 -31.66338 84.70834 -69.07687       1       2 
 map_500_Gaussians_1      476    0.00350  0.487    0.063   0.00000     2  0.319    0.000 -20063.31  0.043  0.044  -45.9      1 279.43555 -31.66335 84.70841 -69.07686       1       2 
 map_500_Gaussians_1      477    0.00335  0.882    0.090   0.00000     2  0.239    0.000 -35229.72  0.056  0.063  -18.7      1 279.43543 -31.66236 84.71121 -69.07687       1       4 
 map_500_Gaussians_1      478    0.00381  0.595    0.075   0.00000     2  0.239    0.000 -35229.72  0.043  0.044   21.4      1 279.43540 -31.66237 84.71120 -69.07684       1       4 
 map_500_Gaussians_1      479    0.00299  0.382    0.052   0.00000     2  0.239    0.000 -35229.72  0.043  0.043   90.0      1 279.43539 -31.66236 84.71123 -69.07683       1       4 
 map_500_Gaussians_1      480    0.00254  0.800    0.065   0.00000     2  0.239    0.000 -35229.72  0.086  0.055   -6.4      1 279.43538 -31.66234 84.71129 -69.07683       1       4 
 map_500_Gaussians_1      481    0.00304  0.735    0.070   0.00000     2  0.671    0.001 -30220.49  0.086  0.086   90.0      1 279.43537 -31.66195 84.71235 -69.07687       1       3 
 map_500_Gaussians_1      482    0.00270  0.478    0.056   0.00000     2  0.671    0.001 -30220.49  0.043  0.058   47.8      1 279.43536 -31.66199 84.71227 -69.07685       1       3 
 map_500_Gaussians_1      483    0.00238  0.494    0.047   0.00000     2  0.671    0.001 -30220.49  0.060  0.044  -41.1      1 279.43533 -31.66193 84.71244 -69.07683       1       3 
 map_500_Gaussians_1      484    0.00149  0.166    0.029   0.00000     2  0.672    0.000 -36626.22  0.047  0.043  -45.1      1 279.43523 -31.66201 84.71223 -69.07673       1       2 
 map_500_Gaussians_1      485    0.00251  0.493    0.053   0.00000     2  0.672    0.000 -36626.22  0.069  0.043  -43.8      1 279.43520 -31.66197 84.71235 -69.07672       1       2 
 map_500_Gaussians_1      486    0.00255  0.553    0.058   0.00000     2  0.299    0.000 -53036.59  0.066  0.043  -46.4      1 279.43526 -31.66260 84.71060 -69.07670       1       7 
 map_500_Gaussians_1      487    0.00248  0.386    0.048   0.00000     2  0.299    0.000 -53036.59  0.045  0.044  -90.0      1 279.43527 -31.66266 84.71041 -69.07670       1       7 
 map_500_Gaussians_1      488    0.00173  0.257    0.034   0.00000     2  0.299    0.000 -53036.59  0.046  0.044   90.0      1 279.43526 -31.66264 84.71049 -69.07669       1       7 
 map_500_Gaussians_1      489    0.00285  0.676    0.065   0.00000     2  0.299    0.000 -53036.59  0.043  0.070   39.9      1 279.43524 -31.66255 84.71072 -69.07669       1       7 
 map_500_Gaussians_1      490    0.00328  0.371    0.058   0.00000     2  0.299    0.000 -53036.59  0.043  0.043    1.2      1 279.43523 -31.66263 84.71052 -69.07667       1       7 
 map_500_Gaussians_1      491    0.00367  0.534    0.070   0.00000     2  0.299    0.000 -53036.59  0.043  0.050  -37.9      1 279.43522 -31.66266 84.71044 -69.07666       1       7 
 map_500_Gaussians_1      492    0.00418  1.500    0.137   0.00000     2  0.299    0.000 -53036.59  0.054  0.086   36.8      1 279.43519 -31.66260 84.71060 -69.07664       1       7 
 map_500_Gaussians_1      493    0.00155  0.286    0.035   0.00000     2  0.661    0.000 -26271.12  0.058  0.043  -37.3      1 279.43529 -31.66298 84.70953 -69.07668       1       2 
 map_500_Gaussians_1      494    0.00180  0.301    0.040   0.00000     2  0.661    0.000 -26271.12  0.043  0.054  -38.2      1 279.43530 -31.66301 84.70945 -69.07668       1       2 
