show,vote_average,vote_count
s1405,6.7,491
s1432,6.9,79
s333,10.0,1
s126,4.0,1
s459,6.0,13
s433,7.0,11262
s582,7.0,72
s710,6.0,962
s145,5.6,3226
s44,6.0,2090
s768,10.0,1
s1105,8.3,66
s1239,6.6,121
s797,6.8,456
s620,5.8,152
s451,7.9,4
s456,0.0,0
s52,8.2,83
s831,10.0,2
s637,7.1,8
s1267,5.4,22
s1443,6.2,6197
s642,6.1,30
s1136,5.2,68
s155,8.0,1
s1118,7.8,857
s391,8.0,3
s978,6.0,82
s1142,6.9,4875
s888,6.6,121
s1157,6.5,270
s1446,6.3,9048
s1009,2.0,1
s578,5.9,37
s23,7.6,201
s90,6.8,16
s752,8.1,47
s1051,7.7,27164
s167,0.0,0
s432,7.0,172
s388,8.3,849
s965,7.7,14
s159,7.8,8
s632,8.3,15478
s469,10.0,1
s379,6.1,4288
s1292,7.0,100
s1133,7.3,13617
s132,7.0,9683
s1171,7.5,13260
s988,8.3,127
s1095,6.3,51
s479,7.0,2
s1163,6.5,382
s537,8.1,14
s1032,7.6,36
s1438,7.2,3227
s1235,6.8,502
s120,7.4,435
s573,6.7,33
s725,6.6,8
s715,6.9,1404
s808,6.6,74
s1248,6.3,49
s517,9.5,1
s892,6.9,648
s718,6.8,27
s906,6.3,335
s268,6.2,20
s966,7.2,21
s925,5.1,12
s813,6.5,241
s125,5.4,572
s151,0.0,0
s1247,6.6,91
s727,7.6,1021
s1015,6.6,402
s302,7.2,32
s692,6.8,5
s1146,6.8,358
s549,0.0,0
s1420,7.6,5
s1103,6.3,4330
s321,6.8,11
s825,7.4,17
s1143,5.5,1156
s327,0.0,0
s251,6.6,94
s1274,5.7,112
s1303,6.3,1095
s255,5.7,382
s7,8.2,2088
s1406,7.5,4711
s1286,6.8,37
s520,6.9,18
s257,6.4,31
s726,3.6,4
s330,8.2,8172
s250,6.2,90
s1431,6.7,115
s464,8.0,3
s184,7.5,539
s1393,6.3,46
s1177,6.6,206
s178,8.0,1
s472,8.0,2
s426,7.5,470
s618,6.6,32
s532,6.2,4774
s1001,6.8,70
s1086,6.2,34
s363,7.5,56
s1417,7.3,10727
s370,0.0,0
s1011,2.0,1
s1297,7.0,3809
s958,5.7,246
s1057,7.6,558
s1100,6.3,697
s499,7.3,5331
s565,7.5,301
s415,8.2,212
s74,9.5,2
s1215,7.9,12947
s1150,7.0,33
s352,6.2,1151
s1002,7.3,7
s1044,6.9,13214
s674,8.2,12
s548,7.7,3757
s12,0.0,0
s1004,6.6,23
s19,7.5,89
s1144,7.1,146
s847,7.6,325
s1024,6.6,101
s356,7.7,3
s1419,6.1,56
s309,7.8,819
s505,9.0,2
s716,4.8,135
s384,6.9,434
s1102,6.7,11
s529,9.0,3
s777,6.9,11733
s1060,,
s1341,6.4,42
s1375,6.4,28
s448,0.0,0
s732,5.9,25
s611,7.5,14
s1254,5.7,7
s662,6.0,4
s317,0.0,0
s1026,7.6,303
s867,5.5,77
s152,6.7,8382
s1277,6.0,550
s1295,6.1,90
s1116,10.0,2
s604,5.4,1530
s399,7.3,266
s85,7.6,8
s1115,7.8,6
s389,8.1,37
s395,7.2,90
s810,7.6,8
s1037,5.6,19
s671,6.0,57
s323,7.1,15
s1202,6.2,52
s54,8.0,1
s585,7.4,24
s1281,6.4,56
s5,8.5,234
s940,7.5,6217
s589,8.0,283
s1342,5.9,45
s1220,7.0,1038
s380,8.3,3
s634,9.2,8
s1349,5.8,2288
s1397,5.2,23
s310,0.0,0
s495,7.0,46
s346,6.9,495
s319,7.5,566
s741,7.6,942
s1125,7.4,46
s856,7.4,131
s1110,6.7,1299
s1123,6.4,1817
s316,8.3,10158
s1130,7.1,4905
s947,5.2,948
s631,7.3,235
s937,5.3,176
s351,6.1,1858
s1433,7.0,4
s457,6.4,5
s1067,4.4,65
s1353,6.9,112
s258,6.0,248
s130,7.0,1
s682,6.1,32
s763,8.1,6
s418,6.0,354
s767,5.2,22
s59,4.9,24
s127,7.0,3
s1323,6.9,4182
s848,7.1,33
s697,7.0,4
s183,7.2,1262
s468,5.3,360
s1356,5.5,851
s297,6.1,1731
s1234,6.0,30
s1082,6.9,547
s371,6.9,3808
s1031,7.0,3
s222,7.8,20
s11,6.0,1
s1394,4.0,1
s935,6.4,57
s374,4.4,301
s815,7.3,324
s1450,7.2,22
s86,6.8,12
s666,6.8,1086
s714,7.0,7749
s1111,5.9,21
s92,0.0,0
s890,7.8,16539
s382,8.0,1
s784,6.1,68
s998,8.3,108
s1447,6.1,5910
s1271,6.1,102
s101,7.0,116
s733,6.2,2563
s46,6.7,75
s116,8.9,21
s593,7.7,1185
s303,6.4,142
s1232,6.8,323
s995,7.1,433
s1404,4.8,5
s829,6.7,32
s1400,5.5,742
s809,7.8,742
s1012,2.0,1
s852,6.5,773
s844,8.5,2
s824,5.3,3
s622,8.5,2
s1052,6.8,18402
s228,5.6,6825
s1421,5.6,18
s1338,7.5,35
s765,7.2,4574
s1241,5.3,222
s837,3.9,4
s357,8.6,91
s95,6.2,120
s683,7.2,97
s755,7.0,45
s739,7.0,4761
s72,9.0,2
s776,6.7,32
s819,6.0,111
s566,5.0,1
s1,8.3,3
s121,8.2,7239
s113,7.7,151
s821,8.7,21
s921,6.7,33
s740,6.5,809
s206,6.5,504
s1388,7.5,3380
s348,7.9,8121
s53,0.0,0
s931,7.2,489
s1260,0.0,0
s561,6.8,17
s724,5.9,41
s1285,5.6,1643
s1072,5.8,11
s922,6.5,24
s838,7.7,73
s1386,6.6,137
s203,8.0,20
s281,7.4,152
s915,8.4,601
s233,6.5,10
s738,5.7,67
s706,0.0,0
s950,7.1,53
s929,6.9,261
s647,8.2,140
s1307,5.5,61
s142,10.0,1
s1333,5.4,830
s1193,7.0,6823
s779,6.8,4590
s42,7.0,1432
s556,7.5,56
s340,0.0,0
s1351,6.6,119
s385,6.8,38
s596,6.1,400
s467,10.0,1
s1339,6.2,33
s1058,,
s1063,7.9,11
s869,6.8,710
s1117,6.4,7
s524,7.0,254
s826,6.4,236
s1291,7.7,15324
s653,6.1,95
s1159,6.2,245
s366,6.7,7802
s1216,7.4,11561
s443,6.6,5
s723,6.2,50
s204,8.0,91
s735,7.1,150
s968,6.7,256
s1039,7.3,20037
s189,7.4,29
s8,5.5,2
s1109,7.0,208
s1280,5.9,34
s1273,7.5,5525
s442,6.2,5881
s1056,7.1,17234
s627,7.6,8124
s1366,5.8,420
s138,5.8,313
s476,7.7,3
s717,6.4,31
s842,7.5,137
s1416,0.0,0
s1348,6.3,557
s858,7.0,98
s211,8.5,26
s975,7.6,102
s1380,7.8,12624
s778,6.0,6345
s1258,5.8,339
s1407,9.3,3
s1046,7.9,24611
s362,6.3,12
s252,8.3,3
s550,5.0,1
s169,6.8,2274
s720,6.3,1590
s993,9.5,2
s1132,7.2,12209
s328,7.6,36
s668,7.0,35
s868,0.0,0
s814,6.5,2048
s640,7.9,7
s197,7.7,11
s677,6.0,31
s1436,5.7,93
s1106,6.7,241
s1426,6.2,139
s536,10.0,2
s559,6.6,8
s788,6.1,32
s1395,6.7,422
s623,6.1,9
s807,6.6,46
s1141,7.0,27
s160,8.8,1102
s427,0.0,0
s410,8.3,3
s934,5.6,152
s1429,7.7,14067
s523,7.8,4135
s236,7.1,296
s67,0.0,0
s1153,7.8,14089
s350,8.0,6
s1302,7.3,39
s1372,6.8,1132
s1187,4.0,1
s4,0.0,0
s446,10.0,1
s595,6.0,550
s1224,6.6,6
s1190,6.0,478
s568,5.6,8
s963,4.4,985
s1048,7.6,22955
s1290,6.7,79
s614,6.0,1
s820,7.1,1961
s237,7.0,1
s1038,7.1,17234
s1139,7.3,75
s569,6.7,42
s1340,7.7,2648
s1161,6.3,27
s295,5.0,1
s904,7.3,14363
s420,6.1,122
s465,9.0,1
s449,0.0,0
s263,6.6,8726
s377,8.5,2
s143,8.0,17
s445,6.8,1344
s608,5.9,55
s1104,6.6,206
s602,7.3,6
s1212,10.0,1
s1236,6.9,781
s748,6.6,123
s786,6.3,56
s1173,6.2,18
s156,6.5,14
s960,6.4,784
s221,7.1,787
s254,8.2,528
s583,6.6,57
s413,7.2,1681
s1252,6.5,13
s100,6.4,2307
s396,10.0,1
s119,9.7,3
s873,4.3,6
s498,6.0,1
s900,6.9,2718
s1399,0.0,0
s538,5.6,1696
s919,6.6,356
s344,7.6,139
s1045,7.4,19330
s279,7.8,7194
s1223,6.5,571
s571,7.8,11
s1371,6.2,348
s172,7.4,34
s630,6.4,204
s84,7.1,11698
s587,6.4,32
s306,6.6,7
s503,5.7,1383
s665,5.3,19
s802,5.4,212
s262,6.0,1
s56,7.4,619
s846,6.6,242
s400,8.1,7916
s625,7.4,156
s198,7.1,362
s506,10.0,1
s711,5.5,1136
s884,7.4,2508
s812,7.4,1362
s629,5.9,2057
s253,7.0,1
s658,6.8,10
s1207,7.4,181
s636,5.3,3
s158,0.0,0
s657,7.0,1624
s1376,6.1,40
s75,7.4,7811
s687,7.7,204
s146,6.6,57
s969,7.2,61
s112,7.4,43
s490,6.6,11
s729,8.1,220
s1196,4.8,39
s1078,6.2,50
s799,5.6,758
s83,6.9,188
s386,7.2,739
s877,6.8,47
s478,7.5,13492
s488,7.4,94
s466,8.3,3
s1272,4.8,85
s1113,7.3,453
s487,6.9,1369
s1023,7.3,255
s485,5.6,149
s926,5.3,39
s1408,4.0,1
s652,6.4,41
s1255,6.5,75
s430,0.0,0
s1374,6.8,796
s1335,7.3,91
s1359,7.0,29
s570,7.1,29
s165,0.0,1
s223,8.1,13
s656,6.0,37
s860,6.9,108
s670,8.5,2
s782,6.5,35
s764,6.2,85
s494,6.1,936
s949,5.5,543
s645,7.1,8663
s435,0.0,0
s1107,5.3,3
s1068,6.9,2298
s424,7.7,8489
s806,7.4,212
s1243,6.2,145
s157,6.1,388
s872,6.7,47
s300,8.1,189
s347,8.0,1
s1324,6.6,2784
s284,5.5,1773
s513,6.2,6416
s225,8.1,13
s1320,5.2,20
s412,6.3,6
s1025,9.0,2
s1284,7.3,359
s1129,6.8,284
s1423,6.7,269
s419,7.0,5
s1269,7.1,8679
s1233,6.0,499
s913,5.4,182
s241,6.3,1046
s1250,7.0,49
s358,7.8,281
s1413,8.2,584
s1448,7.2,1822
s164,0.0,0
s916,5.9,115
s289,7.1,79
s187,5.9,135
s552,6.6,5303
s542,7.0,8
s180,0.0,0
s610,7.4,19241
s1317,7.1,281
s49,5.8,156
s123,5.2,10
s1325,5.9,62
s1364,6.6,49
s1168,6.4,55
s899,7.5,21
s1441,7.9,93
s946,6.0,1674
s144,6.3,3
s496,5.6,5
s594,6.9,2718
s193,7.1,7
s521,6.0,35
s1442,6.6,5
s1242,6.4,18
s1391,6.7,40
s817,6.6,232
s560,6.5,24
s345,7.6,4637
s403,6.7,3
s107,7.7,28
s866,6.1,69
s830,7.8,74
s540,6.9,819
s690,7.2,10
s117,8.1,92
s27,7.1,16
s749,8.4,66
s685,6.9,15
s1444,6.3,1252
s1330,5.9,416
s402,6.8,442
s128,10.0,3
s1344,7.8,503
s76,7.8,5
s612,7.1,150
s1192,7.6,47
s324,0.0,0
s315,6.5,2870
s515,5.5,2
s1275,5.7,20
s1411,6.7,123
s1069,6.2,215
s1050,6.9,19626
s696,8.3,7
s1365,0.0,0
s378,8.5,7686
s1326,6.6,107
s1166,6.5,34
s1040,8.3,21338
s1230,6.3,57
s179,0.0,0
s1414,6.6,1244
s1061,8.8,5
s870,7.0,328
s463,4.9,24
s1336,5.7,55
s30,8.0,1504
s1288,5.4,658
s1412,6.9,41
s689,8.4,1127
s753,6.5,4
s850,7.8,366
s199,6.7,23
s994,8.1,265
s878,6.1,16
s1327,6.7,38
s606,7.5,486
s914,6.6,8
s956,6.8,38
s681,8.1,1480
s398,7.0,313
s1357,6.4,71
s924,8.2,17
s181,0.0,0
s1162,5.9,175
s78,3.3,16
s148,6.5,6
s811,6.6,55
s1211,7.7,546
s507,5.9,15
s923,6.6,78
s217,8.0,12
s82,6.0,1384
s372,6.0,2
s1028,7.1,481
s1152,5.5,52
s489,6.9,184
s760,8.4,378
s1206,7.5,189
s450,7.5,109
s1147,7.8,820
s790,5.9,3304
s282,6.8,8762
s1381,7.0,538
s818,7.3,49
s36,7.5,136
s1337,4.9,479
s1065,7.6,3990
s1083,5.7,192
s1017,5.5,44
s1200,7.1,6256
s292,7.0,1
s1387,6.1,17
s416,7.3,2315
s1020,7.5,609
s909,6.6,669
s22,6.8,1626
s510,7.0,3
s1240,6.5,125
s1425,6.2,526
s1427,5.8,80
s680,7.0,37
s43,5.7,1813
s579,6.0,37
s359,7.5,91
s1226,4.0,2
s283,6.4,7
s836,7.6,41
s1382,7.2,381
s394,6.4,4753
s304,6.3,1092
s122,6.5,970
s953,7.0,3
s1409,6.9,689
s1415,7.7,218
s1027,6.1,104
s414,7.9,931
s1000,7.3,909
s794,6.1,1191
s77,0.0,0
s1208,8.0,60
s580,6.7,41
s17,7.5,498
s1261,7.1,8
s115,6.8,16
s475,8.4,1203
s828,8.0,3
s375,6.9,102
s1010,2.0,1
s886,6.6,44
s941,6.6,4035
s511,,
s477,6.6,7154
s1022,6.6,1156
s1287,7.1,4217
s1076,6.5,31
s970,7.6,100
s337,8.0,3
s270,8.2,3
s699,8.9,21
s849,6.7,16
s137,8.4,3088
s1289,8.2,27
s1094,6.7,22
s898,6.3,65
s278,0.0,0
s231,6.9,133
s881,6.4,160
s1178,6.2,84
s743,6.6,39
s857,7.3,140
s219,0.0,0
s227,7.3,353
s1181,7.2,17
s89,0.0,0
s61,0.0,0
s35,6.8,88
s1360,6.8,84
s364,6.7,240
s1385,6.5,24
s1361,6.5,45
s1318,6.2,34
s1131,8.2,1369
s575,6.4,33
s1379,7.6,11730
s889,7.0,10677
s277,8.0,1
s1276,7.1,2694
s853,7.0,617
s91,6.0,7
s1350,6.5,463
s1145,7.2,278
s766,6.7,1228
s769,7.6,587
s1077,7.1,520
s326,7.5,185
s1059,7.6,50
s702,6.4,37
s1174,6.6,9
s280,0.0,0
s437,5.0,1
s983,6.2,319
s791,7.1,630
s38,8.7,11
s293,8.0,53
s980,6.3,71
s985,5.3,390
s404,0.0,0
s1205,,
s1185,7.4,5
s1134,7.8,17652
s481,6.6,889
s1137,5.5,2
s69,0.0,0
s1091,7.0,9143
s982,6.0,4093
s134,0.0,0
s789,6.8,52
s961,8.0,234
s543,7.2,6
s750,8.0,21
s240,6.7,120
s639,8.2,24
s88,8.0,3
s691,7.5,585
s248,6.7,5604
s1311,6.6,1302
s64,7.2,177
s1296,6.6,2557
s1093,6.1,71
s71,6.6,131
s45,5.7,73
s1309,7.3,703
s841,7.6,69
s787,6.0,4
s1088,6.6,14
s1034,7.3,22
s1331,6.4,1595
s1319,7.0,1
s1096,6.5,43
s65,7.7,3
s1213,6.5,11131
s269,5.9,635
s141,7.2,5131
s192,10.0,1
s731,7.4,28
s722,6.6,12252
s902,7.9,1012
s163,7.5,209
s535,6.9,9
s976,8.2,521
s979,5.9,111
s111,6.5,12098
s654,6.2,96
s887,7.5,68
s771,5.8,116
s684,6.8,40
s331,3.8,5
s290,8.0,2
s1154,5.7,224
s1006,7.4,20
s1071,7.3,147
s785,6.2,62
s1437,7.1,1343
s661,6.7,3
s1042,7.0,18770
s1435,8.0,22
s124,6.8,370
s757,6.3,20
s196,5.2,59
s133,0.0,0
s1198,5.8,129
s439,6.0,1
s96,7.6,10032
s1445,6.7,6988
s675,6.1,31
s1172,7.3,26
s1199,6.8,119
s901,6.4,3108
s1428,5.5,62
s150,3.9,4
s574,6.2,39
s576,7.0,27
s1306,7.2,791
s1316,7.1,3332
s266,7.7,243
s109,0.0,0
s948,6.3,2488
s1182,6.4,5
s97,7.8,21
s1449,6.3,1594
s655,6.3,82
s863,6.5,77
s462,6.6,10301
s628,7.8,1236
s1345,8.0,375
s539,6.5,377
s1140,6.3,20
s274,4.6,5
s1092,7.8,15648
s1245,8.0,1
s528,7.4,27
s322,0.0,0
s746,6.6,26
s1264,6.0,414
s694,7.2,35
s1203,7.6,7
s1074,5.9,31
s497,0.0,0
s955,6.5,48
s932,6.0,71
s795,6.5,1046
s678,4.4,400
s1370,7.2,529
s1253,7.2,130
s1343,6.2,457
s455,7.5,11070
s1209,5.7,31
s417,6.2,474
s1135,5.9,13
s168,0.0,0
s762,6.1,69
s555,8.5,5
s210,5.9,9
s883,8.6,8
s879,7.7,143
s285,7.8,393
s500,6.8,806
s461,0.0,0
s1175,5.9,330
s171,0.0,0
s98,7.3,203
s1219,6.5,12308
s1304,7.2,5
s9,10.0,4
s425,6.0,10
s1299,6.4,1444
s1195,6.4,1457
s609,6.1,2424
s803,8.4,7
s48,6.1,217
s801,7.2,31
s1013,7.4,925
s249,6.1,596
s1384,8.1,21
s712,6.1,203
s945,7.0,2151
s1263,6.0,16
s894,6.8,125
s301,5.0,4
s493,7.4,5670
s105,6.4,39
s368,7.4,10
s700,8.2,15857
s1440,9.0,7
s1197,6.9,4378
s114,3.0,4
s1188,7.8,211
s1259,7.6,451
s845,8.5,2
s1138,6.8,20
s758,6.6,19
s572,6.9,67
s18,7.2,8
s186,7.5,908
s986,8.2,10
s1167,7.2,685
s516,9.0,2
s129,5.1,2809
s514,6.0,1
s646,6.7,41
s912,7.8,935
s1099,6.6,298
s73,6.8,57
s641,7.2,195
s214,6.9,10
s676,6.9,13151
s509,0.0,0
s94,7.7,3
s471,7.4,34
s1160,7.6,2144
s492,8.3,24903
s688,6.9,15
s1184,7.4,476
s1396,6.7,284
s1293,5.9,963
s775,6.9,88
s1373,6.6,730
s34,7.1,890
s1201,6.6,27
s1053,6.6,15010
s745,6.2,824
s313,6.8,47
s423,7.0,5
s526,7.5,131
s325,7.0,2
s1189,5.8,8
s453,0.0,0
s793,7.0,5704
s139,6.2,210
s81,5.8,3755
s1244,6.5,424
s651,6.1,61
s218,8.0,21
s1410,6.8,143
s1127,6.9,430
s40,7.7,76
s605,7.3,8280
s265,8.5,1
s1314,7.4,139
s201,7.9,9
s212,6.6,12
s501,6.9,38
s1392,6.6,389
s177,6.9,6
s390,6.3,110
s773,6.3,1349
s659,6.9,11
s1112,5.8,70
s1222,5.5,39
s557,9.0,2
s854,5.7,3
s1049,6.8,18112
s1367,7.3,106
s307,7.3,199
s239,7.8,186
s827,8.5,2040
s875,5.9,59
s823,6.9,18
s409,7.4,1204
s1328,6.8,2084
s673,7.7,83
s508,0.0,0
s1005,7.1,6
s1029,6.6,38
s1439,6.2,16
