name,known_for,total,release_year_min,ratio,vote_average
Tony Shalhoub,,6,2006,1.0,6.483333333333333
Michael Wallis,,8,2006,1.0,6.4125000000000005
Paul Dooley,,8,2006,1.0,6.4
Jenifer Lewis,,7,1992,1.0,6.628571428571428
Katherine Helmond,,6,2006,1.0,6.383333333333333
Darrell Waltrip,,3,2006,1.0,6.566666666666666
Colleen O'Shaughnessey,,4,2006,0.75,7.500000000000001
Colette Whitaker,,4,2006,1.0,7.45
Tony Fucile,,4,2007,1.0,7.8500000000000005
Brent Musburger,,3,2011,1.0,6.033333333333334
Brad Lewis,,3,2004,1.0,7.166666666666667
Donald Fullilove,,5,1998,1.0,7.62
Lori Richardson,,5,2004,1.0,7.720000000000001
Jerome Ranft,,6,2009,1.0,7.033333333333332
Ed Asner,,7,1986,0.5714285714285714,7.257142857142857
Lindsey Collins,,12,2006,1.0,6.333333333333333
George Carlin,,5,2005,1.0,6.319999999999999
Daniel Gerson,,4,2001,1.0,7.175
Stephen Root,,6,2002,1.0,6.533333333333332
Geoffrey Rush,,7,2003,1.0,7.257142857142857
Johnny Depp,,8,2003,1.0,6.800000000000001
Orlando Bloom,,5,2003,1.0,6.94
Keira Knightley,blue,7,1999,1.0,6.828571428571428
Jack Davenport,,3,2003,1.0,7.433333333333334
Kevin McNally,,5,2003,1.0,7.08
Jonathan Pryce,,4,2003,1.0,7.1000000000000005
Lee Arenberg,,3,2003,1.0,7.433333333333334
Mackenzie Crook,,5,2003,1.0,7.18
Greg Ellis,,4,2003,1.0,6.75
David Bailie,,3,2003,1.0,7.433333333333334
Martin Klebba,,4,2003,1.0,7.225
Lauren Maher,,3,2003,1.0,7.433333333333334
Vanessa Branch,,3,2003,1.0,7.433333333333334
Angus Barnett,,3,2003,1.0,7.2
Giles New,,3,2003,1.0,7.2
Christopher S. Capp,,3,2003,1.0,7.433333333333334
Lloyd Sherr,,5,2011,1.0,6.4
Steve Coogan,,4,2004,1.0,6.200000000000001
Sonoko Konishi,,4,2006,1.0,6.575
Kevin Deters,,6,2009,1.0,6.8999999999999995
Stevie Wermers,,3,2009,1.0,6.7
Phil LaMarr,red,8,2005,0.875,6.925
Vicki Lewis,,5,2000,1.0,6.9
Flea,,3,2015,1.0,7.566666666666666
Dawnn Lewis,,6,2001,1.0,6.95
Mindy Kaling,,6,2009,0.8333333333333334,6.800000000000001
Kevin Corcoran,,4,1955,0.75,6.699999999999999
Tommy Kirk,,4,1955,0.75,6.550000000000001
Dave Filoni,blue,4,2014,0.5,7.475
Vanessa Marshall,blue,5,2010,0.2,7.76
Florence Gill,,3,1934,1.0,6.3
Bill Thompson,,6,1952,1.0,6.800000000000001
Patrick Stewart,red,9,2000,1.0,6.5
Ian McKellen,,4,2000,1.0,6.975
Halle Berry,,4,2000,1.0,6.975
Anna Paquin,,5,2000,1.0,6.919999999999999
Daniel Cudmore,,4,2003,1.0,6.725
Famke Janssen,,4,2000,1.0,6.975
James Marsden,,5,2000,1.0,6.9399999999999995
Rebecca Romijn,,4,2000,1.0,6.925000000000001
Dorothy Compton,,3,1933,1.0,6.633333333333333
Mary Moder,,4,1932,1.0,6.475
Ruth Clifford,,3,1947,1.0,6.933333333333334
Holly Dorff,,4,2009,1.0,6.575
Jason Fricchione,,5,2006,1.0,6.7
Andrew Lawrence,,6,1997,0.8333333333333334,6.800000000000001
Rickey D'Shon Collins,,4,1997,0.75,6.675
Ashley Johnson,,5,1997,0.8,6.88
Jason Davis,,5,1997,0.8,6.739999999999999
Dabney Coleman,,4,1999,1.0,5.824999999999999
Lane Toran,,4,1997,0.75,6.4750000000000005
Rachel Crane,,3,2001,1.0,6.3
Klee Bragger,,4,1995,1.0,6.45
Allyce Beasley,,3,2001,1.0,6.3
Jason Marsden,,7,1993,1.0,6.957142857142857
Nancy Cartwright,,15,1988,0.6666666666666666,6.9733333333333345
Michael Bell,,4,1996,1.0,7.15
Julianne Buescher,,4,1998,0.75,6.5
Robert Clotworthy,red,5,1997,1.0,7.6800000000000015
Charles Fleischer,,6,1986,1.0,7.1000000000000005
Kathleen Turner,,4,1988,1.0,7.1000000000000005
Lou Hirsch,,3,1988,1.0,7.033333333333334
Richard Williams,,4,1988,1.0,7.25
Tony Jay,,8,1990,0.75,6.9
Dan Castellaneta,,9,1989,0.8888888888888888,6.533333333333333
Chris Diamantopoulos,,5,2013,0.6,7.44
Bret Iwan,,5,2006,0.2,7.4
Kaitlyn Robrock,,4,2019,0.5,7.95
Nika Futterman,blue,5,2006,0.2,5.3
Yeardley Smith,,5,1989,0.8,7.0200000000000005
Hank Azaria,,5,1989,0.8,7.06
Pat Finn,,3,2009,1.0,6.066666666666666
Elizabeth Daily,,5,1995,0.8,6.8
John Fiedler,,14,1976,0.8571428571428571,6.864285714285715
Peter Cullen,,11,1988,0.7272727272727273,6.918181818181818
Nikita Hopkins,,5,2000,0.8,6.8
Andre Stojka,,7,1997,0.8571428571428571,6.814285714285715
Ken Sansom,,10,1974,0.7,6.82
Philip L. Clarke,,5,1989,1.0,7.5
Frances de la Tour,,3,2010,1.0,6.333333333333333
Omid Djalili,,3,2007,1.0,6.466666666666666
Tom Hollander,,3,2006,1.0,6.933333333333334
Jayden Fowora-Knight,,2,2018,1.0,6.1
Meera Syal,red,5,2016,1.0,6.58
Colombe Jacobsen-Derstine,,3,1993,1.0,6.1000000000000005
Matt Doherty,,5,1990,1.0,6.44
Scott Adsit,,4,2014,0.25,8.05
Ryan Potter,,4,2014,0.25,8.05
Jamie Chung,,4,2009,0.5,7.625
Génesis Rodríguez,,3,2014,0.3333333333333333,7.966666666666666
Maya Rudolph,,5,2014,0.6,7.779999999999999
David Shaughnessy,,3,2014,0.3333333333333333,7.966666666666666
Josh Gad,,11,2013,0.7272727272727273,6.872727272727272
Kristen Bell,,11,2010,0.8181818181818182,6.963636363636363
Jonathan Groff,,8,2013,0.875,7.0874999999999995
Santino Fontana,,3,2013,1.0,7.133333333333333
Chris Williams,,5,2008,1.0,6.779999999999999
Livvy Stubenrauch,,3,2013,1.0,7.166666666666667
Eva Bella,,5,2013,1.0,7.08
Pepper Sweeney,,4,2008,1.0,6.875
John Lavelle,,4,2013,1.0,7.3
Jeremy Milton,,3,2016,1.0,7.1000000000000005
Jenica Bergere,,3,2013,1.0,6.966666666666666
Maddix Robinson,,3,2017,1.0,6.966666666666666
Ray Romano,,5,2006,1.0,6.460000000000001
John Leguizamo,,6,2006,1.0,6.400000000000001
Denis Leary,,8,1993,1.0,6.487500000000001
Queen Latifah,,7,2002,1.0,6.285714285714286
Seann William Scott,,5,2006,1.0,6.460000000000001
Josh Peck,,7,2001,0.8571428571428571,6.500000000000001
Chris Wedge,,5,2006,1.0,6.460000000000001
Carlos Saldanha,,4,2006,1.0,6.85
Manoela Scarpa Saldanha,,3,2006,1.0,6.7
Sofia Scarpa Saldanha,,3,2006,1.0,6.7
Cindy Slattery,,4,2006,1.0,6.85
Tim Nordquist,,3,2009,1.0,6.8999999999999995
Clea Lewis,,4,1997,0.75,6.65
Beatrice Miller,,4,2009,1.0,6.9
Tim Mertens,,4,2008,1.0,7.2749999999999995
Kurt Russell,red,8,1969,0.875,6.775
Richard Bakalyan,,5,1969,1.0,6.139999999999999
Alan Young,,6,1978,1.0,6.8999999999999995
Kelsey Grammer,,6,1997,1.0,7.033333333333334
Daniel Ross,,2,2017,0.0,6.6
Michael Gough,,6,1988,0.5,6.8500000000000005
Scott Weinger,,3,1992,1.0,6.666666666666667
Linda Larkin,,4,1992,1.0,6.8
Gilbert Gottfried,,4,1992,1.0,6.625
Nathan Lane,,9,1993,0.8888888888888888,6.900000000000001
Ernie Sabella,,6,1994,0.8333333333333334,7.399999999999999
Matthew Broderick,,5,1994,1.0,6.719999999999999
Robert Guillaume,,5,1994,0.8,7.279999999999999
Moira Kelly,,3,1994,1.0,7.3
Cam Clarke,,7,1997,0.7142857142857143,7.3571428571428585
Paddi Edwards,,6,1989,1.0,6.6499999999999995
Jason Alexander,,5,1994,1.0,6.2
Liz Callaway,,5,1991,1.0,6.94
Jerry Orbach,,6,1991,1.0,6.766666666666667
Haley Joel Osment,,4,1997,1.0,5.575000000000001
Samuel E. Wright,,6,1989,0.8333333333333334,6.816666666666666
Pat Carroll,,6,1989,1.0,6.966666666666666
Buddy Hackett,,4,1968,1.0,6.800000000000001
Kenneth Mars,,6,1979,0.8333333333333334,6.75
Robert Pralgo,red,3,2018,1.0,8.0
Florence Stanley,,3,1995,1.0,6.666666666666667
June Foray,,11,1950,0.9090909090909091,7.009090909090909
Christopher Lloyd,,6,1988,1.0,6.533333333333332
Ava Acres,,3,2011,1.0,7.2
Steve Buscemi,,4,2001,1.0,6.550000000000001
Skandar Keynes,,3,2005,1.0,6.7
Georgie Henley,,3,2005,1.0,6.7
William Moseley,,4,2005,1.0,6.45
Anna Popplewell,,3,2005,1.0,6.7
Tilda Swinton,red,6,2005,1.0,7.283333333333332
Shane Rangi,,3,2005,1.0,6.7
Douglas Gresham,,3,2005,1.0,6.7
James McAvoy,,7,2005,1.0,6.6428571428571415
Michael Fassbender,,4,2011,1.0,6.825
Jennifer Lawrence,,4,2011,1.0,6.825
Nicholas Hoult,,4,2011,1.0,6.825
Evan Peters,,3,2014,1.0,6.666666666666667
Lucas Till,,4,2009,1.0,6.975
Dick Van Patten,,4,1972,1.0,6.074999999999999
Michael McGreevey,,5,1962,1.0,6.1
Will Ryan,,6,1983,0.8333333333333334,7.266666666666667
Jim Henson,,4,1976,0.75,7.125
Dave Goelz,,14,1961,0.7142857142857143,6.907692307692306
Jerry Nelson,,6,1976,0.8333333333333334,7.066666666666666
Richard Hunt,,3,1976,0.6666666666666666,7.3999999999999995
Caroll Spinney,,4,1979,1.0,6.775
Steve Whitmire,,10,1976,0.7,6.911111111111111
Louise Gold,,4,1976,0.75,7.075
Kathryn Mullen,,3,1976,0.6666666666666666,7.900000000000001
Karen Prell,,3,1976,0.6666666666666666,7.333333333333333
Brian Henson,,4,1979,1.0,6.75
Eric Jacobson,,7,2008,0.5714285714285714,6.45
David Rudman,,6,1992,0.8333333333333334,6.483333333333333
Bill Barretta,,7,1996,0.7142857142857143,6.366666666666667
Peter Linz,,6,2008,0.6666666666666666,6.45
Matt Vogel,,6,2008,0.8333333333333334,6.366666666666667
Nigel Plaskitt,,3,1992,1.0,6.733333333333333
David Alan Barclay,blue,3,1983,1.0,7.266666666666667
Jan Pol,,3,2011,0.3333333333333333,7.933333333333334
Ari Rubin,,3,2011,0.3333333333333333,7.933333333333334
Tim Conway,,7,1975,1.0,6.142857142857143
Ty Panitz,,4,2009,1.0,6.1
Lea Salonga,,3,1992,1.0,7.333333333333333
Whoopi Goldberg,,11,1992,1.0,7.0636363636363635
Jo Anne Worley,,5,1976,1.0,6.9
Robby Benson,,3,1991,1.0,6.7
Val Bettin,,3,1986,1.0,6.5
Kimmy Robertson,,4,1989,0.75,6.75
Christopher Daniel Barnes,,5,1989,0.8,7.040000000000001
Nathan Greno,,5,2007,1.0,7.0
Dara McGarry,,5,2005,1.0,6.5200000000000005
Joe Whyte,,5,2000,1.0,6.639999999999999
Ruth Zalduondo,,4,2014,1.0,7.499999999999999
Vicki Davis,,4,1998,1.0,7.5249999999999995
Richard Miro,,3,2014,1.0,7.966666666666666
Jonathan Nichols,,5,2008,1.0,7.659999999999999
Arthur Ortiz,red,4,2014,1.0,7.8
Al Rodrigo,,3,2014,1.0,7.966666666666666
Yvette Nicole Brown,red,7,2016,0.2857142857142857,7.183333333333334
Justina Machado,,3,2016,0.3333333333333333,6.733333333333333
Christian Lanz,,4,2016,0.5,7.5
Sofia Wylie,,6,2017,0.6666666666666666,7.750000000000001
Olivia Rodrigo,,4,2016,0.5,7.85
Joshua Bassett,,3,2019,0.6666666666666666,8.033333333333333
Matt Cornett,,3,2019,0.6666666666666666,8.033333333333333
Julia Lester,,4,2019,0.75,7.324999999999999
Dara Reneé,,5,2019,0.6,7.459999999999999
Larry Saperstein,,3,2019,0.6666666666666666,8.033333333333333
Kate Reinders,,4,1995,0.75,7.75
Frankie A. Rodriguez,,4,2019,0.75,7.324999999999999
Jackson Stein,,2,2016,1.0,7.5
Ciarán Hinds,,4,2009,1.0,6.6499999999999995
Maia Wilson,,2,2013,1.0,7.3
Stephen Apostolina,,2,2013,1.0,7.3
Wendy Cutler,,4,2002,1.0,6.675
Alfred Molina,red,7,1994,1.0,6.7857142857142865
Isabella Acres,,3,2011,1.0,7.2
Tucker Gilmore,,3,2011,1.0,7.533333333333334
Kelly Hoover,,3,2005,1.0,6.833333333333333
Daveed Diggs,,6,2016,1.0,7.7
Lin-Manuel Miranda,blue,7,2012,1.0,7.214285714285714
Renée Elise Goldsberry,,3,2020,1.0,7.666666666666667
Leslie Odom Jr.,,5,2012,1.0,7.5
Phillipa Soo,,4,2020,1.0,7.625
Christopher Jackson,,4,2016,1.0,7.6499999999999995
Anthony Ramos,,3,2020,1.0,7.666666666666667
Jasmine Cephas Jones,,3,2020,1.0,7.666666666666667
Joe Flynn,,6,1968,1.0,6.1499999999999995
Jeffrey Sayre,,4,1968,1.0,6.05
Bing Russell,,4,1968,1.0,6.225
Ben Schwartz,blue,5,2012,0.4,7.32
Danny Pudi,red,4,2014,0.5,7.475
Kate Micucci,,4,2014,0.5,7.1000000000000005
Joss Ackland,,3,1992,1.0,5.8
Dean Jones,,9,1965,1.0,6.122222222222223
Gil Lamb,,3,1966,1.0,6.633333333333333
Suzanne Pleshette,,5,1966,1.0,6.5
Daniel Frishman,blue,3,1983,1.0,6.3999999999999995
Tony Cox,blue,5,1983,1.0,6.68
Pam Grizz,blue,3,1983,1.0,6.3999999999999995
Mark Dodson,blue,3,1983,1.0,6.833333333333333
Debbie Lee Carrington,blue,4,1983,1.0,6.324999999999999
Kevin Thompson,blue,3,1983,1.0,6.3999999999999995
Stephen McFeely,red,3,2014,1.0,7.666666666666667
Linda Cardellini,red,4,2012,0.75,7.8
Robert Redford,red,5,2004,1.0,7.2
Ben Sakamoto,red,3,2015,1.0,7.566666666666666
Kunewa Mook,,3,2002,1.0,6.866666666666667
Eugene Byrd,blue,3,2016,0.3333333333333333,7.433333333333334
Vanessa Lengies,blue,4,2016,0.25,7.45
Edward James Olmos,,3,2008,1.0,7.233333333333333
Debbie Reynolds,,5,1998,1.0,6.840000000000001
Kimberly J. Brown,,5,1998,1.0,6.56
Judith Hoag,,4,1998,1.0,6.7
Joey Zimmerman,,4,1998,1.0,6.7
Emily Roeske,,3,1998,1.0,6.766666666666667
Mark Walton,,4,2004,1.0,6.1
Miley Cyrus,red,8,2006,0.875,6.7
Billy Ray Cyrus,,3,2006,0.6666666666666666,6.6000000000000005
Dick Van Dyke,,6,1964,1.0,6.666666666666667
Karen Dotrice,,3,1964,1.0,7.166666666666667
Jonathan Adams,red,4,2010,0.5,6.95
Chris Claremont,,4,2006,1.0,6.775
Adrienne Bailon-Houghton,,4,2003,1.0,5.9
Kiely Williams,,3,2003,1.0,6.133333333333333
Sabrina Bryan,,3,2003,1.0,6.133333333333333
Paul Winchell,,5,1970,1.0,7.12
Gael García Bernal,,3,2017,0.6666666666666666,7.8999999999999995
Renée Victor,,3,2009,1.0,7.599999999999999
Alfonso Arau,,2,2017,1.0,8.2
Herbert Siguenza,,2,2017,1.0,8.2
Lombardo Boyar,,2,2017,1.0,8.2
Ana Ofelia Murguía,,2,2017,1.0,8.2
Sofía Espinosa,,2,2017,1.0,8.2
Dyana Ortelli,,2,2017,1.0,8.2
Selene Luna,,2,2017,1.0,8.2
Natalia Cordova-Buckley,,3,2015,1.0,7.933333333333333
Carla Medina,,2,2017,1.0,8.2
Luis Valdez,,2,2017,1.0,8.2
Blanca Araceli,,2,2017,1.0,8.2
Octavio Solis,,2,2017,1.0,8.2
Salvador Reyes,,2,2017,1.0,8.2
Antonio Sol,,2,2017,1.0,8.2
Liliana Barba Meinecke,,2,2017,1.0,8.2
Emmanuel Bernal,,2,2017,1.0,8.2
David Berón,,2,2017,1.0,8.2
Denise Blasor,,2,2017,1.0,8.2
Wilma Bonet,,3,2017,1.0,7.599999999999999
Alex Castillo,,2,2017,1.0,8.2
Roberto Donati,,2,2017,1.0,8.2
Efrain Figueroa,,2,2017,1.0,8.2
Deb Fink,,2,2017,1.0,8.2
Libertad García Fonzi,,2,2017,1.0,8.2
Emilio Fuentes,,3,2017,1.0,7.866666666666666
Daniella Garcia-Lorido,,2,2017,1.0,8.2
Mike Gomez,,2,2017,1.0,8.2
Lillian Groag,,2,2017,1.0,8.2
Joshua Guerrero,,2,2017,1.0,8.2
Marabina Jaimes,,2,2017,1.0,8.2
Jossara Jinaro,,2,2017,1.0,8.2
Constanza Lechuga,,2,2017,1.0,8.2
Luisa Leschin,,4,1998,1.0,7.425
Ruth Livier,red,2,2017,1.0,8.2
Maria Dominique Lopez,,2,2017,1.0,8.2
Valeria Maldonado,,2,2017,1.0,8.2
Adrian Molina,,2,2017,1.0,8.2
Daniel Edward Mora,,2,2017,1.0,8.2
Vivianne Nacif,,2,2017,1.0,8.2
Adriana Sevahn Nichols,,2,2017,1.0,8.2
Jessica Pacheco,,2,2017,1.0,8.2
Juan Pacheco,,2,2017,1.0,8.2
Jacqueline Pinol,,3,2014,1.0,8.0
James Ponce,,2,2017,1.0,8.2
J. Francisco Rodriguez,,2,2017,1.0,8.2
Eduardo Roman,,2,2017,1.0,8.2
Eddie Santiago,,2,2017,1.0,8.2
Melissa Santos,,2,2017,1.0,8.2
Luis Solís,,2,2017,1.0,8.2
Rosalba Sotelo,,2,2017,1.0,8.2
Chris Triana,,2,2017,1.0,8.2
Trujo,,2,2017,1.0,8.2
James Zavaleta,,2,2017,1.0,8.2
Bernardo Cubria,,2,2017,1.0,8.2
Gary Carlos Cervantes,,2,2017,1.0,8.2
Johnny A. Sanchez,,2,2017,1.0,8.2
Levi Nunez,,2,2017,1.0,8.2
Óscar Bonfiglio,,2,2017,1.0,8.2
Lalo Alcaraz,,2,2017,1.0,8.2
Marcela Davison Aviles,,2,2017,1.0,8.2
Carolina Ángel,,2,2017,1.0,8.2
Daniel Díaz,,2,2017,1.0,8.2
Kevin Feige,red,5,2014,1.0,6.88
Dwayne Johnson,,5,2007,1.0,6.720000000000001
Christine Lakin,,4,2007,1.0,6.074999999999999
Phill Lewis,,7,2005,0.42857142857142855,7.042857142857143
Dylan Sprouse,,4,2005,0.5,7.025
Cole Sprouse,,3,2005,0.3333333333333333,7.333333333333333
Brenda Song,,9,2000,0.6666666666666666,6.533333333333333
Aaron Lohr,,4,1992,1.0,6.425000000000001
Ariel Martin,,4,2020,0.5,7.8
Pearce Joza,,4,2016,0.5,7.85
Meg Donnelly,,3,2018,0.6666666666666666,7.6
Jean Gilpin,,6,2003,1.0,6.733333333333334
Kim Richards,,3,1975,1.0,6.033333333333334
Ike Eisenmann,,5,1975,1.0,5.779999999999999
Amy Poehler,,3,2011,1.0,6.933333333333334
Phyllis Smith,,3,2011,1.0,6.933333333333334
Kaitlyn Dias,,2,2015,1.0,7.550000000000001
Lewis Black,,2,2015,1.0,7.550000000000001
Diane Lane,,4,1996,1.0,7.2
Kyle MacLachlan,,2,2015,1.0,7.550000000000001
Jason Topolski,,4,2009,1.0,6.625
Marguerite Moreau,,5,1992,1.0,6.0600000000000005
Emilio Estevez,,4,1992,0.75,6.749999999999999
Joshua Jackson,,3,1992,1.0,6.266666666666666
Elden Henson,,3,1992,1.0,6.266666666666666
Shaun Weiss,,4,1992,1.0,6.25
Garette Ratliff Henson,,4,1992,1.0,6.25
Vincent Larusso,,3,1992,1.0,6.266666666666666
Eric Bauza,,6,2014,0.5,7.540000000000001
John Williams,blue,4,2004,1.0,7.025
Ross Bagdasarian Jr.,,3,2007,1.0,5.833333333333333
David Henrie,,3,2007,0.6666666666666666,6.699999999999999
Christy Carlson Romano,,6,2000,0.6666666666666666,6.566666666666667
Kenan Thompson,,4,1994,1.0,5.875
Miguel Ferrer,red,6,1994,1.0,6.166666666666667
Ernie Hudson,,3,1997,1.0,5.466666666666666
Emily Osment,,7,2005,0.7142857142857143,6.557142857142858
Jason Earles,,7,2004,0.7142857142857143,6.557142857142858
Moisés Arias,,3,2006,0.6666666666666666,6.366666666666667
Bob Hoskins,,5,1988,1.0,6.780000000000001
Mel Blanc,,4,1940,1.0,7.2749999999999995
Stubby Kaye,,2,1988,1.0,7.4
Toby Jones,red,5,1998,1.0,7.140000000000001
Brie Larson,red,4,2003,1.0,7.3500000000000005
Daniel Brühl,red,3,2016,0.6666666666666666,7.433333333333333
Wyatt Russell,,3,2019,0.6666666666666666,6.833333333333333
Brandon Mychal Smith,,4,2009,0.5,7.325
Sterling Knight,,3,2009,0.3333333333333333,7.466666666666666
Nico Ghisi,,3,2009,1.0,5.966666666666666
Bonnie Somerville,,3,2010,1.0,6.233333333333333
Robert Carradine,,4,2000,0.75,6.2749999999999995
Adam Lamberg,,3,2001,0.6666666666666666,6.433333333333334
Mike Vitar,,3,1993,1.0,6.566666666666666
Ty O'Neal,,2,1994,1.0,6.1
Justin Wong,,2,1994,1.0,6.1
Scott Whyte,,3,1994,1.0,6.433333333333334
Heidi Kling,,2,1992,1.0,6.3
Eliza Coyle,,2,1996,1.0,6.0
Claudia Wilkens,,2,1992,1.0,6.3
James Godfrey,,3,2016,1.0,7.366666666666667
Naomi Snieckus,,3,2016,1.0,7.366666666666667
Gretchen Koerner,,2,2015,1.0,4.4
Shauna Rappold,,2,2015,1.0,4.4
Adam Fristoe,,2,2015,1.0,4.4
Don Yesso,,3,1993,1.0,5.266666666666667
Christopher Heskey,,2,2015,1.0,4.4
Allison Holker,,5,2006,0.4,7.720000000000001
Stephen Boss,,3,2017,0.0,8.5
Paul Rae,,3,2008,1.0,6.066666666666667
Kyla Pratt,,3,2001,0.3333333333333333,7.533333333333334
Tommy Davidson,,4,2001,0.5,7.2250000000000005
Paula Jai Parker,,3,2001,0.3333333333333333,7.533333333333334
Jo Marie Payton,,3,2001,0.3333333333333333,7.533333333333334
Soleil Moon Frye,,3,2001,0.3333333333333333,7.533333333333334
Alisa Reyes,,3,2001,0.3333333333333333,7.533333333333334
Karen Malina White,,3,2001,0.3333333333333333,7.533333333333334
Jonathan Frakes,,3,1994,0.6666666666666666,6.6000000000000005
Wendy Makkena,,4,1992,1.0,6.2
Genie Francis,,3,1994,1.0,5.866666666666667
Joshua Gibran Mayweather,,2,1994,1.0,5.8
