Temperature;CoefficientOfThermalExpansion;CoefficientOfThermalExpansionCooling
 28.02600;3.38385E-06;9.5168E-06
 28.10500;3.44226E-06;9.50363E-06
 28.18500;3.48777E-06;9.47576E-06
 28.26700;3.49853E-06;9.48462E-06
 28.34500;3.50011E-06;9.53444E-06
 28.43100;3.51061E-06;9.59683E-06
 28.51100;3.51592E-06;9.6405E-06
 28.59100;3.48455E-06;9.63759E-06
 28.67500;3.4137E-06;9.59719E-06
 28.76000;3.35243E-06;9.53531E-06
 28.84500;3.36644E-06;9.46572E-06
 28.93200;3.47709E-06;9.41069E-06
 29.01400;3.62789E-06;9.39948E-06
 29.09700;3.74151E-06;9.44656E-06
 29.18200;3.78245E-06;9.52761E-06
 29.27000;3.76244E-06;9.6006E-06
 29.35700;3.722E-06;9.61388E-06
 29.44200;3.70905E-06;9.55494E-06
 29.52700;3.73529E-06;9.44874E-06
 29.61200;3.79067E-06;9.34185E-06
 29.70200;3.86914E-06;9.29849E-06
 29.78700;3.94775E-06;9.35584E-06
 29.87200;4.01951E-06;9.5004E-06
 29.96200;4.08571E-06;9.66347E-06
 30.05100;4.12549E-06;9.76622E-06
 30.13900;4.13099E-06;9.75163E-06
 30.22800;4.1231E-06;9.62961E-06
 30.31700;4.11796E-06;9.48113E-06
 30.40800;4.13454E-06;9.38182E-06
 30.50100;4.18707E-06;9.36003E-06
 30.58300;4.23715E-06;9.39015E-06
 30.67400;4.2408E-06;9.43281E-06
 30.76700;4.20807E-06;9.46183E-06
 30.85400;4.1847E-06;9.49531E-06
 30.94900;4.21942E-06;9.56911E-06
 31.03800;4.3224E-06;9.65544E-06
 31.12800;4.4457E-06;9.70868E-06
 31.22300;4.53961E-06;9.70826E-06
 31.31600;4.57367E-06;9.65509E-06
 31.40900;4.55086E-06;9.57103E-06
 31.50000;4.50065E-06;9.49728E-06
 31.59800;4.4315E-06;9.45247E-06
 31.68700;4.34888E-06;9.42946E-06
 31.78400;4.2874E-06;9.45333E-06
 31.87600;4.2791E-06;0.000009525
 31.97000;4.33082E-06;9.60856E-06
 32.06400;4.4479E-06;9.67321E-06
 32.16000;4.59178E-06;9.6868E-06
 32.25900;4.6968E-06;9.62976E-06
 32.35300;4.74268E-06;9.52074E-06
 32.44600;4.75131E-06;9.42383E-06
 32.54400;4.7438E-06;9.37785E-06
 32.63800;4.7275E-06;9.38188E-06
 32.73300;4.70137E-06;9.42773E-06
 32.83400;4.66375E-06;9.49897E-06
 32.92900;4.65157E-06;9.59272E-06
 33.02800;4.70072E-06;9.69655E-06
 33.12200;4.80084E-06;9.77795E-06
 33.22200;4.91798E-06;9.79457E-06
 33.31700;5.02032E-06;9.72006E-06
 33.41900;5.10623E-06;9.57003E-06
 33.51300;5.18229E-06;9.40994E-06
 33.61200;5.22416E-06;9.31438E-06
 33.70900;5.19857E-06;9.30088E-06
 33.81000;5.1174E-06;9.35538E-06
 33.90900;5.01718E-06;9.43186E-06
 34.00900;4.93615E-06;9.48531E-06
 34.11000;4.90583E-06;9.50795E-06
 34.20900;4.91768E-06;9.49272E-06
 34.31100;4.94849E-06;9.44206E-06
 34.40800;4.99521E-06;9.39209E-06
 34.51400;5.06707E-06;9.38439E-06
 34.61300;5.15414E-06;9.42501E-06
 34.71200;5.24166E-06;9.51127E-06
 34.81500;5.31245E-06;9.61138E-06
 34.91400;5.3566E-06;9.67265E-06
 35.01600;5.38726E-06;9.69295E-06
 35.11400;5.41097E-06;9.68358E-06
 35.22300;5.42103E-06;9.64056E-06
 35.32300;5.41066E-06;9.58828E-06
 35.42700;5.39354E-06;9.55442E-06
 35.53000;5.39952E-06;9.53835E-06
 35.63100;5.45235E-06;9.52992E-06
 35.73500;5.53405E-06;9.51489E-06
 35.83600;5.59326E-06;9.49116E-06
 35.94500;5.60143E-06;9.47643E-06
 36.04500;5.5588E-06;9.4929E-06
 36.14800;5.50107E-06;9.53614E-06
 36.25100;5.48504E-06;9.57764E-06
 36.35600;5.53301E-06;9.60553E-06
 36.46300;5.62331E-06;9.62583E-06
 36.56600;5.70693E-06;9.64562E-06
 36.67200;5.73437E-06;9.6555E-06
 36.77600;5.68775E-06;9.63388E-06
 36.88000;5.60302E-06;9.59683E-06
 36.98700;5.53371E-06;9.57659E-06
 37.09200;5.51757E-06;9.58728E-06
 37.19800;5.57335E-06;9.61812E-06
 37.30400;5.68617E-06;9.6331E-06
 37.40700;5.82838E-06;9.6214E-06
 37.52000;5.97421E-06;9.59116E-06
 37.62700;6.07708E-06;9.56189E-06
 37.73100;6.10977E-06;9.55012E-06
 37.83700;6.09274E-06;9.54207E-06
 37.94200;6.05489E-06;9.53727E-06
 38.05100;6.03015E-06;9.53175E-06
 38.15800;6.01742E-06;9.52525E-06
 38.26500;5.98782E-06;9.55665E-06
 38.37300;5.9211E-06;9.64495E-06
 38.47900;5.84108E-06;9.7505E-06
 38.58800;5.80399E-06;9.79265E-06
 38.69400;5.83583E-06;9.72433E-06
 38.80100;5.92762E-06;9.55812E-06
 38.91400;6.03371E-06;9.38187E-06
 39.02100;6.11236E-06;9.32044E-06
 39.12600;6.14785E-06;9.39877E-06
 39.23600;6.15587E-06;9.54254E-06
 39.34700;6.15679E-06;9.65555E-06
 39.45600;6.14419E-06;9.68201E-06
 39.56700;6.1187E-06;9.64038E-06
 39.67700;6.10128E-06;9.59734E-06
 39.78600;6.11387E-06;9.60327E-06
 39.89700;6.16716E-06;9.62569E-06
 40.00800;6.23809E-06;9.59182E-06
 40.11900;6.27621E-06;9.49793E-06
 40.22300;6.2675E-06;9.40381E-06
 40.33500;6.24153E-06;9.38232E-06
 40.44800;6.2353E-06;9.47393E-06
 40.55700;6.26697E-06;9.61397E-06
 40.67200;6.31291E-06;9.69556E-06
 40.77700;6.33681E-06;9.69026E-06
 40.89000;6.35039E-06;9.64046E-06
 40.99800;6.39226E-06;9.6002E-06
 41.10700;6.4687E-06;9.59996E-06
 41.22300;6.5488E-06;9.62186E-06
 41.33100;6.58597E-06;9.63404E-06
 41.44300;6.56221E-06;9.63023E-06
 41.55800;6.5243E-06;9.61416E-06
 41.66700;6.52057E-06;9.59971E-06
 41.77700;6.53651E-06;9.6103E-06
 41.89400;6.53711E-06;9.64682E-06
 42.00400;6.50961E-06;9.67687E-06
 42.11700;6.48266E-06;9.65903E-06
 42.23100;6.5028E-06;9.58296E-06
 42.34500;6.57476E-06;9.50955E-06
 42.45500;6.65284E-06;9.50764E-06
 42.56800;6.70423E-06;9.58948E-06
 42.68200;6.73338E-06;9.70667E-06
 42.78800;6.74663E-06;9.78569E-06
 42.90800;6.74785E-06;9.7836E-06
 43.01800;6.74108E-06;9.71352E-06
 43.13400;6.73555E-06;9.64934E-06
 43.24500;6.74559E-06;9.64564E-06
 43.35900;6.78166E-06;9.68616E-06
 43.47400;6.82538E-06;9.71748E-06
 43.58700;6.84582E-06;9.71775E-06
 43.70100;6.84608E-06;9.70696E-06
 43.81400;6.85333E-06;9.74106E-06
 43.92600;6.8737E-06;9.8443E-06
 44.04200;6.89884E-06;9.92451E-06
 44.15500;6.93347E-06;9.88821E-06
 44.27400;6.96971E-06;9.72456E-06
 44.38800;6.996E-06;9.49609E-06
 44.49800;7.01367E-06;9.31517E-06
 44.61400;7.0118E-06;9.28027E-06
 44.73100;6.99521E-06;9.37581E-06
 44.84000;6.99311E-06;9.49787E-06
 44.96100;7.01682E-06;9.56809E-06
 45.07300;7.05253E-06;9.54613E-06
 45.19000;7.07359E-06;9.48278E-06
 45.30400;7.06255E-06;9.48393E-06
 45.42000;7.03009E-06;9.57397E-06
 45.53600;7.00279E-06;9.70584E-06
 45.65000;6.99594E-06;9.81944E-06
 45.76200;7.0138E-06;9.86986E-06
 45.87900;7.04184E-06;9.85665E-06
 45.99800;7.06326E-06;9.8147E-06
 46.11700;7.08888E-06;9.76812E-06
 46.23100;7.13609E-06;9.7308E-06
 46.34400;7.19744E-06;9.73726E-06
 46.46000;7.2466E-06;9.77604E-06
 46.57300;7.25715E-06;9.78184E-06
 46.69100;7.23791E-06;9.7202E-06
 46.80600;7.2275E-06;9.59955E-06
 46.92500;7.25096E-06;9.47104E-06
 47.04300;7.30323E-06;9.40207E-06
 47.16000;7.34781E-06;9.43211E-06
 47.27100;7.36658E-06;9.53822E-06
 47.38900;7.38153E-06;9.66693E-06
 47.50900;7.40671E-06;9.79347E-06
 47.62500;7.42967E-06;9.8882E-06
 47.74100;7.44423E-06;9.93877E-06
 47.86100;7.44591E-06;9.94544E-06
 47.97700;7.43973E-06;9.87615E-06
 48.09200;7.45812E-06;9.72442E-06
 48.20600;7.50142E-06;9.54658E-06
 48.32700;7.52523E-06;9.42356E-06
 48.43800;7.51107E-06;9.40784E-06
 48.56000;7.47166E-06;9.48245E-06
 48.67600;7.43179E-06;9.5442E-06
 48.78900;7.425E-06;9.52578E-06
 48.91100;7.4652E-06;9.4817E-06
 49.02600;7.53453E-06;9.48537E-06
 49.14600;7.60344E-06;9.58209E-06
 49.26500;7.64452E-06;9.74438E-06
 49.38200;7.63988E-06;9.84724E-06
 49.50100;7.61023E-06;9.83166E-06
 49.61400;7.58734E-06;9.74989E-06
 49.73700;7.58594E-06;9.6661E-06
 49.85300;7.61463E-06;9.63153E-06
 49.96900;7.65346E-06;9.66222E-06
 50.08800;7.67959E-06;9.71432E-06
 50.20500;7.70004E-06;9.75245E-06
 50.32500;7.7282E-06;9.7813E-06
 50.43900;7.7761E-06;9.77869E-06
 50.55800;7.84447E-06;9.7548E-06
 50.67600;7.8896E-06;9.75017E-06
 50.79200;7.85485E-06;9.75861E-06
 50.90900;7.7576E-06;9.76117E-06
 51.03000;7.66649E-06;9.73062E-06
 51.15100;7.63655E-06;9.64793E-06
 51.26800;7.67326E-06;9.54612E-06
 51.38700;7.72277E-06;9.48635E-06
 51.50700;7.74183E-06;9.49494E-06
 51.62500;7.74429E-06;9.56394E-06
 51.74100;7.76201E-06;9.65491E-06
 51.86200;7.80524E-06;9.71753E-06
 51.98000;7.86074E-06;9.74014E-06
 52.09700;7.91548E-06;9.72114E-06
 52.21900;7.95976E-06;9.67728E-06
 52.33700;7.97506E-06;9.63117E-06
 52.45100;7.97203E-06;9.57312E-06
 52.57400;7.9807E-06;9.49736E-06
 52.69100;8.01563E-06;9.4331E-06
 52.81100;8.0601E-06;9.42728E-06
 52.92700;8.07427E-06;9.49919E-06
 53.04700;8.02276E-06;9.62695E-06
 53.16300;7.9143E-06;9.74526E-06
 53.28600;7.82678E-06;9.81833E-06
 53.40600;7.81622E-06;9.85761E-06
 53.52300;7.88038E-06;9.86688E-06
 53.64600;7.99123E-06;9.85593E-06
 53.76300;8.10691E-06;9.82064E-06
 53.88500;8.1918E-06;9.75321E-06
 53.99900;8.22872E-06;9.66811E-06
 54.12100;8.22584E-06;9.59414E-06
 54.24200;8.19112E-06;9.54491E-06
 54.36000;8.1396E-06;9.52434E-06
 54.47900;8.10504E-06;9.55864E-06
 54.60300;8.10068E-06;9.64629E-06
 54.71600;8.12532E-06;9.74951E-06
 54.84300;8.17087E-06;9.8139E-06
 54.95900;8.20132E-06;9.78856E-06
 55.07800;8.18135E-06;9.67085E-06
 55.19600;8.12744E-06;9.53764E-06
 55.31600;8.08108E-06;9.50584E-06
 55.43600;8.07173E-06;9.6144E-06
 55.55500;8.11499E-06;9.80457E-06
 55.67600;8.18035E-06;9.97541E-06
 55.79600;8.22412E-06;1.00361E-05
 55.91600;8.25036E-06;9.96804E-06
 56.03700;8.28096E-06;9.82127E-06
 56.15600;8.32155E-06;9.67131E-06
 56.27300;8.35743E-06;9.59367E-06
 56.39500;8.36044E-06;9.60383E-06
 56.51800;8.32269E-06;9.65737E-06
 56.63600;8.27232E-06;9.7134E-06
 56.75800;8.24378E-06;9.75059E-06
 56.87400;8.24146E-06;9.76316E-06
 56.99500;8.25878E-06;9.7654E-06
 57.11800;8.28821E-06;9.7884E-06
 57.23300;8.32098E-06;9.83299E-06
 57.35700;8.35117E-06;9.87915E-06
 57.47800;8.36581E-06;9.91255E-06
 57.59600;8.36606E-06;9.90694E-06
 57.71900;8.37008E-06;9.84764E-06
 57.83700;8.38852E-06;9.7663E-06
 57.95700;8.41812E-06;9.71075E-06
 58.07700;8.45012E-06;9.68174E-06
 58.20100;8.47672E-06;9.67098E-06
 58.31900;8.4976E-06;9.66761E-06
 58.44000;8.50632E-06;9.63288E-06
 58.56100;8.48933E-06;9.57582E-06
 58.68100;8.45222E-06;9.55928E-06
 58.79900;8.42289E-06;9.6086E-06
 58.92100;8.42978E-06;9.71497E-06
 59.04100;8.48309E-06;9.85528E-06
 59.16300;8.56132E-06;9.95262E-06
 59.28400;8.60914E-06;9.94594E-06
 59.40200;8.59214E-06;9.8851E-06
 59.52100;8.5379E-06;9.85231E-06
 59.64100;8.50012E-06;9.85773E-06
 59.76600;8.5218E-06;9.88034E-06
 59.88400;8.597E-06;9.87545E-06
 60.00600;8.6793E-06;9.79996E-06
 60.12500;8.7345E-06;9.69502E-06
 60.24400;8.75037E-06;9.65968E-06
 60.36400;8.72744E-06;9.7167E-06
 60.48500;8.66975E-06;9.80166E-06
 60.60600;8.5995E-06;9.86908E-06
 60.72900;8.55226E-06;9.86077E-06
 60.85000;8.55664E-06;9.75386E-06
 60.97000;8.61557E-06;9.61992E-06
 61.08900;8.69372E-06;9.53082E-06
 61.20800;8.74915E-06;9.51428E-06
 61.32900;8.76479E-06;9.58201E-06
 61.44500;8.75032E-06;9.73673E-06
 61.57200;8.72039E-06;9.91718E-06
 61.69200;8.69566E-06;1.00445E-05
 61.80800;8.70861E-06;1.00597E-05
 61.93100;8.76877E-06;9.93343E-06
 62.05300;8.8432E-06;9.73446E-06
 62.16800;8.89365E-06;9.57252E-06
 62.28900;8.91016E-06;9.52259E-06
 62.41300;8.90985E-06;9.59024E-06
 62.53300;8.9167E-06;9.72453E-06
 62.65400;8.92143E-06;9.84139E-06
 62.77200;8.88998E-06;9.87895E-06
 62.89100;8.82065E-06;9.85063E-06
 63.01500;8.76664E-06;9.80814E-06
 63.13300;8.76615E-06;9.81173E-06
 63.25500;8.79873E-06;9.87786E-06
 63.37400;8.8426E-06;9.9526E-06
 63.49300;8.88317E-06;9.97157E-06
 63.61600;8.91836E-06;9.91662E-06
 63.73400;8.95842E-06;9.82016E-06
 63.85400;8.98667E-06;9.73916E-06
 63.97900;8.97468E-06;9.71683E-06
 64.09700;8.92714E-06;9.77071E-06
 64.22100;8.86848E-06;9.85812E-06
 64.33600;8.81058E-06;9.90235E-06
 64.45900;8.78129E-06;9.87381E-06
 64.58100;8.80398E-06;9.79581E-06
 64.70000;8.86853E-06;9.73046E-06
 64.81800;8.95772E-06;9.73255E-06
 64.93900;9.0364E-06;9.78835E-06
 65.05600;9.06992E-06;9.82885E-06
 65.18100;9.05818E-06;9.82069E-06
 65.30100;9.03272E-06;9.81155E-06
 65.42000;9.0258E-06;9.84138E-06
 65.54400;9.05109E-06;9.89592E-06
 65.66100;9.10232E-06;9.94333E-06
 65.78000;9.13934E-06;9.95416E-06
 65.90200;9.12598E-06;9.93614E-06
 66.02200;9.04651E-06;9.92033E-06
 66.14300;8.92592E-06;9.90823E-06
 66.26100;8.81943E-06;9.85689E-06
 66.38500;8.77898E-06;9.76982E-06
 66.50300;8.8362E-06;9.71344E-06
 66.62200;8.96413E-06;9.72094E-06
 66.74000;9.09906E-06;9.79929E-06
 66.86400;9.17679E-06;9.91425E-06
 66.98400;9.16566E-06;9.99273E-06
 67.10400;9.08141E-06;9.99909E-06
 67.22500;8.98957E-06;9.93152E-06
 67.34100;8.96072E-06;9.79677E-06
 67.46700;9.01422E-06;9.64871E-06
 67.58300;9.12888E-06;9.57877E-06
 67.70400;9.26009E-06;9.62604E-06
 67.82600;9.37297E-06;9.76402E-06
 67.94300;9.44457E-06;9.91675E-06
 68.06400;9.44393E-06;9.99227E-06
 68.18200;9.36163E-06;9.97035E-06
 68.29900;9.22042E-06;9.88725E-06
 68.42300;9.07557E-06;9.79071E-06
 68.54400;8.99058E-06;9.73076E-06
 68.66300;8.98181E-06;9.71779E-06
 68.78300;9.01458E-06;9.73381E-06
 68.90600;9.04712E-06;9.76826E-06
 69.02100;9.06729E-06;9.80754E-06
 69.14600;9.09596E-06;9.83621E-06
 69.26100;9.16921E-06;9.84279E-06
 69.38000;9.29727E-06;9.8351E-06
 69.50300;9.43433E-06;9.84019E-06
 69.62200;9.50409E-06;9.88718E-06
 69.74200;9.45914E-06;9.96918E-06
 69.86500;9.33596E-06;1.00394E-05
 69.98100;9.23012E-06;1.00539E-05
 70.10200;9.20443E-06;9.99015E-06
 70.22100;9.26489E-06;9.87989E-06
 70.34200;9.35793E-06;9.78526E-06
 70.46300;9.40125E-06;9.74206E-06
 70.58000;9.37333E-06;9.75626E-06
 70.70200;9.30014E-06;9.81745E-06
 70.82100;9.20795E-06;9.88916E-06
 70.94100;9.1328E-06;9.92637E-06
 71.06100;9.11252E-06;9.9053E-06
 71.18000;9.1591E-06;9.83537E-06
 71.29900;9.2472E-06;9.74617E-06
 71.41700;9.34574E-06;9.68292E-06
 71.53600;9.41804E-06;9.67703E-06
 71.65400;9.43807E-06;9.71861E-06
 71.77700;9.4093E-06;9.8014E-06
 71.89300;9.34938E-06;9.89779E-06
 72.01200;9.28943E-06;9.96909E-06
 72.13200;9.25882E-06;1.00048E-05
 72.25600;9.27506E-06;9.99092E-06
 72.37200;9.31235E-06;9.92679E-06
 72.49200;9.33517E-06;9.83088E-06
 72.61100;9.34853E-06;9.72804E-06
 72.72800;9.39257E-06;9.6615E-06
 72.85000;9.49208E-06;9.67916E-06
 72.96900;9.61023E-06;9.79031E-06
 73.08800;9.68285E-06;9.93558E-06
 73.20500;9.66026E-06;1.00418E-05
 73.32200;9.54881E-06;1.00487E-05
 73.44100;9.40769E-06;9.96188E-06
 73.56200;9.29821E-06;9.85533E-06
 73.68100;9.2618E-06;9.78293E-06
 73.79900;9.30898E-06;9.78098E-06
 73.91900;9.39442E-06;9.8261E-06
 74.03800;9.43612E-06;9.86693E-06
 74.15600;9.39057E-06;9.87623E-06
 74.27700;9.30047E-06;9.85759E-06
 74.39600;9.2664E-06;9.83653E-06
 74.51300;9.35914E-06;9.81916E-06
 74.63300;9.54298E-06;9.81631E-06
 74.74900;9.69841E-06;9.8357E-06
 74.87200;9.73611E-06;9.87623E-06
 74.99100;9.6519E-06;9.93506E-06
 75.10700;9.51534E-06;9.99832E-06
 75.22700;9.43875E-06;1.00364E-05
 75.34400;9.47549E-06;1.00334E-05
 75.46600;9.57229E-06;1.00006E-05
 75.58200;9.63624E-06;9.94612E-06
 75.70200;9.6159E-06;9.88478E-06
 75.82000;9.53088E-06;9.84436E-06
 75.94000;9.45136E-06;9.83814E-06
 76.05700;9.44017E-06;9.87557E-06
 76.17500;9.48812E-06;9.95835E-06
 76.29400;9.54945E-06;1.00517E-05
 76.41200;9.59988E-06;1.01105E-05
 76.52900;9.60937E-06;1.01128E-05
 76.65000;9.56033E-06;1.00626E-05
 76.76700;9.49318E-06;9.98219E-06
 76.88400;9.45475E-06;9.90679E-06
 77.00600;9.45937E-06;9.8684E-06
 77.12000;9.49328E-06;9.87317E-06
 77.24100;9.53005E-06;9.89446E-06
 77.35900;9.55158E-06;9.90651E-06
 77.47900;9.56036E-06;9.88587E-06
 77.59600;9.56955E-06;9.83622E-06
 77.70900;9.57288E-06;9.81505E-06
 77.83000;9.58371E-06;9.8553E-06
 77.94800;9.62312E-06;9.95153E-06
 78.06700;9.67191E-06;1.00606E-05
 78.18500;9.69837E-06;1.01244E-05
 78.30200;9.67937E-06;1.01124E-05
 78.41800;9.6182E-06;1.00451E-05
 78.53900;9.54151E-06;9.97565E-06
 78.65800;9.47831E-06;9.93422E-06
 78.77400;9.45417E-06;9.93858E-06
 78.89000;9.48884E-06;9.98223E-06
 79.00900;9.588E-06;1.00528E-05
 79.12600;9.71165E-06;1.01172E-05
 79.24500;9.79277E-06;1.01295E-05
 79.36300;9.80383E-06;1.00819E-05
 79.48200;9.76023E-06;1.00089E-05
 79.59700;9.70556E-06;9.96052E-06
 79.71700;9.67824E-06;9.96464E-06
 79.83100;9.67871E-06;1.00159E-05
 79.94700;9.68781E-06;1.00626E-05
 80.06700;9.69299E-06;1.00699E-05
 80.18500;9.69642E-06;1.00283E-05
 80.30100;9.70155E-06;9.95726E-06
 80.41800;9.71051E-06;9.89538E-06
 80.53500;9.72738E-06;9.86341E-06
 80.65600;9.75298E-06;9.86205E-06
 80.77000;9.7833E-06;9.85293E-06
 80.88900;9.81238E-06;9.81844E-06
 81.00700;9.82723E-06;9.77936E-06
 81.12400;9.81837E-06;9.76831E-06
 81.24000;9.79034E-06;9.80985E-06
 81.35700;9.7441E-06;9.90804E-06
 81.47700;9.68122E-06;1.00395E-05
 81.59200;9.6169E-06;1.01448E-05
 81.70800;9.57651E-06;1.01754E-05
 81.82500;9.59325E-06;1.01091E-05
 81.94200;9.68005E-06;9.97965E-06
 82.05900;9.78937E-06;9.8766E-06
 82.17600;9.83901E-06;9.86923E-06
 82.29500;9.81079E-06;9.95914E-06
 82.41100;9.7529E-06;1.00884E-05
 82.52700;9.71938E-06;1.01844E-05
 82.64100;9.7356E-06;1.01937E-05
 82.75800;9.76961E-06;1.01096E-05
 82.87700;9.79637E-06;9.9681E-06
 82.99400;9.83823E-06;9.83587E-06
 83.11000;9.90336E-06;9.77178E-06
 83.22700;9.95455E-06;9.80287E-06
 83.33900;9.94116E-06;9.92408E-06
 83.45600;9.84911E-06;1.00768E-05
 83.57300;9.74307E-06;1.01855E-05
 83.68900;9.71555E-06;1.02101E-05
 83.80600;9.79213E-06;1.01566E-05
 83.92300;9.91036E-06;1.00586E-05
 84.03700;9.98082E-06;9.96787E-06
 84.15500;9.94948E-06;9.92764E-06
 84.27100;9.84252E-06;9.92795E-06
 84.38800;9.73936E-06;9.94021E-06
 84.50400;9.67985E-06;9.9538E-06
 84.61900;9.67555E-06;9.96878E-06
 84.73400;9.71257E-06;9.99323E-06
 84.85200;9.75175E-06;1.00285E-05
 84.96900;9.77502E-06;1.00434E-05
 85.08400;9.79473E-06;1.00053E-05
