rank,genre,platform,decade,sales
4981,Act,Son,2000,0.05
4982,Act,Son,2010,0.05
4983,Act,Nin,2000,0.05
4984,Adv,Com,2000,0.05
4985,Act,Son,2000,0.05
4986,Adv,Son,2010,0.05
4987,Act,Nin,2000,0.05
4988,Act,Son,2010,0.05
4989,Sho,Com,2010,0.05
4990,Rac,MiS,2000,0.05
4991,Sho,MiS,2000,0.05
4992,Act,Son,2010,0.05
4993,Act,MiS,2000,0.05
4994,Act,Nin,2010,0.05
4995,Sho,Son,2000,0.05
4996,Adv,Nin,2010,0.05
4997,Adv,Nin,2000,0.05
4998,Adv,Nin,2010,0.05
4999,Act,Com,2010,0.05
5000,Adv,Nin,1990,0.05
5001,Act,Nin,2010,0.05
5002,Act,Nin,2010,0.05
5003,Rac,Son,1990,0.05
5004,Rac,Nin,2010,0.05
5005,Act,Son,2010,0.05
5006,Act,Nin,2000,0.05
5007,Act,Son,2000,0.05
5008,Act,Son,2010,0.05
5009,Act,Nin,2000,0.05
5010,Act,Nin,2010,0.05
5011,Act,Nin,2010,0.05
5012,Rac,Son,2010,0.05
5013,Act,MiS,2000,0.05
5014,Sho,MiS,2010,0.05
5015,Act,Com,2010,0.05
5016,Sho,Son,2010,0.05
5017,Sho,Com,2010,0.05
5018,Adv,MiS,2000,0.05
5019,Act,MiS,2010,0.05
5020,Act,Nin,2000,0.05
5021,Act,Nin,2000,0.05
5022,Act,Son,2000,0.05
5023,Sho,Son,2000,0.05
5024,Act,Nin,2000,0.05
5025,Act,Son,2000,0.05
5026,Adv,Nin,2000,0.05
5027,Rac,Son,2000,0.05
5028,Act,Nin,2000,0.05
5029,Act,Son,2000,0.05
5030,Act,MiS,2000,0.05
5031,Act,Son,2000,0.05
5032,Act,Nin,2000,0.05
5033,Adv,Son,2010,0.05
5034,Rac,MiS,2000,0.05
5035,Act,Nin,2000,0.05
5036,Rac,MiS,2000,0.05
5037,Rac,Son,2000,0.05
5038,Sho,MiS,2010,0.05
5039,Act,Son,1990,0.05
5040,Adv,Son,2000,0.05
5041,Sho,Son,2010,0.05
5042,Sho,Nin,2000,0.05
5043,Adv,Son,2010,0.05
5044,Rac,Son,2010,0.05
5045,Rac,Son,2000,0.05
5046,Act,Nin,2000,0.05
5047,Adv,Son,2010,0.05
5048,Adv,Nin,2000,0.05
5049,Sho,Com,2000,0.05
5050,Rac,Son,2000,0.05
5051,Adv,Son,2000,0.05
5052,Sho,MiS,2010,0.05
5053,Adv,Com,2010,0.05
5054,Adv,Nin,2000,0.05
5055,Adv,Son,2000,0.05
5056,Act,Son,1990,0.05
5057,Adv,Nin,2000,0.05
5058,Rac,Son,2000,0.05
5059,Sho,Son,1990,0.05
5060,Adv,Nin,2000,0.05
5061,Rac,Nin,2000,0.05
5062,Act,Son,2010,0.05
5063,Adv,Nin,2010,0.05
5064,Rac,Nin,2000,0.05
5065,Rac,Son,1990,0.05
5066,Act,Nin,2000,0.05
5067,Adv,Nin,2000,0.05
5068,Sho,Son,1990,0.05
5069,Adv,Son,2010,0.05
5070,Act,Son,2000,0.05
5071,Rac,Nin,2000,0.05
5072,Act,Nin,2000,0.05
5073,Sho,Son,2000,0.05
5074,Act,Com,2010,0.05
5075,Act,MiS,2000,0.05
5076,Rac,Son,2000,0.05
5077,Adv,Son,2010,0.05
5078,Act,MiS,2010,0.05
5079,Act,Son,1990,0.05
5080,Rac,Com,2000,0.05
5081,Act,Nin,2010,0.05
5082,Act,Nin,2000,0.05
5083,Adv,Nin,2000,0.05
5084,Sho,Com,2010,0.05
5085,Adv,Nin,2010,0.05
5086,Act,Son,2010,0.05
5087,Adv,Son,2000,0.05
5088,Adv,Son,2010,0.05
5089,Adv,Son,1990,0.05
5090,Act,MiS,2010,0.05
5091,Adv,Son,2000,0.05
5092,Rac,Com,2000,0.05
5093,Act,Nin,2010,0.05
5094,Adv,Son,2010,0.05
5095,Act,Nin,2000,0.05
5096,Act,Nin,2000,0.05
5097,Adv,Son,2000,0.05
5098,Sho,Son,1990,0.05
5099,Act,Nin,2000,0.05
5100,Rac,MiS,2010,0.05
5101,Rac,Son,2000,0.05
5102,Sho,Com,2000,0.05
5103,Adv,Son,2000,0.05
5104,Sho,MiS,2000,0.05
5105,Act,Nin,2010,0.05
5106,Act,Com,2000,0.05
5107,Rac,Son,2000,0.05
5108,Act,Nin,2000,0.05
5109,Act,Nin,2000,0.05
5110,Adv,Son,2010,0.05
5111,Adv,Nin,2000,0.05
5112,Act,Son,2010,0.05
5113,Rac,Son,2000,0.05
5114,Sho,Nin,2010,0.05
5115,Adv,Nin,2000,0.05
5116,Act,MiS,2010,0.05
5117,Sho,Nin,1990,0.05
5118,Rac,Com,2000,0.05
5119,Act,Nin,2010,0.05
5120,Sho,Nin,2000,0.05
5121,Adv,Son,2000,0.05
5122,Act,Nin,2000,0.05
5123,Act,MiS,2000,0.05
5124,Adv,Nin,2000,0.05
5125,Rac,Nin,2000,0.05
5126,Sho,Com,2000,0.05
5127,Act,Son,2000,0.05
5128,Adv,Nin,2010,0.05
5129,Rac,Nin,2000,0.05
5130,Act,MiS,2000,0.05
5131,Act,MiS,2000,0.05
5132,Rac,MiS,2000,0.05
5133,Adv,Nin,2010,0.05
5134,Rac,MiS,2000,0.05
5135,Adv,Son,2010,0.05
5136,Act,Nin,2000,0.05
5137,Act,Son,2010,0.05
5138,Sho,Son,2010,0.05
5139,Sho,Son,2010,0.05
5140,Adv,Nin,2000,0.05
5141,Adv,Nin,2000,0.05
5142,Act,Nin,2000,0.05
5143,Sho,Com,2010,0.05
5144,Act,Nin,2010,0.05
5145,Rac,Nin,2000,0.05
5146,Rac,MiS,2010,0.05
5147,Sho,MiS,2000,0.05
5148,Adv,Nin,2000,0.05
5149,Adv,Son,2010,0.05
5150,Adv,Son,2010,0.05
5151,Act,Son,2000,0.05
5152,Adv,Son,2000,0.05
5153,Sho,MiS,2000,0.05
5154,Adv,Son,2010,0.05
5155,Rac,Nin,2000,0.05
5156,Sho,Son,1990,0.05
5157,Adv,Son,2010,0.05
5158,Act,Nin,2000,0.05
5159,Act,MiS,2000,0.05
5160,Rac,Com,2010,0.05
5161,Rac,Nin,2010,0.05
5162,Adv,Son,2010,0.05
5163,Sho,Son,2000,0.05
5164,Act,Nin,2010,0.05
5165,Adv,Son,1990,0.05
5166,Adv,Nin,2000,0.05
5167,Act,MiS,2010,0.05
5168,Rac,MiS,2010,0.05
5169,Sho,Nin,2000,0.05
5170,Act,Nin,2000,0.05
5171,Sho,Nin,1990,0.05
5172,Act,Com,2000,0.05
5173,Rac,Son,2010,0.05
5174,Adv,Nin,2000,0.05
5175,Adv,Com,2000,0.05
5176,Rac,Nin,2000,0.05
5177,Rac,Son,1990,0.05
5178,Sho,Nin,2000,0.05
5179,Rac,Nin,2000,0.05
5180,Act,Nin,2000,0.05
5181,Rac,Nin,2000,0.05
5182,Act,Son,2000,0.05
5183,Adv,Nin,2000,0.05
5184,Rac,Son,2000,0.05
5185,Act,Son,2010,0.05
5186,Adv,Nin,2000,0.05
5187,Adv,Nin,2000,0.05
5188,Sho,MiS,2010,0.05
5189,Adv,Son,2010,0.05
5190,Adv,Son,1990,0.05
5191,Sho,Nin,2010,0.05
5192,Sho,Com,2000,0.05
5193,Act,Son,2010,0.05
5194,Sho,MiS,2010,0.05
5195,Act,Nin,2000,0.05
5196,Sho,MiS,2000,0.05
5197,Act,Nin,2000,0.05
5198,Act,Son,2010,0.05
5199,Adv,Nin,2000,0.05
5200,Act,Com,2000,0.05
5201,Rac,Nin,1990,0.05
5202,Sho,Com,2010,0.05
5203,Adv,MiS,2010,0.05
5204,Act,Nin,2010,0.05
5205,Adv,Com,2000,0.05
5206,Sho,MiS,2000,0.05
5207,Adv,Nin,2010,0.05
5208,Sho,Nin,2000,0.05
5209,Sho,Nin,2010,0.05
5210,Rac,Son,2000,0.05
5211,Act,Nin,2000,0.04
5212,Adv,Com,2000,0.04
5213,Adv,Son,2000,0.04
5214,Act,Son,1990,0.04
5215,Act,Nin,2000,0.04
5216,Sho,Nin,2000,0.04
5217,Act,Com,2000,0.04
5218,Rac,Nin,2010,0.04
5219,Sho,MiS,2000,0.04
5220,Act,Son,2000,0.04
5221,Act,MiS,2010,0.04
5222,Act,Nin,2000,0.04
5223,Sho,Com,2010,0.04
5224,Sho,Nin,2000,0.04
5225,Act,Son,2000,0.04
5226,Rac,MiS,2000,0.04
5227,Rac,Son,2010,0.04
5228,Act,Nin,2000,0.04
5229,Act,Nin,2000,0.04
5230,Act,Son,2000,0.04
5231,Adv,Son,2000,0.04
5232,Act,Nin,2000,0.04
5233,Adv,Nin,2000,0.04
5234,Rac,MiS,2000,0.04
5235,Sho,Son,2000,0.04
5236,Act,Son,2000,0.04
5237,Act,Son,2000,0.04
5238,Rac,Nin,2000,0.04
5239,Sho,Nin,2000,0.04
5240,Rac,Com,2010,0.04
5241,Adv,Son,2010,0.04
5242,Act,Nin,2000,0.04
5243,Act,Nin,2000,0.04
5244,Adv,Nin,2010,0.04
5245,Adv,Son,2010,0.04
5246,Sho,Son,2010,0.04
5247,Sho,Nin,2000,0.04
5248,Sho,Nin,2000,0.04
5249,Act,Com,2010,0.04
5250,Act,Nin,2010,0.04
5251,Act,Nin,2000,0.04
5252,Adv,Son,2010,0.04
5253,Adv,Son,2000,0.04
5254,Adv,Son,2000,0.04
5255,Adv,Com,2010,0.04
5256,Rac,Com,2000,0.04
5257,Act,Nin,2000,0.04
5258,Adv,Nin,2000,0.04
5259,Act,Son,1990,0.04
5260,Adv,Son,2000,0.04
5261,Act,Son,2000,0.04
5262,Adv,Son,2000,0.04
5263,Rac,MiS,2000,0.04
5264,Adv,Son,2010,0.04
5265,Act,Nin,2000,0.04
5266,Act,Nin,2000,0.04
5267,Act,Nin,2000,0.04
5268,Act,Nin,2000,0.04
5269,Sho,Nin,2000,0.04
5270,Act,Nin,2010,0.04
5271,Adv,Nin,2000,0.04
5272,Act,Com,2000,0.04
5273,Adv,Nin,2000,0.04
5274,Act,Nin,2010,0.04
5275,Act,Nin,2000,0.04
5276,Rac,MiS,2000,0.04
5277,Act,Son,2000,0.04
5278,Act,Nin,2010,0.04
5279,Sho,Nin,2000,0.04
5280,Sho,MiS,2010,0.04
5281,Act,Son,2010,0.04
5282,Sho,Nin,2010,0.04
5283,Act,Son,2000,0.04
5284,Adv,Com,2010,0.04
5285,Act,Nin,2010,0.04
5286,Act,Com,2000,0.04
5287,Adv,Son,2010,0.04
5288,Adv,Nin,2010,0.04
5289,Sho,MiS,2000,0.04
5290,Act,Son,2010,0.04
5291,Act,Son,2010,0.04
5292,Act,MiS,2010,0.04
5293,Act,Nin,2010,0.04
5294,Act,Nin,2010,0.04
5295,Rac,Son,2000,0.04
5296,Act,Son,2000,0.04
5297,Act,Son,2000,0.04
5298,Adv,Son,2010,0.04
5299,Rac,Son,2000,0.04
5300,Rac,Nin,2000,0.04
5301,Act,Nin,2000,0.04
5302,Adv,Son,2010,0.04
5303,Adv,MiS,2010,0.04
5304,Adv,Son,2010,0.04
5305,Sho,Com,2010,0.04
5306,Rac,Son,2000,0.04
5307,Adv,Son,2000,0.04
5308,Sho,Son,2000,0.04
5309,Act,Nin,2000,0.04
5310,Adv,Son,2010,0.04
5311,Sho,Son,1990,0.04
5312,Act,Nin,2010,0.04
5313,Sho,Son,2000,0.04
5314,Rac,Son,2000,0.04
5315,Act,Son,2000,0.04
5316,Sho,Nin,2000,0.04
5317,Adv,Son,2010,0.04
5318,Rac,Com,2010,0.04
5319,Act,Son,2010,0.04
5320,Rac,Nin,2010,0.04
5321,Sho,MiS,2010,0.04
5322,Act,Nin,2010,0.04
5323,Act,Com,2000,0.04
5324,Act,Son,2000,0.04
5325,Rac,Nin,1990,0.04
5326,Rac,Nin,1990,0.04
5327,Rac,Nin,1990,0.04
5328,Act,Son,2000,0.04
5329,Act,Son,2010,0.04
5330,Act,Com,2010,0.04
5331,Act,MiS,2000,0.04
5332,Sho,Son,1990,0.04
5333,Rac,Son,2010,0.04
5334,Act,Son,2010,0.04
5335,Adv,Son,2000,0.04
5336,Adv,Son,2010,0.04
5337,Sho,Son,2000,0.04
5338,Rac,Son,2000,0.04
5339,Adv,Nin,2000,0.04
5340,Act,MiS,2010,0.04
5341,Adv,Nin,2010,0.04
5342,Act,Son,2000,0.04
5343,Adv,Son,2000,0.04
5344,Adv,Son,2010,0.04
5345,Adv,Com,2010,0.04
5346,Adv,Son,2010,0.04
5347,Act,MiS,2000,0.04
5348,Act,Son,2000,0.04
5349,Sho,Son,2000,0.04
5350,Adv,Son,2010,0.04
5351,Adv,Nin,2010,0.04
5352,Act,Com,2010,0.04
5353,Act,Son,2010,0.04
5354,Sho,Nin,2000,0.04
5355,Adv,Nin,2000,0.04
5356,Adv,Son,2000,0.04
5357,Act,Son,2000,0.04
5358,Adv,Nin,2000,0.04
5359,Rac,Nin,2000,0.04
5360,Adv,Nin,2010,0.04
5361,Rac,MiS,2000,0.04
5362,Act,Nin,2000,0.04
5363,Act,Com,2010,0.04
5364,Act,Son,1990,0.04
5365,Sho,Nin,2000,0.04
5366,Act,Son,2010,0.04
5367,Act,Son,2010,0.04
5368,Rac,Son,2000,0.04
5369,Adv,MiS,2000,0.04
5370,Adv,Son,2010,0.04
5371,Adv,Nin,2010,0.04
5372,Act,Com,2000,0.04
5373,Adv,Son,2000,0.04
5374,Adv,MiS,2010,0.04
5375,Act,Son,2010,0.04
5376,Rac,MiS,2000,0.04
5377,Act,MiS,2010,0.04
5378,Act,Com,2000,0.04
5379,Act,Son,2000,0.04
5380,Act,MiS,2010,0.04
5381,Rac,Nin,2000,0.04
5382,Adv,Son,2000,0.04
5383,Rac,Son,2000,0.04
5384,Sho,Com,2000,0.04
5385,Act,Nin,2010,0.04
5386,Rac,MiS,2000,0.04
5387,Rac,Com,2000,0.04
5388,Rac,Son,2000,0.04
5389,Adv,Nin,2000,0.04
5390,Act,Son,2000,0.04
5391,Adv,Son,1990,0.04
5392,Sho,Son,1990,0.04
5393,Act,Nin,2010,0.04
5394,Act,Com,2000,0.04
5395,Act,Com,2000,0.04
5396,Sho,Son,1990,0.04
5397,Act,Com,2010,0.04
5398,Adv,Com,2000,0.04
5399,Act,Nin,2000,0.04
5400,Act,Nin,2000,0.04
5401,Act,Nin,2010,0.04
5402,Act,Son,2010,0.04
5403,Act,Nin,2000,0.04
5404,Act,Son,2010,0.04
5405,Adv,Son,2000,0.04
5406,Sho,Nin,2000,0.04
5407,Adv,Son,2010,0.04
5408,Adv,Nin,2010,0.04
5409,Adv,Son,2010,0.04
5410,Sho,Nin,2000,0.04
5411,Adv,Son,2000,0.04
5412,Rac,MiS,2000,0.04
5413,Adv,Son,2000,0.04
5414,Sho,Nin,2000,0.04
5415,Act,MiS,2010,0.04
5416,Rac,Nin,2000,0.04
5417,Rac,Son,2000,0.04
5418,Sho,MiS,2010,0.04
5419,Adv,Nin,2000,0.04
5420,Act,MiS,2010,0.04
5421,Act,Nin,2010,0.04
5422,Act,Son,2000,0.04
5423,Sho,Nin,2000,0.04
5424,Adv,Son,2010,0.04
5425,Act,Nin,2000,0.04
5426,Sho,Nin,2000,0.04
5427,Act,Son,2010,0.04
5428,Adv,Son,2010,0.04
5429,Adv,Nin,2000,0.04
5430,Act,Nin,2000,0.04
5431,Act,Son,2010,0.04
5432,Adv,MiS,2000,0.04
5433,Adv,Com,2010,0.04
5434,Adv,Son,2000,0.04
5435,Sho,MiS,2010,0.04
5436,Rac,Son,2000,0.04
5437,Sho,Son,2000,0.04
5438,Rac,MiS,2000,0.04
5439,Act,MiS,2000,0.04
5440,Adv,Nin,2010,0.04
5441,Act,Son,2010,0.04
5442,Act,MiS,2000,0.04
5443,Sho,Nin,2000,0.04
5444,Adv,Son,2010,0.04
5445,Adv,Son,2010,0.04
5446,Adv,Son,2000,0.04
5447,Sho,Com,2000,0.04
5448,Sho,Son,2000,0.04
5449,Adv,Son,2000,0.04
5450,Act,Son,2010,0.04
5451,Sho,MiS,2000,0.04
5452,Adv,MiS,2000,0.04
5453,Act,Com,2000,0.04
5454,Sho,MiS,2010,0.04
5455,Act,Nin,2000,0.04
5456,Act,Nin,2010,0.04
5457,Act,Nin,2010,0.04
5458,Act,Nin,2000,0.04
5459,Act,Nin,2000,0.04
5460,Adv,Son,2010,0.04
5461,Act,Com,2000,0.04
5462,Rac,Nin,2000,0.04
5463,Rac,Son,2000,0.04
5464,Act,Com,2000,0.04
5465,Act,Son,2010,0.04
5466,Act,Com,2010,0.04
5467,Adv,Son,2000,0.04
5468,Sho,MiS,2000,0.04
5469,Sho,Com,2000,0.04
5470,Sho,Son,2010,0.04
5471,Adv,Son,2010,0.04
5472,Adv,Son,2010,0.04
5473,Adv,Nin,2010,0.04
5474,Act,Son,2010,0.04
5475,Rac,Nin,2000,0.03
5476,Act,Nin,2010,0.03
5477,Act,Son,2010,0.03
5478,Act,Nin,2000,0.03
5479,Act,Son,2010,0.03
5480,Sho,Nin,2010,0.03
5481,Act,Son,2010,0.03
5482,Rac,MiS,2000,0.03
5483,Adv,Son,2010,0.03
5484,Act,Son,2000,0.03
5485,Act,Son,2000,0.03
5486,Act,Nin,2000,0.03
5487,Act,Son,2010,0.03
5488,Adv,Nin,2000,0.03
5489,Act,Nin,2000,0.03
5490,Rac,Son,2000,0.03
5491,Adv,Com,2000,0.03
5492,Rac,MiS,2000,0.03
5493,Rac,Nin,2010,0.03
5494,Act,Nin,2000,0.03
5495,Sho,Nin,2000,0.03
5496,Sho,Son,2010,0.03
5497,Sho,Com,2000,0.03
5498,Rac,Son,2000,0.03
5499,Act,Nin,2000,0.03
5500,Adv,Son,2010,0.03
5501,Act,Nin,2010,0.03
5502,Act,Nin,2000,0.03
5503,Act,Nin,2010,0.03
5504,Adv,Nin,2000,0.03
5505,Adv,Son,2000,0.03
5506,Adv,Son,2000,0.03
5507,Rac,Nin,2000,0.03
5508,Rac,Son,2000,0.03
5509,Act,Nin,2010,0.03
5510,Rac,Nin,2000,0.03
5511,Sho,Nin,2000,0.03
5512,Sho,Son,2000,0.03
5513,Sho,MiS,2000,0.03
5514,Rac,Son,2010,0.03
5515,Act,MiS,2010,0.03
5516,Act,Son,2000,0.03
5517,Act,Son,1990,0.03
5518,Adv,MiS,2010,0.03
5519,Adv,Son,2010,0.03
5520,Adv,Son,2010,0.03
5521,Sho,Com,2000,0.03
5522,Rac,Nin,2000,0.03
5523,Rac,Nin,2000,0.03
5524,Act,Nin,2010,0.03
5525,Act,Son,2000,0.03
5526,Rac,Com,2000,0.03
5527,Act,Son,2010,0.03
5528,Adv,Son,2000,0.03
5529,Act,Com,2000,0.03
5530,Act,Nin,2010,0.03
5531,Sho,Com,2000,0.03
5532,Act,Nin,2000,0.03
5533,Adv,Son,1990,0.03
5534,Sho,Nin,2000,0.03
5535,Adv,Son,1990,0.03
5536,Adv,Son,2000,0.03
5537,Adv,Nin,2000,0.03
5538,Rac,Son,2010,0.03
5539,Adv,Nin,2000,0.03
5540,Adv,Nin,2000,0.03
5541,Act,Com,2010,0.03
5542,Adv,Son,2010,0.03
5543,Rac,Nin,2010,0.03
5544,Rac,Com,2010,0.03
5545,Act,Son,2010,0.03
5546,Sho,Son,1990,0.03
5547,Act,MiS,2000,0.03
5548,Act,Son,2010,0.03
5549,Act,Com,2010,0.03
5550,Act,Nin,2000,0.03
5551,Adv,Com,2000,0.03
5552,Rac,MiS,2000,0.03
5553,Rac,Com,2010,0.03
5554,Rac,Nin,2000,0.03
5555,Rac,Son,2000,0.03
5556,Adv,Nin,2010,0.03
5557,Act,Com,2010,0.03
5558,Act,Son,2010,0.03
5559,Adv,Com,2010,0.03
5560,Adv,Com,2010,0.03
5561,Act,Nin,2000,0.03
5562,Act,Son,2000,0.03
5563,Adv,Nin,2000,0.03
5564,Act,Son,2000,0.03
5565,Adv,Son,2010,0.03
5566,Act,Nin,2010,0.03
5567,Adv,Nin,2000,0.03
5568,Adv,Com,2010,0.03
5569,Adv,Nin,2010,0.03
5570,Act,Nin,2010,0.03
5571,Act,Nin,2010,0.03
5572,Rac,Nin,2000,0.03
5573,Adv,Son,2000,0.03
5574,Adv,Nin,2010,0.03
5575,Adv,Nin,2000,0.03
5576,Adv,Com,2010,0.03
5577,Adv,Son,2010,0.03
5578,Rac,Nin,2000,0.03
5579,Adv,Son,2000,0.03
5580,Act,Son,2000,0.03
5581,Adv,Nin,2010,0.03
5582,Act,Son,1990,0.03
5583,Adv,MiS,2010,0.03
5584,Act,Nin,2010,0.03
5585,Act,Nin,2000,0.03
5586,Sho,MiS,2000,0.03
5587,Rac,Nin,2000,0.03
5588,Adv,Son,2010,0.03
5589,Rac,Nin,2000,0.03
5590,Adv,Son,2010,0.03
5591,Adv,Nin,2000,0.03
5592,Adv,Son,2010,0.03
5593,Adv,Son,2010,0.03
5594,Adv,Son,2000,0.03
5595,Act,Nin,2010,0.03
5596,Act,Com,2000,0.03
5597,Sho,MiS,2000,0.03
5598,Act,Nin,2010,0.03
5599,Adv,Son,2010,0.03
5600,Adv,Nin,2010,0.03
5601,Rac,MiS,2010,0.03
5602,Adv,Son,2010,0.03
5603,Act,Com,2000,0.03
5604,Act,Son,2000,0.03
5605,Act,Nin,2000,0.03
5606,Act,Nin,2000,0.03
5607,Act,MiS,2000,0.03
5608,Adv,Son,2010,0.03
5609,Act,Son,2010,0.03
5610,Adv,Nin,2000,0.03
5611,Rac,Son,1990,0.03
5612,Act,Nin,2000,0.03
5613,Adv,Son,2010,0.03
5614,Act,Com,2010,0.03
5615,Act,Son,2010,0.03
5616,Act,Son,2010,0.03
5617,Adv,Son,1990,0.03
5618,Adv,Son,2000,0.03
5619,Sho,Com,2000,0.03
5620,Act,Nin,2010,0.03
5621,Rac,Son,1990,0.03
5622,Adv,Nin,2010,0.03
5623,Adv,Nin,2000,0.03
5624,Act,Nin,2000,0.03
5625,Rac,MiS,2000,0.03
5626,Act,Son,2000,0.03
5627,Adv,Son,2000,0.03
5628,Sho,Son,1990,0.03
5629,Act,Nin,2010,0.03
5630,Act,Com,2000,0.03
5631,Act,Nin,2010,0.03
5632,Act,MiS,2010,0.03
5633,Sho,Son,2010,0.03
5634,Rac,Son,2000,0.03
5635,Adv,Nin,2000,0.03
5636,Rac,Nin,2000,0.03
5637,Act,Nin,1990,0.03
5638,Adv,Nin,2000,0.03
5639,Act,Nin,2000,0.03
5640,Rac,Com,2000,0.03
5641,Act,Son,2000,0.03
5642,Adv,Nin,2000,0.03
5643,Adv,Son,2010,0.03
5644,Adv,Son,2010,0.03
5645,Adv,Son,2000,0.03
5646,Sho,Com,2010,0.03
5647,Sho,Son,1990,0.03
5648,Act,Nin,2000,0.03
5649,Adv,Nin,2010,0.03
5650,Adv,Nin,2000,0.03
5651,Sho,Nin,2000,0.03
5652,Act,Com,2010,0.03
5653,Rac,Com,2010,0.03
5654,Adv,Son,2000,0.03
5655,Act,Nin,2000,0.03
5656,Act,MiS,2000,0.03
5657,Act,MiS,2010,0.03
5658,Act,Com,2000,0.03
5659,Rac,Nin,2000,0.03
5660,Act,Nin,2010,0.03
5661,Rac,Nin,2010,0.03
5662,Act,Nin,2000,0.03
5663,Adv,Nin,2000,0.03
5664,Adv,Nin,2010,0.03
5665,Act,Son,2010,0.03
5666,Adv,Com,2000,0.03
5667,Act,Nin,2000,0.03
5668,Adv,Son,2000,0.03
5669,Adv,Nin,2000,0.03
5670,Act,Nin,2000,0.03
5671,Act,Nin,2010,0.03
5672,Act,Com,2000,0.03
5673,Act,Son,2010,0.03
5674,Sho,Son,2000,0.03
5675,Sho,Com,2000,0.03
5676,Act,Nin,2000,0.03
5677,Adv,MiS,2010,0.03
5678,Act,Son,1990,0.03
5679,Rac,Nin,2000,0.03
5680,Adv,Nin,2000,0.03
5681,Rac,Nin,2000,0.03
5682,Sho,Com,1990,0.03
5683,Act,Nin,2000,0.03
5684,Adv,Son,2010,0.03
5685,Act,Nin,2000,0.03
5686,Act,MiS,2010,0.03
5687,Rac,Son,2000,0.03
5688,Adv,Nin,2010,0.03
5689,Act,Nin,2000,0.03
5690,Act,Nin,2010,0.03
5691,Act,MiS,2010,0.03
5692,Rac,Son,2000,0.03
5693,Sho,MiS,2010,0.03
5694,Act,Com,2000,0.03
5695,Rac,MiS,2000,0.03
5696,Adv,Com,2010,0.03
5697,Adv,Son,2010,0.03
5698,Adv,MiS,2000,0.03
5699,Rac,MiS,2000,0.03
5700,Act,Nin,2000,0.03
5701,Act,Nin,2000,0.03
5702,Adv,Com,2010,0.03
5703,Adv,Nin,2000,0.03
5704,Adv,Son,2010,0.03
5705,Sho,Com,2000,0.03
5706,Adv,Son,2000,0.03
5707,Adv,Son,2010,0.03
5708,Act,Nin,2000,0.03
5709,Act,Nin,2000,0.03
5710,Act,Nin,1990,0.03
5711,Act,Nin,2000,0.03
5712,Act,Com,2000,0.03
5713,Act,MiS,2010,0.03
5714,Rac,Com,2010,0.03
5715,Adv,Son,2010,0.03
5716,Adv,Son,2000,0.03
5717,Adv,Son,2010,0.03
5718,Adv,Son,2010,0.03
5719,Act,Son,2010,0.03
5720,Act,Son,2010,0.03
5721,Act,Nin,2010,0.03
5722,Adv,Nin,2000,0.03
5723,Act,Son,2010,0.03
5724,Adv,Nin,2000,0.03
5725,Act,MiS,2010,0.03
5726,Act,Com,2000,0.03
5727,Act,Nin,2010,0.03
5728,Act,Com,2010,0.03
5729,Rac,Nin,2000,0.03
5730,Act,Son,2000,0.03
5731,Adv,Son,2000,0.03
5732,Adv,Son,2010,0.03
5733,Sho,Nin,2000,0.03
5734,Rac,Son,2000,0.03
5735,Act,Nin,2000,0.03
5736,Act,Son,2010,0.03
5737,Adv,Son,2010,0.03
5738,Sho,Com,2000,0.03
5739,Rac,Nin,2000,0.03
5740,Rac,Nin,2000,0.03
5741,Sho,Nin,2000,0.03
5742,Adv,Nin,2000,0.03
5743,Adv,Nin,2000,0.03
5744,Act,Nin,2010,0.03
5745,Act,Nin,2010,0.03
5746,Act,Son,2010,0.03
5747,Act,Nin,2010,0.03
5748,Act,Son,2010,0.03
5749,Sho,Nin,2000,0.03
5750,Act,Com,2000,0.03
5751,Rac,Com,2010,0.03
5752,Act,Son,2010,0.03
5753,Rac,Nin,2000,0.03
5754,Rac,Nin,2010,0.03
5755,Adv,Son,2010,0.03
5756,Sho,MiS,2010,0.03
5757,Adv,Son,2000,0.03
5758,Act,Nin,2000,0.03
5759,Adv,MiS,2000,0.03
5760,Act,Son,2010,0.03
5761,Adv,Son,2000,0.03
5762,Act,Nin,2000,0.03
5763,Act,Nin,2000,0.03
5764,Act,Nin,2000,0.03
5765,Rac,Com,2010,0.03
5766,Act,Son,2000,0.03
5767,Sho,Com,2000,0.03
5768,Act,Nin,2000,0.03
5769,Act,Son,1990,0.03
5770,Sho,Com,2010,0.03
5771,Rac,Son,2000,0.03
5772,Adv,Son,2010,0.03
5773,Act,Com,2000,0.03
5774,Adv,Son,2010,0.03
5775,Sho,Son,2000,0.03
5776,Sho,Son,2000,0.03
5777,Adv,Son,2010,0.03
5778,Sho,Son,1990,0.03
5779,Adv,Nin,2000,0.03
5780,Sho,MiS,2010,0.03
5781,Act,Son,2010,0.03
5782,Rac,Son,1990,0.03
5783,Act,Nin,2010,0.03
5784,Adv,Son,2010,0.03
5785,Adv,Com,2010,0.03
5786,Act,Nin,2010,0.03
5787,Rac,Nin,2000,0.03
5788,Act,Nin,2000,0.03
5789,Act,Son,2010,0.03
5790,Rac,Nin,2000,0.03
5791,Sho,MiS,2000,0.03
5792,Sho,Com,2000,0.03
5793,Adv,Son,2000,0.03
5794,Adv,Com,2010,0.03
5795,Act,Nin,2010,0.03
5796,Adv,Son,2000,0.03
5797,Act,Nin,2000,0.03
