rank,genre,platform,decade,sales
875,Sho,Son,2010,0.96
876,Sho,Son,2010,0.96
877,Act,Nin,2000,0.96
878,Act,Com,2010,0.96
879,Act,MiS,2010,0.95
880,Act,Son,2000,0.95
881,Act,Nin,2000,0.95
882,Rac,Nin,2010,0.95
883,Act,Son,2000,0.95
884,Act,Son,2010,0.95
885,Sho,Son,2010,0.95
886,Sho,MiS,2010,0.95
887,Act,MiS,2010,0.95
888,Sho,Son,2000,0.94
889,Act,Son,2010,0.94
890,Rac,Son,2000,0.94
891,Sho,Nin,2010,0.94
892,Rac,Nin,2000,0.94
893,Act,Com,2010,0.94
894,Act,Son,2000,0.94
895,Act,MiS,2010,0.94
896,Act,MiS,2000,0.94
897,Sho,Son,2000,0.94
898,Act,Nin,2010,0.94
899,Act,Son,2000,0.94
900,Act,MiS,2000,0.94
901,Sho,MiS,2000,0.93
902,Sho,Com,2010,0.93
903,Rac,Nin,2000,0.93
904,Act,Son,2010,0.93
905,Rac,Nin,2000,0.93
906,Act,Nin,2000,0.93
907,Act,MiS,2010,0.93
908,Rac,Nin,2000,0.93
909,Sho,Son,2000,0.93
910,Rac,Son,1990,0.93
911,Act,Son,2000,0.92
912,Act,Son,2000,0.92
913,Act,Son,2000,0.92
914,Act,MiS,2010,0.92
915,Act,Nin,2000,0.92
916,Adv,Com,2000,0.92
917,Adv,Nin,2010,0.92
918,Sho,MiS,2010,0.92
919,Act,Son,2010,0.92
920,Act,Son,2010,0.92
921,Act,Son,2010,0.92
922,Rac,Nin,2000,0.92
923,Rac,Son,2000,0.92
924,Sho,Son,2000,0.92
925,Sho,Son,2010,0.91
926,Act,Son,2000,0.91
927,Act,Nin,2010,0.91
928,Rac,Son,2000,0.91
929,Act,Son,2000,0.91
930,Rac,Son,2000,0.91
931,Rac,Son,2000,0.91
932,Adv,MiS,2010,0.91
933,Sho,Nin,2000,0.91
934,Act,Son,2000,0.91
935,Rac,Nin,1990,0.9
936,Sho,Son,2010,0.9
937,Rac,Son,2000,0.9
938,Rac,Son,1990,0.9
939,Sho,Son,2010,0.9
940,Act,Son,1990,0.9
941,Sho,Son,2000,0.9
942,Act,Nin,2000,0.9
943,Sho,MiS,2000,0.9
944,Rac,Son,2000,0.9
945,Act,Son,2010,0.9
946,Sho,Son,2000,0.89
947,Sho,Son,2000,0.89
948,Act,Son,2010,0.89
949,Adv,Nin,2000,0.89
950,Act,Nin,2000,0.89
951,Adv,Nin,2000,0.89
952,Rac,Nin,2000,0.89
953,Act,Nin,2010,0.89
954,Rac,MiS,2010,0.89
955,Rac,Nin,2000,0.89
956,Sho,Com,2000,0.89
957,Sho,Nin,2010,0.89
958,Act,MiS,2010,0.88
959,Act,Com,2000,0.88
960,Act,Nin,2000,0.88
961,Act,Nin,2010,0.88
962,Act,Son,2000,0.88
963,Sho,Son,1990,0.88
964,Act,MiS,2010,0.88
965,Rac,MiS,2000,0.88
966,Sho,Son,2000,0.87
967,Rac,MiS,2000,0.87
968,Sho,MiS,2000,0.87
969,Sho,MiS,2000,0.87
970,Sho,Son,2000,0.87
971,Rac,Son,1990,0.87
972,Act,Son,2010,0.87
973,Sho,Nin,2000,0.87
974,Sho,MiS,2000,0.87
975,Act,Nin,2000,0.87
976,Sho,MiS,2000,0.87
977,Act,Son,2000,0.87
978,Act,Nin,2010,0.86
979,Act,Nin,2000,0.86
980,Act,Son,2010,0.86
981,Act,Son,2000,0.86
982,Rac,Son,2000,0.86
983,Act,Son,2000,0.86
984,Act,Son,2000,0.86
985,Rac,MiS,2010,0.85
986,Act,Son,1990,0.85
987,Rac,Nin,2000,0.85
988,Act,MiS,2010,0.85
989,Sho,Son,2010,0.85
990,Act,Nin,2000,0.85
991,Act,Son,1990,0.85
992,Rac,Son,2000,0.85
993,Sho,MiS,2010,0.85
994,Act,Son,2000,0.85
995,Rac,Son,2000,0.85
996,Act,Nin,2010,0.85
997,Sho,MiS,2010,0.85
998,Act,Son,2010,0.84
999,Act,Nin,2000,0.84
1000,Act,Son,2010,0.84
1001,Act,Son,2010,0.84
1002,Act,Nin,2000,0.84
1003,Act,Son,2010,0.84
1004,Rac,Son,2000,0.84
1005,Sho,MiS,2010,0.84
1006,Rac,Son,2000,0.84
1007,Sho,Son,2010,0.84
1008,Adv,Nin,2000,0.84
1009,Sho,Son,2000,0.84
1010,Act,Son,2000,0.84
1011,Rac,MiS,2010,0.84
1012,Act,Son,2000,0.83
1013,Act,Nin,2000,0.83
1014,Sho,MiS,2000,0.83
1015,Adv,Son,1990,0.83
1016,Act,Son,2010,0.83
1017,Adv,Son,1990,0.83
1018,Sho,MiS,2000,0.82
1019,Act,Nin,2000,0.82
1020,Rac,MiS,2000,0.82
1021,Adv,Son,2000,0.82
1022,Act,Son,2010,0.82
1023,Sho,MiS,2000,0.82
1024,Act,Son,2010,0.82
1025,Act,Nin,2000,0.81
1026,Adv,Nin,1990,0.81
1027,Rac,Son,2000,0.81
1028,Act,Nin,2000,0.81
1029,Act,Nin,1990,0.81
1030,Sho,Son,2000,0.81
1031,Act,Son,2010,0.81
1032,Rac,MiS,2000,0.81
1033,Act,MiS,2010,0.81
1034,Act,Nin,2000,0.81
1035,Act,Nin,2000,0.8
1036,Act,Son,2000,0.8
1037,Rac,Son,1990,0.8
1038,Sho,Son,2000,0.8
1039,Sho,MiS,2010,0.8
1040,Act,MiS,2010,0.8
1041,Rac,MiS,2010,0.8
1042,Sho,Son,2010,0.8
1043,Act,MiS,2000,0.8
1044,Act,MiS,2010,0.8
1045,Act,Son,2010,0.8
1046,Rac,Nin,2000,0.8
1047,Act,Nin,2010,0.8
1048,Sho,Son,2010,0.8
1049,Act,MiS,2000,0.79
1050,Adv,Son,2010,0.79
1051,Rac,Son,1990,0.79
1052,Rac,Son,2000,0.79
1053,Act,Nin,2000,0.79
1054,Sho,Nin,2000,0.79
1055,Act,MiS,2010,0.79
1056,Act,Nin,2000,0.79
1057,Act,Nin,2010,0.79
1058,Act,MiS,2000,0.78
1059,Sho,Nin,2000,0.78
1060,Adv,Com,1990,0.78
1061,Sho,Son,1990,0.78
1062,Adv,Nin,2000,0.78
1063,Act,Son,2010,0.78
1064,Sho,Son,2000,0.78
1065,Act,MiS,2010,0.78
1066,Rac,Son,2000,0.78
1067,Act,MiS,2010,0.78
1068,Sho,Nin,2000,0.78
1069,Act,MiS,2000,0.78
1070,Act,Nin,2000,0.77
1071,Sho,MiS,2000,0.77
1072,Rac,Son,1990,0.77
1073,Rac,Son,2000,0.77
1074,Sho,Son,2010,0.77
1075,Rac,Son,1990,0.77
1076,Act,Nin,2000,0.77
1077,Act,Nin,2010,0.77
1078,Act,Son,2000,0.77
1079,Sho,Son,2000,0.77
1080,Rac,Nin,2000,0.77
1081,Rac,Son,1990,0.76
1082,Sho,Son,2010,0.76
1083,Adv,Nin,2010,0.76
1084,Rac,MiS,2000,0.76
1085,Act,Son,2000,0.76
1086,Sho,MiS,2010,0.76
1087,Sho,Com,2010,0.76
1088,Act,Son,2000,0.76
1089,Sho,Son,2000,0.76
1090,Sho,MiS,2000,0.76
1091,Act,Com,2010,0.76
1092,Adv,Nin,2000,0.76
1093,Adv,Nin,2000,0.76
1094,Rac,Son,2000,0.76
1095,Sho,Son,2000,0.76
1096,Act,Son,2000,0.76
1097,Act,Son,2000,0.76
1098,Act,Son,2000,0.75
1099,Act,MiS,2000,0.75
1100,Act,Son,2010,0.75
1101,Act,Son,2000,0.75
1102,Rac,Nin,1990,0.75
1103,Act,MiS,2010,0.75
1104,Sho,Son,2000,0.75
1105,Sho,Son,2000,0.75
1106,Sho,Son,2000,0.75
1107,Act,Son,2000,0.75
1108,Act,Nin,2000,0.75
1109,Rac,Son,2010,0.75
1110,Sho,MiS,2010,0.75
1111,Adv,MiS,2010,0.75
1112,Act,Son,2010,0.74
1113,Rac,Son,2000,0.74
1114,Sho,Son,2000,0.74
1115,Act,Nin,2010,0.74
1116,Sho,Son,2010,0.74
1117,Act,Nin,2010,0.74
1118,Rac,Son,2010,0.74
1119,Rac,MiS,2000,0.74
1120,Act,Com,2010,0.74
1121,Act,Nin,2000,0.74
1122,Act,Nin,2000,0.74
1123,Rac,Son,1990,0.74
1124,Sho,MiS,2000,0.74
1125,Act,Son,2000,0.74
1126,Sho,Com,2010,0.73
1127,Rac,MiS,2010,0.73
1128,Adv,Nin,2000,0.73
1129,Rac,MiS,2010,0.73
1130,Act,Nin,2000,0.73
1131,Act,Son,2010,0.73
1132,Act,Nin,2000,0.73
1133,Rac,MiS,2000,0.73
1134,Sho,Nin,2000,0.72
1135,Act,Nin,2000,0.72
1136,Act,Son,2000,0.72
1137,Act,Nin,2010,0.72
1138,Act,Son,2010,0.72
1139,Sho,Son,1990,0.72
1140,Sho,MiS,2000,0.72
1141,Rac,Son,1990,0.72
1142,Act,Nin,2000,0.72
1143,Act,MiS,2010,0.72
1144,Sho,Son,2010,0.72
1145,Act,Son,2000,0.72
1146,Rac,MiS,2010,0.72
1147,Adv,Son,2010,0.72
1148,Act,Son,1990,0.72
1149,Sho,Com,2000,0.72
1150,Sho,Com,2010,0.71
1151,Act,MiS,2000,0.71
1152,Act,Son,2010,0.71
1153,Act,Son,2000,0.71
1154,Act,Son,2000,0.71
1155,Rac,Son,2000,0.71
1156,Rac,Son,2000,0.71
1157,Adv,MiS,2000,0.71
1158,Act,Son,2000,0.71
1159,Act,Nin,2000,0.71
1160,Act,Son,2000,0.71
1161,Rac,Nin,1990,0.71
1162,Act,Nin,1990,0.71
1163,Act,Son,2010,0.71
1164,Sho,Son,1990,0.71
1165,Act,MiS,2010,0.71
1166,Sho,MiS,2000,0.71
1167,Sho,Son,2010,0.71
1168,Act,Son,2000,0.71
1169,Act,MiS,2000,0.7
1170,Sho,Son,2000,0.7
1171,Act,Nin,2000,0.7
1172,Rac,Son,2000,0.7
1173,Sho,Son,2000,0.7
1174,Act,Nin,2010,0.7
1175,Act,Son,2010,0.7
1176,Adv,Nin,2000,0.7
1177,Rac,Son,2000,0.7
1178,Act,Son,2010,0.7
1179,Act,Son,2000,0.7
1180,Act,Son,2010,0.7
1181,Sho,Son,2000,0.7
1182,Adv,Nin,2000,0.7
1183,Act,Nin,2010,0.69
1184,Act,MiS,2000,0.69
1185,Act,Son,2000,0.69
1186,Act,Nin,2010,0.69
1187,Act,MiS,2000,0.69
1188,Rac,Son,1990,0.69
1189,Sho,MiS,2000,0.69
1190,Adv,Son,2010,0.69
1191,Act,Son,2000,0.69
1192,Rac,Son,2000,0.69
1193,Act,Son,2010,0.69
1194,Act,Son,2010,0.69
1195,Act,Com,2010,0.69
1196,Act,Nin,2000,0.69
1197,Rac,Son,2010,0.69
1198,Act,Nin,2000,0.69
1199,Rac,MiS,2000,0.69
1200,Act,Nin,2000,0.68
1201,Sho,MiS,2010,0.68
1202,Act,Nin,2010,0.68
1203,Act,Nin,2000,0.68
1204,Act,Son,1990,0.68
1205,Act,Son,2000,0.68
1206,Act,Son,2010,0.68
1207,Act,Son,2000,0.68
1208,Act,Son,2010,0.68
1209,Act,MiS,2000,0.68
1210,Sho,Son,2010,0.68
1211,Sho,MiS,2010,0.68
1212,Rac,MiS,2010,0.68
1213,Rac,Nin,2000,0.68
1214,Adv,Nin,2000,0.68
1215,Sho,Nin,2000,0.68
1216,Rac,Son,2000,0.68
1217,Act,Son,2000,0.68
1218,Sho,Son,2000,0.67
1219,Sho,MiS,2000,0.67
1220,Rac,MiS,2010,0.67
1221,Act,Son,2010,0.67
1222,Sho,Son,2000,0.67
1223,Adv,Nin,2010,0.67
1224,Sho,Son,1990,0.67
1225,Sho,MiS,2010,0.67
1226,Act,Son,1990,0.67
1227,Sho,MiS,2000,0.67
1228,Rac,Nin,2000,0.67
1229,Act,Son,2010,0.67
1230,Act,Son,2000,0.67
1231,Act,MiS,2010,0.67
1232,Sho,Com,2010,0.67
1233,Adv,Son,2010,0.67
1234,Act,Nin,2000,0.67
1235,Adv,Nin,2000,0.67
1236,Sho,Son,2010,0.67
1237,Act,Nin,2010,0.66
1238,Act,MiS,2000,0.66
1239,Adv,Nin,2000,0.66
1240,Act,Son,2010,0.66
1241,Act,Son,2010,0.66
1242,Act,Nin,2000,0.66
1243,Act,Son,2010,0.66
1244,Sho,MiS,2000,0.66
1245,Act,Son,2000,0.66
1246,Rac,Son,2010,0.66
1247,Act,Nin,2010,0.65
1248,Act,Son,2000,0.65
1249,Act,MiS,2010,0.65
1250,Rac,Nin,2000,0.65
1251,Act,Nin,2000,0.65
1252,Rac,Son,2000,0.65
1253,Act,Nin,2000,0.65
1254,Sho,Son,1990,0.65
1255,Act,Son,2000,0.65
1256,Adv,Son,2000,0.65
1257,Rac,Son,2000,0.65
1258,Act,Son,2010,0.65
1259,Sho,Com,2010,0.64
1260,Act,Son,2000,0.64
1261,Act,Son,2000,0.64
1262,Sho,Son,2010,0.64
1263,Sho,MiS,2000,0.64
1264,Sho,Son,2000,0.64
1265,Sho,Son,2000,0.64
1266,Act,Son,2010,0.64
1267,Sho,MiS,2000,0.64
1268,Rac,MiS,2000,0.64
1269,Act,Com,2010,0.64
1270,Act,MiS,2000,0.64
1271,Sho,Nin,1990,0.64
1272,Act,MiS,2000,0.64
1273,Sho,MiS,2000,0.64
1274,Act,Son,2000,0.64
1275,Rac,Son,2000,0.64
1276,Sho,Son,2000,0.64
1277,Act,Son,2010,0.64
1278,Rac,Nin,1990,0.64
1279,Sho,MiS,2010,0.64
1280,Rac,Nin,2000,0.64
1281,Act,Nin,2000,0.64
1282,Act,Son,2010,0.64
1283,Sho,Nin,2010,0.63
1284,Act,Son,1990,0.63
1285,Rac,Son,2010,0.63
1286,Rac,MiS,2000,0.63
1287,Act,MiS,2000,0.63
1288,Rac,Son,2000,0.63
1289,Act,Son,2010,0.63
1290,Act,Son,2000,0.63
1291,Act,Nin,2000,0.63
1292,Act,Nin,2010,0.63
1293,Act,MiS,2000,0.63
1294,Sho,Nin,2010,0.63
1295,Act,Son,2010,0.63
1296,Sho,Nin,2000,0.63
1297,Sho,MiS,2000,0.63
1298,Rac,MiS,2010,0.63
1299,Rac,MiS,2010,0.63
1300,Act,Son,2000,0.63
1301,Act,MiS,2010,0.63
1302,Sho,Son,2000,0.63
1303,Rac,Nin,2000,0.63
1304,Act,MiS,2010,0.62
1305,Sho,Son,2010,0.62
1306,Sho,Com,2010,0.62
1307,Act,Nin,2010,0.62
1308,Sho,MiS,2010,0.62
1309,Act,Son,2010,0.62
1310,Act,Son,2010,0.62
1311,Adv,Nin,2000,0.62
1312,Act,Nin,2000,0.62
1313,Rac,Nin,1990,0.62
1314,Act,Nin,2000,0.62
1315,Act,Son,2010,0.62
1316,Rac,Son,2000,0.62
1317,Act,Com,1990,0.62
1318,Adv,Nin,2010,0.62
1319,Rac,Son,2000,0.61
1320,Sho,Son,2010,0.61
1321,Act,Son,2000,0.61
1322,Act,Son,2010,0.61
1323,Sho,Son,2000,0.61
1324,Sho,Son,2000,0.61
1325,Sho,Son,2010,0.61
1326,Sho,MiS,2000,0.61
1327,Sho,Son,1990,0.61
1328,Rac,MiS,2010,0.61
1329,Act,Son,1990,0.61
1330,Act,Nin,2000,0.61
1331,Act,Nin,2000,0.61
1332,Act,Nin,2000,0.61
1333,Act,MiS,2000,0.61
1334,Sho,MiS,2000,0.61
1335,Rac,Nin,2000,0.6
1336,Rac,Nin,2000,0.6
1337,Act,Nin,2000,0.6
1338,Act,Nin,2010,0.6
1339,Act,Nin,2010,0.6
1340,Act,Nin,2010,0.6
1341,Adv,Son,2010,0.6
1342,Act,Son,2010,0.6
1343,Rac,Son,2000,0.6
1344,Act,Son,2000,0.6
1345,Act,Son,2000,0.6
1346,Sho,Son,2000,0.6
1347,Act,MiS,2010,0.6
1348,Rac,Nin,2000,0.6
1349,Rac,Son,2000,0.6
1350,Rac,MiS,2000,0.6
1351,Rac,MiS,2010,0.6
1352,Adv,Son,1990,0.6
1353,Act,Nin,2010,0.6
1354,Adv,MiS,2010,0.6
1355,Act,Son,2010,0.6
1356,Rac,Nin,2000,0.6
1357,Act,Com,2000,0.59
1358,Rac,Son,2000,0.59
1359,Act,Com,2010,0.59
1360,Sho,Nin,2000,0.59
1361,Act,Nin,2000,0.59
1362,Sho,Son,2010,0.59
1363,Act,Son,2010,0.59
1364,Act,Son,2000,0.59
1365,Act,MiS,2000,0.59
1366,Act,Nin,2000,0.59
1367,Act,Nin,2000,0.59
1368,Rac,Nin,1990,0.59
1369,Sho,MiS,2010,0.59
1370,Act,Son,2010,0.59
1371,Act,Son,1990,0.59
1372,Act,MiS,2000,0.59
1373,Act,Son,2000,0.59
1374,Sho,Com,2010,0.59
1375,Sho,Son,2010,0.59
1376,Act,Son,2000,0.58
1377,Act,Nin,2000,0.58
1378,Act,Son,2000,0.58
1379,Sho,Nin,2000,0.58
1380,Sho,Com,2010,0.58
1381,Act,MiS,2000,0.58
1382,Act,Son,2000,0.58
1383,Sho,MiS,2010,0.58
1384,Sho,Son,2000,0.58
1385,Act,MiS,2000,0.58
1386,Adv,Nin,2000,0.58
1387,Act,Nin,2000,0.58
1388,Sho,Son,2000,0.58
1389,Rac,Son,1990,0.58
1390,Adv,Nin,2000,0.58
1391,Act,Son,2000,0.58
1392,Act,Son,2000,0.58
1393,Adv,Nin,2010,0.58
1394,Act,Son,2000,0.57
1395,Sho,MiS,2000,0.57
1396,Rac,Son,2000,0.57
1397,Sho,MiS,2000,0.57
1398,Act,Nin,2000,0.57
1399,Act,MiS,2010,0.57
1400,Act,MiS,2000,0.57
1401,Act,Nin,2000,0.57
1402,Act,Son,2010,0.57
1403,Act,Nin,2000,0.57
1404,Act,Son,2000,0.57
1405,Act,Son,2000,0.57
1406,Sho,MiS,2010,0.57
1407,Act,Nin,2000,0.57
1408,Act,Com,2010,0.57
1409,Sho,MiS,2010,0.57
1410,Act,Son,2010,0.57
1411,Sho,MiS,2000,0.57
1412,Act,Son,2000,0.57
1413,Act,Nin,2010,0.57
1414,Rac,MiS,2000,0.57
1415,Sho,Son,2010,0.57
1416,Adv,Nin,2000,0.57
1417,Rac,MiS,2000,0.57
1418,Act,Son,2000,0.57
1419,Act,Son,2000,0.57
1420,Sho,Son,2000,0.57
1421,Adv,Nin,2000,0.57
1422,Act,MiS,2000,0.57
1423,Act,Son,2000,0.57
1424,Act,MiS,2010,0.56
1425,Act,Nin,2000,0.56
1426,Act,Nin,2000,0.56
1427,Act,Nin,2000,0.56
1428,Adv,Nin,2000,0.56
1429,Act,Son,1990,0.56
1430,Act,Nin,2010,0.56
1431,Sho,MiS,2000,0.56
1432,Sho,MiS,2000,0.56
1433,Rac,Nin,2000,0.56
1434,Rac,Son,2000,0.56
1435,Act,Nin,1990,0.56
1436,Act,Son,2000,0.56
1437,Sho,MiS,2000,0.56
1438,Act,Son,2000,0.56
1439,Act,Nin,2000,0.56
1440,Act,Nin,2000,0.56
1441,Sho,Son,2000,0.56
1442,Rac,Nin,2010,0.56
1443,Rac,Son,2000,0.56
1444,Act,Son,2010,0.56
1445,Rac,MiS,2010,0.56
1446,Act,Son,2000,0.55
1447,Act,Son,2000,0.55
1448,Act,MiS,2000,0.55
1449,Act,Nin,2010,0.55
1450,Sho,Son,2000,0.55
1451,Act,Son,1990,0.55
1452,Act,Nin,2010,0.55
1453,Act,Son,2000,0.55
1454,Adv,Son,2000,0.55
1455,Act,MiS,2000,0.55
1456,Sho,Son,2000,0.55
1457,Act,Com,2010,0.55
1458,Act,Son,2010,0.55
1459,Sho,Son,1990,0.55
1460,Sho,Son,2010,0.55
1461,Act,Nin,2000,0.55
1462,Act,MiS,2010,0.55
1463,Act,Son,2010,0.55
1464,Sho,MiS,2000,0.55
1465,Rac,Son,2000,0.55
1466,Sho,MiS,2010,0.55
1467,Sho,MiS,2000,0.55
1468,Act,Son,2010,0.54
1469,Act,Son,2000,0.54
1470,Rac,Nin,2000,0.54
1471,Rac,Nin,2000,0.54
1472,Rac,Son,2010,0.54
1473,Rac,Son,2000,0.54
1474,Rac,Son,2010,0.54
1475,Act,Son,2010,0.54
1476,Adv,MiS,2010,0.54
1477,Act,Son,2010,0.54
1478,Act,Nin,2000,0.54
1479,Rac,Son,2000,0.54
1480,Act,Nin,1990,0.54
1481,Act,Nin,2000,0.54
1482,Act,MiS,2010,0.54
1483,Sho,Son,2000,0.54
1484,Rac,Son,2010,0.54
1485,Act,Nin,2010,0.54
1486,Sho,MiS,2000,0.54
1487,Sho,Nin,2000,0.54
1488,Act,Son,2010,0.54
1489,Act,MiS,2010,0.54
1490,Act,Son,2000,0.54
1491,Sho,Com,2010,0.54
1492,Sho,Son,2000,0.53
1493,Adv,Son,1990,0.53
1494,Act,Nin,2000,0.53
1495,Act,Son,2000,0.53
1496,Rac,Son,2000,0.53
1497,Sho,Son,2000,0.53
1498,Rac,Son,2000,0.53
1499,Act,Nin,2010,0.53
1500,Act,MiS,2000,0.53
1501,Rac,MiS,2000,0.53
1502,Sho,MiS,2000,0.53
1503,Act,Com,2010,0.53
1504,Act,MiS,2000,0.53
1505,Rac,Nin,2010,0.53
1506,Act,Nin,2000,0.53
1507,Sho,Son,2000,0.53
1508,Adv,Nin,2010,0.53
1509,Sho,Son,2010,0.53
1510,Sho,MiS,2000,0.53
1511,Rac,Son,2000,0.53
1512,Rac,Son,2000,0.53
1513,Act,Son,2000,0.53
1514,Act,Nin,2000,0.53
1515,Rac,Son,2000,0.53
1516,Act,Son,2000,0.53
1517,Act,Nin,2000,0.53
1518,Sho,Son,2010,0.53
1519,Act,Son,2000,0.53
1520,Rac,Nin,1990,0.53
1521,Sho,Son,2000,0.53
1522,Act,Nin,2000,0.52
1523,Adv,Son,1990,0.52
1524,Rac,Nin,2000,0.52
1525,Act,Son,2000,0.52
1526,Sho,Son,2000,0.52
1527,Sho,Nin,2000,0.52
1528,Act,Son,2000,0.52
1529,Act,Son,2000,0.52
1530,Act,Son,1990,0.52
1531,Act,Nin,2000,0.52
1532,Act,Son,2000,0.52
1533,Act,Son,2000,0.52
1534,Act,Son,2000,0.52
1535,Act,Nin,2000,0.52
1536,Sho,Son,2000,0.52
1537,Sho,MiS,2000,0.52
1538,Adv,Nin,2000,0.52
1539,Act,Son,2000,0.52
1540,Act,Son,2000,0.52
1541,Act,Nin,2000,0.52
1542,Sho,Son,1990,0.52
1543,Act,Nin,2000,0.52
1544,Act,Son,2000,0.51
1545,Act,MiS,2010,0.51
1546,Act,Son,2010,0.51
1547,Rac,Son,2000,0.51
1548,Act,MiS,2000,0.51
1549,Sho,MiS,2010,0.51
1550,Act,Son,2000,0.51
1551,Act,Nin,2000,0.51
1552,Sho,Son,2010,0.51
1553,Act,Son,2000,0.51
1554,Rac,Son,2000,0.51
1555,Act,Nin,2010,0.51
1556,Act,Son,2000,0.51
1557,Act,MiS,2010,0.51
1558,Act,Nin,2010,0.51
1559,Rac,MiS,2000,0.51
1560,Act,Son,2010,0.51
1561,Act,Com,2010,0.51
1562,Act,Son,2000,0.51
1563,Sho,Son,2010,0.51
1564,Adv,Nin,2000,0.51
1565,Act,Nin,2000,0.5
1566,Rac,MiS,2010,0.5
1567,Rac,Son,2000,0.5
1568,Adv,MiS,2010,0.5
1569,Act,MiS,2010,0.5
1570,Rac,MiS,2000,0.5
1571,Adv,Nin,2000,0.5
1572,Act,Son,2000,0.5
1573,Act,Son,2000,0.5
1574,Act,MiS,2010,0.5
1575,Act,Nin,2000,0.5
1576,Adv,Nin,2010,0.5
1577,Act,Nin,2000,0.5
1578,Sho,Son,2000,0.5
1579,Act,Son,2000,0.5
1580,Act,Son,2000,0.5
1581,Act,MiS,2010,0.5
1582,Sho,MiS,2010,0.5
1583,Rac,MiS,2010,0.5
1584,Rac,Nin,2000,0.5
1585,Rac,Son,2000,0.5
1586,Act,Son,2000,0.5
1587,Act,Son,2000,0.5
1588,Act,Son,2000,0.5
1589,Act,Son,2000,0.5
1590,Act,Son,2010,0.5
1591,Sho,Son,2000,0.5
1592,Act,MiS,2010,0.5
1593,Rac,Nin,2010,0.5
1594,Rac,Nin,2000,0.49
1595,Act,MiS,2010,0.49
1596,Act,Nin,2010,0.49
1597,Act,Nin,2010,0.49
1598,Rac,Son,2010,0.49
1599,Act,Son,2010,0.49
1600,Act,Son,2000,0.49
1601,Sho,MiS,2010,0.49
1602,Act,MiS,2010,0.49
1603,Act,Nin,2000,0.49
1604,Sho,MiS,2000,0.49
1605,Adv,Nin,2000,0.49
1606,Sho,Son,2000,0.49
1607,Act,MiS,2000,0.49
1608,Sho,Nin,2000,0.49
1609,Act,Nin,2010,0.49
1610,Sho,Com,2010,0.49
1611,Sho,MiS,2010,0.49
1612,Act,Son,2010,0.49
1613,Rac,Son,2000,0.49
1614,Act,Nin,2010,0.49
1615,Act,Nin,2010,0.49
1616,Adv,MiS,2000,0.49
1617,Sho,Son,2000,0.49
1618,Sho,Com,2000,0.49
1619,Rac,Nin,2000,0.49
1620,Rac,Son,2000,0.49
1621,Rac,Son,2010,0.49
1622,Act,MiS,2000,0.49
1623,Act,Son,1990,0.49
1624,Adv,Nin,2000,0.49
1625,Rac,Nin,2010,0.49
1626,Act,Nin,2010,0.49
1627,Act,Nin,2000,0.49
1628,Act,Com,2000,0.49
1629,Sho,Son,2010,0.49
1630,Act,Nin,2000,0.49
1631,Sho,Son,2000,0.49
1632,Sho,Nin,2000,0.48
1633,Act,Son,2000,0.48
1634,Act,Nin,2000,0.48
1635,Rac,Nin,2000,0.48
1636,Act,Nin,2000,0.48
1637,Adv,Nin,1990,0.48
1638,Sho,MiS,2000,0.48
1639,Sho,MiS,2010,0.48
1640,Act,Son,2000,0.48
1641,Act,Com,2010,0.48
1642,Adv,Nin,2010,0.48
1643,Act,Nin,2000,0.48
1644,Act,Nin,2010,0.48
1645,Rac,Son,1990,0.48
1646,Rac,Nin,2010,0.48
1647,Act,Nin,2010,0.48
1648,Act,Nin,2010,0.48
1649,Act,Nin,2010,0.48
1650,Rac,Nin,2000,0.48
1651,Act,Son,2000,0.48
1652,Act,Nin,2000,0.48
1653,Act,Son,2000,0.48
1654,Rac,Nin,2000,0.48
1655,Rac,Son,2000,0.48
1656,Rac,Nin,2000,0.48
1657,Rac,Nin,2000,0.48
1658,Sho,Son,1990,0.47
1659,Sho,Son,2000,0.47
1660,Sho,MiS,2000,0.47
1661,Act,Son,2000,0.47
1662,Rac,Nin,2000,0.47
1663,Act,Nin,2000,0.47
1664,Act,Son,2000,0.47
1665,Act,Son,2010,0.47
1666,Act,Son,1990,0.47
1667,Act,Son,2000,0.47
1668,Act,Son,2010,0.47
1669,Act,Nin,2010,0.47
1670,Rac,Son,2000,0.47
1671,Rac,Son,2000,0.47
1672,Act,Nin,2010,0.47
1673,Act,Son,2010,0.47
1674,Rac,Son,2000,0.47
1675,Rac,Nin,1990,0.47
1676,Sho,Nin,1990,0.47
1677,Act,MiS,2010,0.47
1678,Rac,MiS,2000,0.47
1679,Act,Nin,2000,0.47
1680,Rac,Son,2000,0.47
1681,Rac,Son,2000,0.47
1682,Adv,Nin,2000,0.47
1683,Act,Nin,2000,0.47
1684,Rac,Son,2010,0.47
1685,Act,Nin,2000,0.47
1686,Act,Nin,2000,0.47
1687,Adv,Son,2000,0.46
1688,Sho,Nin,2000,0.46
1689,Rac,Son,2000,0.46
1690,Sho,MiS,2000,0.46
1691,Act,Nin,2000,0.46
1692,Sho,Son,2010,0.46
1693,Act,Son,2000,0.46
1694,Sho,Son,2000,0.46
1695,Sho,Com,2010,0.46
1696,Sho,Son,2010,0.46
1697,Act,Nin,2010,0.46
1698,Rac,Son,2000,0.46
1699,Sho,Son,2000,0.46
1700,Act,Nin,2010,0.46
1701,Rac,Son,1990,0.46
1702,Sho,Son,2000,0.46
1703,Adv,Nin,2000,0.46
1704,Act,Nin,2010,0.46
