height,weight,gender
165.7,69.6,f
178.8,81.0,m
181.7,87.1,m
181.8,88.0,m
170.3,70.1,f
173.0,84.8,m
171.5,83.0,m
160.2,64.0,f
178.4,87.5,m
164.8,74.0,m
163.8,71.3,f
175.2,78.5,m
165.1,62.5,f
171.9,71.0,f
164.1,63.0,f
167.6,84.5,m
172.8,79.0,m
166.8,72.5,f
160.0,54.5,f
178.2,88.4,m
160.5,63.7,f
181.2,96.8,m
157.6,62.7,f
154.6,54.2,f
159.0,53.1,f
156.8,48.9,f
176.4,77.2,f
169.4,71.6,f
172.4,76.8,m
158.7,62.4,f
168.1,62.4,f
162.7,68.7,f
170.3,71.4,m
174.3,75.4,f
159.7,59.5,f
175.5,86.3,m
163.0,60.5,f
156.7,58.9,f
156.6,58.3,f
168.7,68.8,f
171.5,77.3,f
158.5,65.6,m
163.1,63.8,f
148.4,51.5,f
173.5,92.2,m
155.9,55.8,f
162.5,67.0,f
186.3,93.5,m
175.6,81.5,m
164.2,75.7,m
165.7,69.0,m
173.8,80.8,m
166.8,70.2,f
176.5,90.1,m
157.3,63.5,m
167.4,74.9,f
189.1,96.8,m
175.1,90.6,m
174.3,81.3,f
158.3,57.3,f
180.9,88.4,m
176.7,91.0,m
163.0,63.3,f
179.9,91.3,m
163.9,67.2,f
175.7,84.8,m
153.4,56.7,f
165.4,59.9,f
158.0,51.2,f
164.3,69.2,f
179.1,78.5,m
165.2,58.1,f
168.5,73.0,f
167.9,74.2,m
158.0,59.3,m
187.0,99.6,m
174.6,74.4,f
175.7,87.6,m
176.4,91.8,m
179.6,80.3,m
155.7,62.2,f
163.0,65.1,f
158.6,55.2,f
164.1,68.5,f
166.0,58.2,f
182.1,96.2,m
156.5,67.1,m
176.3,88.6,m
151.5,48.7,f
182.0,93.9,m
177.9,89.7,m
179.9,88.1,m
165.7,62.9,f
162.8,60.0,f
170.5,69.9,f
168.5,67.6,f
165.6,65.2,f
173.2,91.1,m
172.4,65.7,f
177.4,85.6,m
182.4,89.5,m
163.7,61.0,f
171.3,71.1,f
156.1,64.6,f
164.2,65.1,f
156.3,53.4,f
153.4,56.9,f
162.0,60.7,f
158.1,54.9,f
156.8,60.1,f
169.1,77.8,m
180.5,83.6,m
172.4,79.6,m
177.9,86.1,m
178.4,87.5,m
167.0,64.4,f
175.8,85.3,m
170.1,79.3,m
172.1,84.4,m
157.6,56.6,f
173.6,72.2,f
162.2,62.1,f
160.9,63.0,f
159.4,65.2,f
159.9,60.2,f
180.2,84.4,m
163.9,60.2,f
178.5,94.1,m
165.4,70.9,m
175.1,80.3,m
180.4,88.6,m
163.8,63.4,f
157.3,52.6,f
165.7,70.3,f
159.5,67.4,m
159.1,46.7,f
180.8,92.7,m
179.0,81.2,m
164.5,61.3,f
162.6,58.0,f
159.0,63.9,f
172.4,73.0,f
169.4,69.7,f
171.0,71.2,m
173.5,85.7,m
154.1,56.1,f
170.0,74.7,f
175.0,91.6,m
158.1,55.1,f
159.7,55.7,f
179.0,86.4,m
154.6,58.1,f
172.5,76.5,f
156.7,60.3,f
156.9,55.9,f
162.1,65.8,f
165.4,80.8,m
162.6,60.9,f
156.4,53.6,f
176.3,76.9,m
184.0,96.1,m
172.3,81.5,m
158.9,65.6,f
174.0,85.3,m
166.4,71.3,m
164.0,76.0,m
180.8,84.0,m
145.4,46.1,f
165.8,66.1,f
176.9,91.0,m
167.0,62.5,f
164.7,64.9,f
176.5,91.9,m
159.6,62.8,f
172.0,66.0,f
175.6,84.7,f
173.5,88.2,m
169.0,74.4,f
160.5,62.6,f
160.1,51.3,f
151.8,57.6,f
155.7,60.0,f
161.0,62.6,f
168.1,78.0,f
160.1,59.9,f
170.2,83.4,m
154.4,50.3,f
157.6,52.8,f
160.5,65.6,f
152.6,47.4,f
182.5,92.3,m
165.2,68.1,f
173.7,85.6,m
171.4,83.2,m
177.5,88.8,m
187.1,101.3,m
198.4,116.0,m
175.0,87.0,m
175.4,75.5,f
183.1,90.9,m
178.1,86.0,m
163.1,61.7,f
164.0,62.3,f
165.9,73.9,m
174.5,78.5,f
165.2,67.9,f
151.2,45.0,f
162.6,64.0,f
172.3,74.9,f
164.7,64.7,m
166.4,80.9,m
151.8,50.5,f
155.4,61.1,f
169.4,79.3,m
178.7,83.2,m
150.1,48.9,f
166.4,77.5,m
174.7,94.9,m
169.3,71.0,f
179.2,89.2,m
181.7,96.1,m
161.9,65.7,f
175.8,82.2,m
162.5,60.9,f
180.8,90.5,m
172.3,76.7,m
154.5,61.7,f
165.1,63.7,f
160.6,54.9,f
180.0,84.9,m
181.1,98.8,m
174.1,88.0,m
162.1,54.7,f
180.9,91.1,m
159.2,69.8,m
152.7,51.4,f
157.1,62.0,f
165.2,63.2,f
175.3,85.4,m
153.4,55.4,f
164.1,65.5,f
178.1,87.1,m
164.7,71.2,f
169.6,71.2,f
162.4,64.6,f
173.1,74.8,f
170.4,74.8,m
153.2,52.7,f
171.8,69.0,f
160.4,53.2,f
165.6,56.8,f
173.6,83.7,m
175.0,92.0,m
169.3,83.7,m
175.0,83.9,m
164.6,78.3,f
172.8,72.6,m
169.4,74.8,f
175.5,80.3,f
162.1,58.5,f
168.7,64.5,f
153.9,45.4,f
168.8,71.2,f
176.5,93.8,m
167.5,81.9,m
169.9,76.4,m
158.0,59.9,f
158.9,58.6,f
162.3,59.4,f
173.6,80.7,m
169.5,76.4,f
180.3,86.7,m
175.8,84.3,m
181.7,94.0,m
164.2,67.6,f
168.6,78.4,m
160.3,70.3,m
159.2,59.4,f
161.5,62.7,f
176.6,86.0,m
177.3,88.2,m
168.0,77.5,m
157.0,68.8,f
171.9,77.9,m
163.6,57.9,f
161.5,63.1,f
175.4,90.0,m
169.4,73.8,m
171.5,62.8,f
171.2,79.5,m
178.8,92.3,m
187.3,98.5,m
173.7,93.4,m
176.2,90.2,m
160.1,59.4,f
179.2,82.5,m
152.3,46.0,f
156.2,56.9,f
165.7,70.4,m
166.6,68.3,f
162.1,63.9,f
150.9,49.5,f
167.2,66.7,f
178.7,85.2,m
183.5,87.8,m
177.1,90.7,m
163.1,76.5,f
181.5,92.8,m
181.9,92.8,m
169.4,65.1,f
183.9,85.8,m
171.0,76.5,m
171.4,77.3,m
173.8,77.7,m
162.3,56.8,f
149.8,48.1,f
181.6,95.2,m
168.5,77.9,m
162.4,66.0,f
164.7,70.0,f
172.5,83.6,m
178.6,91.4,m
178.0,75.2,f
160.8,62.3,f
170.1,76.8,m
180.7,85.4,m
174.2,78.7,m
168.3,69.6,f
170.7,84.3,m
172.7,69.6,f
177.9,82.2,m
166.5,79.8,m
168.2,68.7,f
162.0,72.3,m
157.4,57.7,f
180.9,89.0,m
169.9,79.0,m
175.9,76.9,f
169.4,71.5,m
159.7,56.7,f
152.1,59.5,f
184.0,94.9,m
180.0,89.7,m
153.1,57.4,m
168.8,73.7,f
177.2,83.5,m
179.0,87.8,m
187.3,90.5,m
172.5,83.3,m
176.4,92.1,m
180.8,87.9,m
162.3,65.5,f
166.3,68.2,m
169.9,80.5,m
188.9,92.7,m
163.8,64.4,f
174.4,79.8,m
159.5,63.4,f
176.9,90.2,m
183.6,93.4,m
158.9,65.5,f
159.9,56.5,f
160.6,64.9,f
170.9,87.3,m
162.1,61.0,f
177.1,92.6,m
172.6,77.4,m
163.1,62.5,f
171.0,76.5,f
148.2,50.0,f
172.9,77.9,m
164.7,67.6,f
157.1,50.1,f
167.8,70.9,f
152.3,51.8,f
157.3,56.6,f
170.8,79.0,m
165.4,71.1,m
156.3,56.5,f
152.8,50.3,f
168.1,71.5,f
169.8,79.7,m
172.4,79.2,m
177.1,93.1,m
153.6,57.5,f
173.1,72.7,f
165.9,65.7,f
174.0,86.1,m
169.4,77.4,m
148.6,51.6,f
174.7,87.3,m
154.2,55.9,f
152.5,56.6,f
179.0,87.9,m
174.0,78.7,m
167.3,75.0,f
160.0,58.7,f
156.3,53.5,f
199.3,103.1,m
166.9,78.6,m
177.2,82.9,m
167.7,78.1,m
166.8,74.7,m
175.2,80.7,m
165.3,65.7,f
175.2,82.7,m
185.1,95.9,m
144.2,43.2,f
168.8,69.2,f
175.5,79.9,m
164.9,60.6,m
153.8,49.1,f
165.0,60.8,f
163.7,68.9,f
175.7,93.1,m
167.6,74.9,m
169.8,70.8,f
181.8,88.3,m
182.5,91.7,m
155.4,59.2,f
168.4,82.5,m
162.5,72.6,m
153.5,46.1,f
158.0,61.8,f
158.8,61.8,f
177.3,90.6,m
164.1,70.2,f
157.7,56.4,f
158.6,55.6,f
170.2,70.9,f
195.2,109.1,m
162.0,58.2,f
165.4,64.5,f
185.5,95.1,m
162.8,60.5,f
167.6,68.8,f
170.5,82.8,m
172.5,80.3,m
170.1,70.5,f
170.4,76.2,f
162.7,70.0,m
180.3,90.6,m
172.9,79.9,f
164.6,63.0,f
169.8,75.5,m
174.3,78.3,f
176.3,71.2,f
150.5,45.7,f
190.9,101.7,m
167.4,72.1,f
158.2,51.5,f
161.9,57.3,f
152.5,39.5,f
183.6,95.9,m
165.7,75.8,m
179.8,87.2,m
177.5,88.8,m
173.2,75.6,f
157.7,59.1,f
163.6,59.3,f
169.2,72.2,f
176.9,96.1,m
166.3,66.6,f
170.7,81.5,m
170.6,80.8,m
176.8,86.1,m
163.2,68.7,f
175.7,84.5,m
185.1,97.7,m
186.4,101.8,m
175.0,87.3,m
178.3,91.3,m
168.5,81.5,m
160.4,59.2,f
160.7,67.6,f
178.7,89.5,m
179.3,89.5,m
177.2,86.9,m
176.3,79.9,m
158.7,63.8,f
184.4,100.3,m
168.5,80.0,m
171.7,68.9,f
164.8,67.8,f
174.6,77.8,m
169.9,85.1,m
166.5,61.1,f
162.4,59.9,f
172.2,79.0,m
167.3,70.7,f
160.3,60.2,f
180.0,84.1,m
161.1,57.4,f
164.1,58.7,f
171.7,78.9,m
183.4,97.9,m
166.3,79.8,m
172.8,84.4,m
170.6,77.0,m
162.0,69.2,f
172.4,73.9,f
175.4,79.3,f
170.7,84.9,m
176.8,76.1,f
161.9,69.0,f
179.2,83.6,m
174.9,80.3,m
155.1,50.7,f
162.4,72.1,m
175.1,85.4,m
157.8,51.8,f
156.3,58.8,f
156.2,52.5,f
157.5,53.8,f
157.5,62.1,f
163.7,69.4,f
161.2,52.6,f
169.6,76.2,m
167.6,77.6,m
153.3,37.3,f
159.4,54.7,f
171.9,84.0,m
172.2,82.6,m
171.2,77.6,m
171.5,79.4,f
164.6,65.2,f
151.4,52.3,f
159.9,64.6,f
170.4,82.3,m
160.2,59.6,f
168.0,69.0,f
156.8,59.3,f
165.5,61.1,f
160.1,58.1,f
166.4,76.8,f
180.2,81.0,m
160.7,57.4,f
168.3,81.3,m
168.2,69.6,f
167.5,69.0,f
157.7,46.8,f
172.1,70.7,f
170.4,80.5,m
166.3,67.4,f
168.4,67.3,m
170.7,69.8,f
165.2,65.7,f
170.1,64.8,f
179.5,83.6,m
174.3,87.4,m
161.0,64.0,m
154.7,54.9,f
174.7,80.4,m
167.0,74.0,m
163.0,62.1,f
170.5,73.8,f
162.5,61.3,f
159.3,58.1,f
174.8,81.6,m
154.8,52.1,f
180.8,92.8,m
158.8,64.7,f
165.6,66.0,f
163.6,59.4,f
160.0,64.0,f
180.3,88.0,m
164.0,62.4,f
162.8,62.4,f
169.3,78.0,m
158.9,64.6,f
175.0,78.4,m
167.2,73.4,f
155.1,57.6,f
170.2,67.3,f
149.7,47.8,f
165.6,76.9,m
178.7,89.0,m
173.5,83.8,m
183.8,96.7,m
169.1,79.4,m
171.2,65.4,m
169.1,70.7,f
179.3,89.7,m
184.3,90.3,m
176.7,90.5,m
172.5,80.8,m
171.6,70.1,f
153.0,59.7,f
163.2,68.8,f
168.9,79.8,m
167.0,76.1,m
159.3,61.8,f
171.7,84.2,m
177.6,84.3,m
145.7,33.0,f
170.4,76.3,m
149.8,43.4,f
179.0,85.6,m
158.9,56.2,f
162.3,57.6,f
146.9,37.7,f
168.7,76.3,m
183.4,91.7,m
173.4,91.6,m
187.6,94.5,m
161.2,70.5,f
167.0,81.6,m
162.5,69.7,f
153.8,54.2,f
169.3,72.1,f
159.6,68.2,f
165.4,71.2,f
161.5,59.4,f
169.6,72.0,m
175.9,84.6,m
164.3,67.6,f
173.1,79.0,m
176.7,82.2,m
164.2,61.4,f
168.6,72.8,f
169.7,76.5,f
157.5,55.9,f
183.1,87.3,f
167.7,72.7,m
155.2,53.9,f
157.2,51.3,f
163.2,56.7,f
187.5,104.9,m
179.4,90.7,m
166.9,63.1,f
169.4,73.6,f
159.0,64.1,f
168.3,80.1,m
170.3,77.0,m
161.3,56.5,f
160.0,68.7,m
148.1,53.1,f
182.4,93.4,m
178.4,85.9,m
190.1,104.1,m
168.6,69.4,f
172.0,84.0,m
157.7,60.3,f
182.6,89.2,m
172.2,73.3,f
158.0,60.6,f
185.9,94.7,m
160.5,57.3,f
149.1,54.5,f
160.9,65.2,f
176.7,85.4,m
164.4,64.1,f
173.9,82.1,m
173.5,76.4,f
157.8,53.2,f
174.0,70.9,f
155.8,54.7,f
161.2,57.7,f
154.7,54.3,f
162.9,69.3,m
177.0,80.7,m
162.9,60.3,f
164.7,66.7,m
162.1,62.6,f
181.9,94.0,m
155.9,63.2,f
171.5,80.3,m
164.1,64.9,f
163.2,56.7,f
157.7,58.3,f
161.6,74.1,m
169.6,67.6,f
154.9,62.8,f
162.6,58.0,f
171.4,74.5,m
169.7,67.0,f
174.0,83.3,m
175.8,84.5,m
170.8,82.0,m
180.0,82.5,m
171.5,74.2,f
174.5,88.5,m
162.1,75.5,m
154.0,54.6,f
154.5,57.8,f
187.3,95.4,m
161.0,64.4,f
160.2,55.4,f
166.9,72.7,m
157.2,69.6,f
186.7,93.2,m
155.2,49.2,f
165.5,63.4,f
160.2,56.5,f
180.9,96.5,m
183.8,101.9,m
162.1,62.1,f
182.8,86.6,m
149.3,41.2,f
187.2,105.1,m
158.5,58.8,f
167.2,87.5,m
163.4,62.7,f
161.3,69.3,f
168.7,82.5,m
161.5,53.3,f
165.6,84.1,m
154.6,63.2,f
167.7,60.0,f
169.0,76.3,m
155.5,61.2,f
181.7,88.0,m
176.6,87.4,m
162.4,63.0,f
183.4,90.0,m
152.1,53.0,f
155.5,53.7,f
162.1,68.0,f
150.5,53.3,f
175.5,74.2,f
159.0,56.1,f
178.7,90.3,m
179.9,88.9,m
169.2,75.0,m
152.2,53.7,f
180.1,91.4,m
165.4,65.6,f
185.6,94.2,m
175.8,78.4,m
154.6,51.8,f
166.1,66.7,f
177.2,91.2,m
164.3,65.5,f
173.1,71.7,f
153.7,52.8,f
171.5,80.5,m
165.7,68.2,f
170.8,84.4,m
177.0,89.5,m
190.5,100.4,m
155.6,47.0,f
173.1,87.0,m
168.1,66.8,f
175.6,92.3,m
175.5,86.6,m
158.0,56.3,f
180.6,85.3,m
175.9,91.7,m
163.5,64.3,f
152.5,57.4,f
165.2,71.1,f
169.1,81.3,m
172.0,79.7,m
162.5,59.2,f
158.0,60.6,f
152.8,50.4,f
182.2,89.9,m
161.0,65.2,f
182.1,90.7,m
168.2,78.6,f
159.7,67.9,f
170.2,90.4,m
181.2,92.2,m
159.5,62.3,m
173.4,84.8,m
167.0,72.7,f
165.6,80.3,m
180.9,92.7,m
181.3,85.8,m
165.7,76.5,m
181.5,87.5,m
179.0,92.9,m
166.1,64.8,f
171.8,74.0,f
161.9,67.5,f
169.5,55.7,f
175.4,93.9,m
172.5,84.5,m
159.0,60.0,f
156.5,49.8,f
172.6,77.7,m
168.1,70.0,f
162.2,66.4,f
168.6,75.1,m
169.1,74.4,m
184.9,91.5,m
157.9,50.7,f
163.0,63.0,f
167.9,72.5,f
184.1,101.3,m
149.2,50.1,f
174.4,78.3,m
171.7,79.1,f
156.0,57.4,f
157.4,53.4,f
183.5,98.4,m
173.7,74.8,m
175.6,82.4,m
170.6,71.9,m
180.7,96.1,m
177.0,85.1,m
177.1,89.6,m
155.0,48.5,f
172.6,86.6,m
175.1,84.3,m
159.2,57.5,f
177.5,90.9,m
165.0,74.9,m
191.6,104.8,m
159.9,56.6,f
173.4,79.9,m
161.1,72.6,m
165.4,68.1,f
184.3,95.4,m
158.7,57.5,f
179.6,88.0,f
160.3,62.7,f
172.6,86.3,m
160.4,54.1,m
175.0,82.7,m
176.5,84.9,m
177.8,84.3,m
159.3,45.5,f
195.2,96.0,m
151.8,54.8,f
167.6,73.1,f
154.5,48.7,f
151.9,58.2,f
147.4,42.1,f
164.8,80.2,m
163.6,63.1,f
169.8,73.0,f
161.1,55.0,f
165.0,64.3,f
169.6,79.9,m
182.1,91.9,m
148.3,41.7,f
153.8,50.1,f
157.0,57.6,f
155.7,54.2,f
165.8,60.6,f
169.3,78.4,m
160.6,63.4,f
162.8,59.8,f
191.0,103.2,m
153.6,55.2,f
186.2,105.3,m
169.7,73.3,m
162.3,66.1,f
156.6,54.7,f
174.0,85.2,m
159.4,60.4,f
162.9,61.2,f
168.3,69.8,f
157.8,56.8,f
167.3,64.0,f
183.2,92.2,m
182.9,96.6,m
165.7,72.9,f
170.8,71.7,m
172.3,72.7,f
156.7,56.3,f
171.4,71.8,f
154.6,53.4,f
174.9,84.8,m
178.3,87.5,m
168.3,56.3,f
186.5,99.2,m
187.7,95.1,m
159.6,52.1,f
174.2,81.7,m
180.7,79.9,f
172.7,73.2,f
177.2,77.0,m
169.5,76.1,m
171.9,78.3,f
155.5,48.1,f
159.6,56.9,f
182.5,88.3,m
177.8,83.5,m
169.6,58.7,f
173.1,87.2,m
180.5,86.8,m
159.3,54.2,f
159.8,59.7,f
169.7,84.8,m
172.9,80.3,m
158.9,56.0,f
160.8,59.4,f
161.4,71.1,m
172.4,67.1,f
171.2,84.2,m
158.9,48.9,f
163.8,65.0,f
172.6,82.7,m
163.9,64.0,f
175.1,76.4,f
168.0,69.3,f
162.9,67.4,f
174.1,81.1,m
162.2,67.1,m
159.6,50.6,f
174.5,79.1,f
166.1,68.7,f
164.5,77.1,m
159.9,66.1,m
155.4,50.2,f
163.5,59.4,f
156.6,63.5,f
167.9,69.5,f
169.4,64.8,f
187.6,103.5,m
157.7,59.4,f
156.5,50.4,f
158.0,56.5,f
157.4,53.6,f
165.7,65.7,f
172.9,85.2,m
173.7,76.3,m
163.6,66.2,f
174.3,76.9,m
164.1,75.1,m
162.8,65.7,f
167.8,66.0,f
175.4,83.5,m
166.8,68.8,m
164.2,60.6,f
166.7,72.2,f
161.1,54.5,f
151.7,52.1,f
165.2,63.9,f
172.1,74.5,m
154.9,61.2,m
162.9,53.0,f
168.6,69.9,f
162.0,62.4,f
158.8,56.7,f
169.7,68.5,f
158.3,55.6,f
143.4,43.8,f
154.0,54.7,f
185.7,96.8,m
181.2,100.3,m
168.2,63.7,f
173.1,87.3,m
166.4,72.2,f
163.6,62.1,f
169.4,60.0,f
166.0,60.4,f
178.1,90.5,m
170.1,68.4,f
164.9,68.4,f
152.0,45.2,f
158.2,50.5,f
157.7,60.2,f
189.1,95.2,m
181.7,90.7,m
179.8,90.9,m
171.3,82.2,m
175.0,89.1,m
168.7,76.8,m
183.2,97.5,m
162.5,60.9,f
161.6,76.4,f
171.9,74.3,f
156.4,55.4,f
164.2,74.9,m
154.7,59.5,f
172.6,77.1,m
175.0,87.2,m
178.0,93.9,m
166.4,79.6,m
182.9,89.0,m
175.5,78.6,m
165.6,59.2,f
146.8,39.1,f
175.1,84.7,m
172.3,84.2,m
164.7,72.9,f
176.3,82.5,f
182.4,98.6,m
164.8,63.5,f
163.7,64.8,f
168.4,63.5,f
172.1,86.9,m
181.4,93.3,m
169.8,71.0,f
153.8,45.5,f
162.8,60.9,f
177.0,87.0,m
153.5,49.8,f
180.4,89.9,m
153.7,50.7,f
179.7,93.6,m
173.7,83.7,m
179.0,79.4,f
188.9,96.9,m
171.2,74.8,m
172.7,77.7,m
178.9,79.2,f
153.9,52.8,f
178.2,86.0,m
167.3,71.7,f
162.1,60.7,f
177.0,82.9,m
161.1,70.8,m
155.1,55.6,m
172.1,80.8,m
173.0,74.3,m
152.1,52.8,f
179.7,90.1,m
171.1,79.2,m
164.8,73.6,m
160.8,58.9,f
152.8,53.9,f
165.0,75.6,m
172.7,78.0,m
157.5,61.0,f
158.6,56.4,f
163.6,66.2,f
164.1,76.7,m
156.5,50.8,f
157.0,55.0,f
178.0,86.0,m
162.5,64.2,f
160.1,58.8,f
159.9,70.1,m
181.5,89.8,m
172.6,69.9,f
173.0,79.7,m
175.9,87.5,m
173.7,80.9,m
165.6,70.9,m
173.1,87.6,m
154.7,52.9,f
172.9,83.2,m
162.1,66.0,f
174.9,79.3,m
156.3,58.0,f
170.0,70.2,f
173.9,87.4,m
180.8,90.1,m
174.2,85.8,m
187.5,103.2,m
174.3,83.1,m
179.7,88.4,m
187.8,99.1,m
160.0,64.7,f
190.7,99.1,m
157.1,60.1,f
176.8,82.4,m
178.5,88.9,m
167.2,75.6,m
154.3,51.0,f
175.9,86.0,m
163.5,63.0,f
160.6,63.6,f
165.6,74.9,m
168.3,79.0,m
153.9,47.6,f
170.5,73.5,f
144.1,41.6,f
179.0,88.4,m
178.3,89.9,m
164.8,65.6,f
183.9,97.8,m
184.8,92.0,m
165.8,67.2,f
162.6,60.7,f
156.7,57.5,f
182.4,90.4,m
175.4,88.4,m
148.0,53.3,f
156.1,45.7,f
160.9,57.5,f
174.0,81.6,m
173.7,67.7,f
162.8,55.8,f
172.0,70.0,f
148.4,55.0,m
175.3,80.7,m
194.4,110.3,m
174.9,95.6,m
178.8,89.7,m
186.3,92.1,m
181.1,91.8,m
168.6,68.1,f
152.8,54.5,f
172.0,76.9,m
158.4,58.4,f
162.6,62.0,f
183.3,89.1,m
161.4,59.6,f
158.8,59.9,f
167.5,71.5,m
163.6,61.0,f
178.3,96.9,m
160.6,58.0,f
184.2,98.1,m
168.2,83.0,m
182.4,89.7,m
171.7,81.6,m
172.8,80.1,m
180.4,94.0,m
174.6,86.9,m
175.0,79.6,m
155.7,57.6,f
173.7,88.5,m
163.8,64.9,f
166.0,63.8,f
165.0,64.5,f
186.1,98.6,m
180.1,89.3,m
168.3,63.9,f
178.2,90.8,m
162.8,58.0,f
161.2,61.8,f
182.5,85.7,m
159.1,63.5,m
170.3,68.4,f
167.5,72.9,m
162.2,66.1,f
169.7,65.7,f
159.2,49.5,f
164.9,67.7,f
177.7,87.7,m
177.8,96.2,m
182.1,85.6,m
173.3,87.7,m
168.2,80.2,m
163.2,62.8,f
193.7,112.2,m
145.1,44.8,f
172.8,81.7,m
174.0,80.2,m
172.0,82.7,m
187.0,98.2,m
156.9,54.7,f
174.6,83.1,m
156.4,57.9,f
180.8,94.9,m
163.6,66.0,m
168.5,59.5,f
180.3,92.9,m
168.9,62.8,f
156.3,60.0,f
181.4,89.8,m
178.7,88.1,m
171.2,66.3,f
164.5,70.8,f
182.0,85.9,m
181.3,93.4,m
157.7,55.3,f
162.5,62.8,f
194.2,96.9,m
153.9,46.1,f
156.3,57.9,f
177.4,79.0,m
169.8,69.9,f
171.1,78.6,m
164.1,76.6,f
173.9,79.7,m
169.2,69.1,f
182.6,95.9,m
176.6,92.1,m
175.0,87.4,f
161.6,62.6,f
182.6,90.9,m
155.6,60.1,f
153.0,56.9,f
174.2,89.0,m
166.0,69.9,m
159.7,55.7,f
158.7,66.2,m
174.7,90.5,m
160.6,63.2,f
178.3,83.0,m
175.8,80.6,m
192.7,101.7,m
156.8,55.8,f
160.2,58.2,f
174.1,78.6,m
163.6,59.6,f
160.5,63.7,f
167.8,73.7,m
173.5,93.6,m
151.9,49.7,f
176.3,84.9,m
157.4,57.3,f
179.8,87.1,m
162.8,73.4,m
157.9,58.7,f
158.4,50.9,f
167.0,66.2,m
175.1,81.9,m
174.5,75.3,f
172.6,80.3,m
179.0,97.7,m
178.5,87.4,m
167.5,64.8,f
173.7,82.4,m
178.1,87.4,m
189.6,96.8,m
164.3,78.7,m
163.5,79.4,m
164.4,65.0,m
179.8,85.6,m
174.4,85.5,m
152.1,58.6,f
